POA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA3143,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,5,0,7,0,21,0,30,0,7,0,0,0,5,0,3,0,16,0,27,0,3,0,4,0,0,0,10,0,22,0,45,0,7,0,5,3,8,0,10,0,25,0,52,0,4,0,4,0,4,0,10,0,13,0,35,6,6,0,21,3,8,5,6,0,19,0,61,37,13,0,26,0,19,4,12,0,26,0,137,62,9,0,26,5,6,0,4,0,22,0,136,59,0,0,23,0,9,0,8,0,11,0,105,59,0,0,6,0,7,0,0,0,6,0,83,199,15,0,46,3,42,0,17
POA3144,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,10,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,6,3,33,0,44,0,0,0,0,0,4,0,7,0,19,0,33,0,6,0,5,0,3,0,4,0,23,0,42,0,0,0,10,0,5,0,8,3,28,0,56,3,0,0,9,0,3,0,7,0,9,0,31,0,4,0,10,0,3,0,7,0,30,0,55,22,3,0,25,3,12,0,3,0,53,0,132,35,10,0,20,0,7,0,16,0,29,0,117,52,3,0,18,4,3,0,17,4,30,0,123,28,4,0,5,0,3,0,9,0,10,0,70,143,18,3,63,7,48,0,27
POA3145,0,0,0,0,0,0,0,3,0,35,0,39,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,33,0,43,0,0,0,0,0,5,0,3,0,20,0,29,0,0,0,0,0,4,0,11,4,89,3,122,3,8,0,6,0,8,0,25,0,46,0,103,4,9,0,0,0,9,0,28,0,62,0,112,3,9,0,19,0,24,3,28,0,81,0,167,8,13,0,25,0,20,0,7,0,34,0,106,25,5,0,14,0,14,0,8,0,43,0,118,60,20,0,60,11,39,3,14,0,71,0,279,94,9,0,57,4,8,3,15,0,46,0,236,68,8,0,34,0,15,4,15,0,17,0,150,56,7,0,16,0,8,0,12,0,13,0,113,248,16,0,86,13,61,3,21
POA3146,0,0,0,0,0,0,0,0,0,43,0,44,0,0,0,0,0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,0,0,4,0,7,0,11,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0,0,0,0,0,5,0,28,0,35,0,0,0,0,0,4,0,11,0,78,0,100,0,6,0,0,0,4,0,13,7,67,0,91,0,12,0,5,0,14,0,15,3,86,0,136,0,14,0,18,0,16,0,18,0,92,0,158,4,4,0,18,0,7,3,21,0,40,0,99,5,6,0,31,7,15,3,19,0,59,0,151,71,28,6,50,3,39,4,33,0,80,0,315,93,16,0,42,7,20,0,20,0,58,0,258,82,10,0,36,4,26,0,16,0,44,0,219,110,3,0,32,0,15,3,12,0,18,0,186,288,27,0,77,11,57,4,31
POA3147,0,0,0,0,0,0,0,0,0,43,0,38,0,0,0,0,0,0,0,4,0,8,0,7,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,0,6,0,11,0,20,0,0,0,0,0,3,0,3,3,76,0,92,0,5,0,0,0,8,0,9,0,38,0,70,4,8,0,5,0,5,0,15,0,46,0,81,7,6,0,11,0,20,0,6,0,44,0,100,5,3,0,7,3,11,0,10,0,14,0,56,6,7,0,6,0,10,0,11,0,18,0,58,38,5,0,28,3,23,6,15,4,17,0,132,27,3,0,16,5,10,0,14,0,18,0,93,39,8,0,25,5,9,0,3,0,4,0,95,43,3,0,13,3,5,0,3,0,4,0,72,141,4,3,33,16,21,0,4
POA3148,0,0,0,0,0,0,0,0,0,25,0,29,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,39,0,3,0,0,0,0,0,0,0,11,0,20,0,3,0,0,0,0,0,3,4,67,0,73,0,0,4,3,0,0,0,5,0,30,0,48,0,11,0,0,0,9,0,7,0,21,0,53,6,8,0,6,3,9,7,0,0,23,0,65,3,6,0,9,0,12,0,0,0,7,0,41,15,3,0,12,0,4,0,0,0,9,0,49,39,15,0,27,8,28,4,3,0,7,0,129,59,0,0,15,5,5,0,7,0,0,0,88,71,0,0,11,0,9,0,0,0,5,0,94,47,0,0,9,0,0,0,0,0,0,0,57,92,0,0,17,5,7,0,0
POA3149,0,0,0,0,0,0,0,0,0,139,3,151,0,0,0,0,0,0,0,4,0,43,0,49,0,0,0,0,0,0,0,4,0,25,0,33,0,0,0,0,0,0,0,4,0,9,0,19,0,3,0,0,0,0,0,9,0,107,0,122,0,0,0,0,0,4,0,13,0,42,0,56,0,9,0,0,0,10,0,25,0,269,3,314,0,15,0,0,0,9,0,15,5,151,5,199,0,15,0,8,4,14,0,31,0,200,6,279,11,28,4,22,3,18,0,37,6,185,4,317,11,10,0,32,6,31,0,18,0,57,0,160,4,13,0,31,3,21,7,8,0,69,0,171,65,23,0,66,5,39,0,24,4,94,0,329,87,14,0,50,4,29,0,12,0,36,0,239,75,6,0,33,5,32,0,12,3,27,0,186,68,0,4,22,0,10,0,4,0,13,0,124,179,7,0,70,7,32,0,12
POA3150,0,0,0,0,0,3,0,0,0,371,7,385,0,0,0,0,0,0,0,4,0,96,0,105,0,6,0,0,0,0,0,13,5,40,0,65,0,0,0,0,0,0,0,6,0,23,0,35,0,5,0,0,0,0,0,13,0,212,0,236,0,4,0,0,0,3,3,37,3,110,0,164,0,6,0,0,0,9,0,42,5,581,8,661,4,16,0,3,0,22,0,44,7,378,4,492,6,43,0,15,0,37,0,68,3,384,3,571,13,41,0,32,0,52,6,59,5,325,4,545,12,27,3,26,4,44,6,34,0,123,0,282,25,31,0,49,0,45,3,26,0,158,4,339,125,35,0,97,11,84,10,38,11,174,0,589,117,14,0,82,3,42,0,23,3,81,0,373,101,9,3,61,6,42,0,16,0,58,7,317,78,7,0,30,11,14,0,6,0,27,0,173,254,19,0,103,11,64,0,32
POA3151,0,0,0,0,0,0,0,0,0,52,0,55,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,4,0,47,0,48,0,3,0,0,0,0,0,11,0,26,0,38,0,4,0,0,0,3,0,7,0,128,4,148,0,7,0,4,0,3,0,9,0,62,0,91,0,15,0,6,0,7,0,8,0,56,0,103,5,9,0,15,0,7,0,12,0,53,0,106,8,0,0,8,0,4,0,3,0,22,0,54,6,3,0,12,4,9,0,9,0,17,0,56,35,13,0,22,0,15,4,11,0,20,3,121,26,8,4,14,0,5,0,0,0,12,0,68,33,0,0,8,0,10,0,0,0,10,0,65,18,0,0,0,0,5,0,0,0,0,0,27,35,0,0,17,3,6,0,3
POA3152,0,0,0,0,0,0,0,0,0,147,4,150,0,0,0,0,0,0,0,8,0,43,0,52,0,0,0,0,0,0,0,6,3,21,0,29,0,0,0,0,0,0,0,14,0,9,0,25,0,3,0,0,0,0,0,9,4,92,0,105,0,7,0,0,0,5,0,16,0,63,0,85,0,8,0,0,0,12,0,29,5,332,0,388,0,9,0,5,0,17,5,41,4,181,0,257,5,12,3,10,0,34,6,31,8,202,0,309,3,31,4,32,0,47,5,40,4,167,4,336,12,12,3,42,0,38,0,34,3,46,0,190,18,17,0,41,4,37,5,20,12,66,0,212,93,37,3,80,13,68,3,17,4,57,0,368,104,17,0,63,13,18,0,17,7,17,0,257,98,5,3,42,0,24,0,6,4,5,0,197,75,3,0,17,0,7,0,3,0,5,0,114,126,12,3,51,10,31,0,8
POA3153,0,0,0,0,0,0,0,0,0,47,0,56,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,43,0,53,0,0,0,0,0,4,0,6,7,33,0,44,0,9,0,0,0,3,0,19,4,182,3,219,0,3,0,0,0,13,0,21,0,82,0,123,4,16,0,8,6,18,0,30,4,77,0,154,3,17,5,30,4,29,5,15,6,61,4,175,12,13,0,31,8,23,0,13,0,17,0,126,31,9,0,40,4,18,0,6,0,18,0,124,126,14,0,88,19,37,5,3,5,18,0,315,124,5,3,47,9,7,4,4,0,7,0,203,86,5,0,32,3,6,6,4,0,4,0,155,71,0,4,6,6,0,0,0,0,3,0,95,76,6,0,15,4,16,0,0
POA3154,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,11,0,34,0,40,0,0,0,0,0,3,0,4,0,29,0,41,0,3,0,0,0,10,0,5,0,25,0,40,0,6,0,3,0,5,0,6,0,13,0,36,0,3,0,0,0,4,0,6,0,6,0,18,0,0,0,3,0,3,0,0,0,4,0,14,18,4,0,19,0,6,4,0,0,9,0,57,27,0,0,26,3,0,0,0,0,0,0,58,21,0,0,15,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0,19,17,0,0,4,0,4,0,0
POA3155,0,0,0,0,0,0,0,0,0,59,0,63,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,6,0,56,0,70,0,0,0,0,0,0,0,6,0,25,0,42,0,3,0,0,0,6,0,20,5,196,0,230,0,6,0,3,0,17,0,17,3,115,0,170,4,10,0,11,0,31,0,19,3,105,0,184,11,23,0,38,3,31,6,21,0,95,0,228,12,10,0,29,6,37,4,17,0,34,0,149,34,11,0,43,6,26,0,12,4,19,0,148,155,14,0,104,9,30,5,11,7,19,0,357,121,14,5,61,8,13,3,5,0,4,0,229,109,8,0,49,5,9,0,0,0,0,0,187,72,5,0,12,4,5,0,0,0,4,0,105,103,7,0,18,9,11,0,6
POA3156,5,0,0,0,0,3,0,0,0,92,0,107,0,0,0,0,0,0,0,0,0,39,0,46,0,0,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,4,4,73,0,89,0,0,0,0,0,6,0,18,0,42,0,71,0,5,0,0,0,11,0,36,6,305,4,366,0,9,0,7,0,20,0,49,7,184,0,278,0,18,0,19,0,58,0,33,4,157,0,295,11,22,0,51,8,48,0,32,0,131,3,316,21,17,0,29,0,40,3,19,3,57,0,187,29,19,0,41,9,38,5,14,3,36,0,192,165,31,9,133,14,57,11,34,6,41,3,500,175,16,0,111,16,18,4,5,0,20,0,364,155,6,0,63,9,23,5,0,0,6,0,269,106,5,0,26,11,4,0,4,0,0,0,159,163,5,4,61,12,36,5,6
POA3158,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,20,0,0,0,0,0,0,0,5,0,9,0,12,0,0,0,0,0,0,0,4,0,31,0,33,0,0,0,0,0,3,0,12,5,29,0,48,0,0,0,0,0,8,0,8,6,25,0,50,0,12,3,6,0,5,0,8,0,37,0,74,0,0,0,7,4,9,4,3,0,6,0,32,4,4,0,7,0,10,0,9,0,9,0,34,26,8,0,27,0,11,0,7,6,11,0,88,27,4,0,19,7,5,0,5,0,6,0,67,30,5,0,19,0,6,0,0,0,0,0,61,27,0,0,8,0,0,0,0,0,0,0,37,52,4,0,13,8,8,0,0
POA3159,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,3,0,14,0,18,0,3,0,0,0,5,0,6,0,3,0,14,0,3,0,0,0,3,0,0,0,13,0,26,0,4,0,4,0,4,0,0,0,4,0,18,0,0,0,3,0,4,0,0,0,0,0,16,6,0,0,11,0,3,0,0,0,3,0,30,7,0,0,10,0,5,0,0,0,0,0,20,3,0,0,5,4,0,0,0,0,0,0,23,6,0,0,3,0,6,0,0,0,4,0,14,16,0,0,0,0,0,0,0
POA3160,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,16,0,0,0,0,0,0,0,0,0,10,0,16,0,3,0,0,0,0,0,7,0,51,0,64,0,4,0,0,0,3,0,8,3,37,0,57,0,3,0,3,0,4,0,13,0,34,0,73,0,7,0,3,0,8,5,14,5,32,0,72,0,5,0,10,0,8,5,8,0,6,0,50,8,3,0,17,0,3,3,6,6,8,0,53,25,7,3,37,6,19,0,14,0,7,0,119,40,9,0,36,4,13,3,5,0,0,0,106,47,0,0,20,5,6,0,0,0,0,0,85,35,0,0,16,0,9,0,0,0,0,0,59,60,6,0,19,3,13,0,4
POA3161,0,0,0,0,0,3,0,0,0,30,0,37,0,0,0,0,0,0,0,5,0,7,0,13,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,6,0,7,0,0,0,0,0,0,0,7,0,23,0,26,0,0,0,0,0,0,0,0,0,11,0,22,0,3,0,3,0,0,0,9,3,52,0,72,0,3,0,0,0,7,0,13,0,31,0,59,0,13,0,9,0,15,0,17,6,32,0,82,3,14,0,19,0,14,4,21,0,45,0,121,0,4,0,16,0,14,0,9,0,13,0,67,7,10,0,31,7,12,0,11,0,34,0,103,53,30,0,52,7,32,0,21,0,45,0,236,76,13,3,43,10,17,9,14,0,24,0,213,80,10,0,34,5,19,0,7,0,26,0,172,59,6,0,14,4,12,0,13,0,13,0,120,180,31,0,82,4,58,3,45
POA3162,0,0,0,0,0,0,0,3,0,36,0,42,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,4,0,25,0,33,0,6,0,0,0,0,0,13,0,13,0,20,0,0,0,0,0,4,0,18,3,104,0,135,0,4,0,0,0,11,0,9,7,50,0,80,0,9,0,4,0,14,0,23,0,59,0,113,3,16,0,9,5,7,4,15,0,75,0,134,8,8,0,11,6,11,5,10,4,25,0,78,0,9,0,22,6,20,0,8,3,30,0,96,44,25,3,38,0,24,5,31,3,52,0,221,57,8,0,44,6,14,3,13,0,26,0,168,77,15,0,21,9,9,0,13,4,24,0,175,51,3,0,23,3,9,0,4,0,9,0,104,185,12,3,71,7,34,0,22
POA3163,3,0,0,0,0,0,0,0,0,68,0,72,0,0,0,0,0,0,0,0,0,22,5,26,0,0,0,0,0,0,0,5,0,11,0,17,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,7,3,61,0,68,0,4,0,0,0,3,4,15,4,18,0,38,0,11,5,0,0,8,0,15,0,182,6,217,0,16,0,7,0,5,0,32,3,80,0,140,0,33,0,8,0,25,0,32,6,104,0,216,20,32,0,48,7,35,3,25,0,94,0,267,10,24,0,33,3,36,8,28,0,37,0,185,28,13,0,78,3,43,5,21,0,34,0,227,164,40,6,132,19,76,0,33,10,50,6,538,220,17,3,91,10,25,0,14,3,21,0,411,181,15,0,66,12,28,0,10,0,19,3,338,143,0,0,34,4,12,0,0,0,8,0,209,401,13,0,87,11,40,5,9
POA3165,0,0,0,0,0,0,0,0,0,87,0,92,0,0,0,0,0,0,0,0,0,30,0,31,0,0,0,0,0,0,0,8,0,8,0,18,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,6,3,55,0,62,0,0,0,0,0,0,0,10,0,34,0,49,0,0,0,0,0,5,0,23,6,213,0,245,0,4,0,0,0,4,0,19,4,122,0,163,0,10,0,10,0,31,0,30,5,111,0,195,4,22,0,25,5,25,3,24,3,105,0,220,6,9,0,14,0,16,3,15,5,29,0,100,10,8,0,24,0,30,3,8,0,22,0,120,72,14,7,64,10,44,0,13,0,34,0,245,114,11,0,56,5,17,5,10,0,14,0,224,74,4,0,55,11,13,4,3,0,6,0,169,91,4,0,20,8,3,4,6,0,0,0,140,229,4,0,57,4,29,3,4
POA3166,0,0,0,0,0,0,0,0,0,73,0,69,0,0,0,0,0,0,0,0,0,21,0,29,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,4,0,11,0,12,0,0,0,0,0,5,0,11,0,62,0,77,0,0,0,0,0,5,0,20,6,20,0,49,0,0,0,3,0,4,0,10,4,178,3,200,0,6,0,0,0,17,0,17,7,94,0,147,3,17,0,5,0,19,0,19,9,45,0,118,7,30,0,20,0,35,4,16,3,55,0,176,12,16,0,30,0,32,7,10,0,26,0,138,21,11,0,36,3,24,3,14,0,19,0,133,113,23,0,81,6,36,3,11,0,20,0,305,129,14,0,55,8,13,0,6,0,6,0,238,116,9,3,37,9,14,0,3,0,7,0,195,87,0,3,13,0,0,0,0,0,3,0,111,201,10,4,49,10,28,5,3
POA3167,0,0,0,0,0,0,0,0,0,43,0,45,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,25,0,29,0,0,0,0,0,0,0,0,0,24,0,27,0,5,0,6,0,3,0,9,0,109,4,130,0,3,0,0,0,9,0,5,4,38,0,62,0,6,0,3,0,14,0,8,0,48,0,81,0,10,0,12,0,16,0,9,0,36,0,72,4,5,0,10,0,11,4,11,4,6,0,42,9,8,0,19,0,9,0,8,0,5,0,54,39,0,0,28,0,16,0,9,0,9,0,104,26,0,0,14,3,8,0,6,0,5,0,61,36,3,0,8,4,4,0,0,0,3,0,57,29,0,0,5,0,0,0,0,0,0,0,33,54,0,0,12,3,5,0,0
POA3168,0,0,0,0,0,0,0,5,0,81,5,85,0,3,0,0,0,0,0,3,0,21,0,29,0,0,0,0,0,0,0,4,0,13,0,24,0,0,0,0,0,0,0,8,0,7,0,14,0,3,0,0,0,0,0,7,4,44,0,57,0,0,0,0,0,10,0,15,0,20,0,43,0,8,0,0,0,3,5,9,0,88,0,124,0,16,0,3,0,15,0,26,5,46,0,115,0,18,0,8,0,33,0,16,0,30,3,117,10,24,0,41,4,34,4,12,8,27,0,159,10,12,0,37,5,16,4,13,0,4,0,105,14,6,3,36,3,26,3,4,0,0,0,97,115,16,4,76,11,36,8,12,0,12,0,279,75,9,0,42,10,16,0,4,0,0,0,164,73,3,0,23,0,10,0,0,0,7,0,115,42,5,0,10,0,3,0,0,0,0,0,63,70,0,0,15,0,7,0,0
POA3169,0,0,0,0,0,0,0,0,0,92,0,90,0,0,0,0,0,0,0,4,0,20,0,19,0,0,0,0,0,0,0,5,0,16,0,18,0,0,0,0,0,0,0,3,3,18,0,21,0,0,0,0,0,0,0,5,0,67,0,79,0,0,0,0,0,0,0,15,0,34,0,56,0,0,0,0,0,17,0,11,5,253,0,299,0,9,0,3,0,22,0,18,0,103,0,159,0,18,0,10,0,25,3,24,0,51,0,128,12,21,0,33,9,41,6,11,3,57,5,189,14,8,0,27,4,18,0,3,0,14,0,86,21,11,0,31,0,17,3,4,0,18,0,111,81,10,0,60,7,27,0,9,0,11,0,210,62,3,0,37,4,9,4,3,0,5,0,121,62,0,0,29,4,5,4,3,0,0,0,111,51,4,0,8,0,0,0,0,0,0,0,60,63,0,4,12,3,4,0,0
POA3170,0,0,0,0,0,0,0,0,0,85,0,84,0,0,0,0,0,0,0,0,0,28,0,31,0,0,0,0,0,0,0,3,0,19,0,24,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,3,5,63,0,76,0,0,0,0,0,3,0,0,0,18,0,29,0,0,0,0,0,3,0,21,0,230,0,260,0,5,0,4,0,13,0,23,0,116,0,158,6,14,0,3,0,16,0,18,4,88,0,153,4,10,0,14,0,20,0,12,0,92,0,167,3,0,0,16,0,20,0,12,0,21,0,84,14,10,0,12,0,10,0,10,0,24,0,87,55,9,0,44,9,28,0,11,0,21,0,187,74,10,4,33,4,11,0,3,0,7,0,148,52,7,0,21,0,10,0,0,0,11,0,99,39,0,0,10,4,3,0,0,0,3,0,61,92,5,0,27,0,22,0,0
POA3171,0,0,0,0,0,0,0,0,0,104,4,110,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,4,0,7,0,13,0,0,0,0,0,0,0,4,0,9,3,20,0,3,0,0,0,0,0,10,0,59,0,73,0,0,0,0,0,7,0,17,0,25,0,55,0,5,0,0,0,8,0,25,5,243,10,293,0,5,0,0,4,24,0,28,0,72,3,140,6,16,0,4,0,33,0,8,5,56,0,131,17,34,0,32,7,28,5,18,0,43,0,179,14,7,0,34,0,27,0,9,0,11,0,110,29,12,0,30,0,16,0,4,0,9,0,115,78,15,4,35,3,20,3,5,3,14,3,185,58,3,0,17,0,5,0,3,0,0,0,94,35,0,0,9,4,3,0,0,0,0,0,60,20,0,0,3,0,0,0,0,0,0,0,30,39,0,0,6,3,0,0,0
