POA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
POA2176,0,0,0,0,0,0,0,0,82,0,83,0,0,0,0,0,0,0,0,10,0,12,0,5,0,4,0,0,0,5,20,0,27,0,7,0,12,0,0,0,10,31,0,44,0,10,0,13,0,0,6,10,73,0,90,0,11,9,19,4,3,8,25,104,0,135,9,20,9,39,0,3,3,41,102,0,144,14,28,13,60,3,0,7,70,167,0,229,39,35,17,99,0,3,5,102,156,0,257,50,34,18,103,3,5,4,106,147,0,257,29,20,12,60,0,0,0,63,106,3,169,23,10,3,43,6,0,6,43,85,0,134,85,26,19,133,9,3,11,146,123,0,269,43,23,9,77,0,0,0,79,99,0,179,30,5,11,44,0,0,0,47,51,0,94,18,9,3,29,0,4,4,33,23,0,55,35,14,7,56,0,0,4,56,41,0,90,8,9,9,28,0,0,3,28,66,5,98,0,0
POA2177,0,0,0,0,0,0,0,0,41,0,42,0,0,0,0,0,0,0,3,3,0,12,0,0,0,3,0,0,0,3,21,0,24,0,0,5,3,0,0,0,3,32,0,40,0,4,3,3,5,0,5,11,52,0,61,0,10,0,14,0,0,0,11,65,0,80,5,10,6,19,0,0,4,26,62,0,86,3,11,7,29,4,0,0,35,55,0,85,23,16,9,44,0,0,0,46,95,0,144,27,15,10,46,0,0,4,47,72,0,123,18,9,4,32,0,0,0,28,35,0,61,10,14,3,21,6,4,4,32,40,0,72,33,9,7,52,4,3,3,51,58,0,110,23,6,9,36,0,0,0,36,15,0,53,11,0,4,16,0,0,0,16,17,0,36,7,4,0,10,0,0,0,10,13,0,21,13,3,0,13,0,0,0,13,12,0,30,14,0,6,28,0,0,8,28,35,0,69,0,0
POA2178,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,5,0,3,0,3,5,6,0,0,0,6,4,0,9,0,0,0,3,0,0,0,3,12,0,10,0,0,0,3,0,0,0,3,5,0,7,3,4,0,6,0,0,0,9,9,0,17,0,0,0,3,0,0,0,3,3,0,10,5,3,0,3,0,0,0,3,4,0,10,8,5,0,10,0,0,0,10,4,0,11,3,5,0,6,0,0,0,6,0,0,6,5,3,0,5,0,0,0,5,6,0,11,0,0,0,4,0,0,0,4,0,0,8,5,0,0,5,0,0,0,5,6,0,15,0,0,0,0,0,0,0,0,3,0,9,0,0
POA2179,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,8,0,9,0,4,0,11,0,0,3,12,17,0,29,3,8,0,9,0,0,0,9,22,0,31,6,8,4,15,0,0,0,19,22,0,40,12,10,4,26,0,0,5,27,25,0,55,16,6,0,25,0,0,0,28,12,0,41,13,11,5,28,0,0,0,28,13,0,40,13,3,0,19,0,0,0,19,13,0,33,25,9,3,40,6,0,6,45,23,0,67,10,3,6,23,0,0,0,27,7,0,32,12,3,0,13,0,0,0,13,5,0,17,8,5,0,11,0,0,0,11,5,0,9,12,0,5,11,0,0,0,11,6,0,16,7,0,0,12,0,0,0,13,6,0,25,0,0
POA2190,0,0,0,0,0,3,5,5,51,0,56,0,0,0,0,0,0,0,0,6,0,6,0,4,3,8,0,0,3,7,15,0,24,0,3,0,0,0,0,0,3,28,0,34,0,4,0,6,0,0,0,10,53,0,61,0,7,4,11,4,0,0,12,53,0,70,0,17,5,25,5,0,6,32,68,0,98,8,13,4,22,0,0,4,27,90,0,118,9,15,6,34,0,0,0,36,82,0,117,11,19,5,39,0,0,0,37,54,0,95,14,20,0,33,0,0,0,36,46,0,89,13,11,3,24,0,0,3,24,45,0,71,33,26,10,63,0,0,3,63,57,0,123,17,9,4,30,0,0,4,30,30,0,61,17,9,5,24,0,0,0,24,16,0,44,11,0,0,13,0,0,0,11,8,0,21,16,11,0,24,0,0,0,24,23,0,48,11,8,8,26,3,0,3,25,46,4,83,0,0
POA2191,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,10,0,14,0,4,0,10,0,0,0,11,11,0,16,0,0,10,4,0,0,0,8,4,0,12,0,0,0,4,0,0,0,4,16,0,17,6,6,0,11,0,0,0,12,16,0,28,4,5,0,11,0,0,0,16,18,0,36,3,4,0,9,0,0,0,13,15,0,23,9,3,5,17,0,0,0,17,14,0,27,16,7,4,24,0,0,0,24,17,0,37,3,6,0,9,0,0,0,15,12,0,23,3,6,0,8,0,0,0,8,4,0,17,0,0,0,0,0,0,0,0,7,0,9,8,0,0,10,0,0,0,11,4,0,13,0,0,5,10,0,0,0,5,12,0,21,0,0
POA2192,0,0,0,0,0,3,3,3,27,0,31,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,5,3,0,9,0,5,3,6,4,0,5,7,21,0,27,0,4,0,3,0,3,3,11,15,0,26,0,11,0,13,0,0,0,13,29,0,38,5,9,6,21,0,4,3,25,34,0,59,11,11,9,30,3,0,3,33,41,0,76,9,16,12,35,0,0,0,35,43,0,81,20,20,4,35,0,0,0,37,53,0,86,4,8,5,23,0,0,0,19,30,0,53,11,9,4,15,0,0,0,16,27,0,42,28,14,8,50,0,0,0,51,30,0,81,6,12,5,21,0,0,0,23,15,0,41,6,5,3,18,0,0,0,16,3,0,28,4,0,0,3,0,0,0,3,9,0,8,7,4,0,16,0,0,0,16,11,0,17,0,3,6,9,0,0,0,17,15,0,24,0,0
POA2193,0,0,0,0,5,0,5,3,16,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,5,5,0,8,0,6,0,3,0,0,0,3,6,0,12,0,3,0,0,0,0,0,8,20,0,24,0,0,4,4,0,0,5,10,21,0,29,0,6,0,10,0,0,3,11,20,0,34,8,12,4,28,0,0,0,26,45,0,72,18,23,6,47,0,0,0,49,34,0,83,9,15,10,31,0,0,0,34,23,0,56,19,13,3,35,0,0,0,34,26,0,64,20,15,5,33,0,0,0,33,20,0,56,41,24,10,77,0,0,0,76,27,0,109,17,6,5,26,0,0,0,25,13,0,43,17,4,0,27,0,0,0,31,0,0,31,6,3,0,10,0,0,0,10,3,0,16,20,5,0,23,0,0,0,23,15,0,39,9,9,7,31,0,0,0,29,19,0,55,0,0
POA2194,0,0,0,0,0,4,3,3,42,0,44,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,5,17,0,27,0,5,0,4,0,3,3,12,26,0,41,0,9,4,19,0,0,3,19,45,0,66,0,10,0,19,0,0,0,19,45,0,65,11,16,7,35,4,0,3,41,65,0,103,15,21,11,43,3,0,3,49,72,0,121,19,15,13,54,0,0,4,56,73,0,126,24,22,23,65,0,7,4,72,62,0,131,16,14,14,39,0,0,0,39,48,0,86,19,8,11,35,0,0,0,35,24,0,69,30,7,6,44,0,0,0,44,55,0,101,11,3,0,24,0,0,0,24,28,0,51,13,0,0,22,0,0,0,21,15,0,36,8,4,0,16,0,0,0,16,6,0,26,7,3,3,15,0,3,3,14,20,0,34,6,3,3,13,0,0,0,13,32,0,48,0,0
POA2195,0,0,0,0,0,0,0,3,42,0,50,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,4,4,6,14,0,21,0,0,4,3,0,8,4,13,24,0,34,0,11,5,14,0,0,0,22,50,0,70,7,13,4,20,0,0,4,26,49,0,73,3,9,0,21,0,0,0,26,50,0,67,12,8,0,25,0,0,5,28,54,0,80,17,13,9,37,0,0,4,43,72,0,118,16,18,3,39,4,3,5,47,39,0,84,13,10,0,26,0,4,4,27,27,0,54,7,4,3,19,0,0,0,23,32,0,52,17,3,10,30,0,0,0,30,42,0,74,9,6,0,12,0,0,0,11,16,0,30,4,7,0,10,0,0,0,10,13,0,19,5,0,0,8,0,0,0,8,0,0,10,8,7,0,11,0,0,0,11,4,0,14,6,4,0,7,0,5,5,14,25,7,45,4,0
POA2196,0,0,0,0,7,0,7,7,50,0,58,0,0,0,0,0,0,3,3,6,0,10,0,0,0,0,0,0,0,5,17,0,21,0,0,5,9,0,0,0,5,43,0,52,0,5,3,6,0,0,5,13,54,0,68,0,7,0,12,0,3,4,16,74,0,89,3,20,16,39,0,3,3,46,90,0,141,14,27,9,49,0,0,0,56,113,0,166,14,23,11,48,6,3,10,53,83,0,137,21,25,9,58,4,4,7,63,93,0,162,20,16,9,45,4,0,4,48,52,0,105,16,14,8,42,0,0,0,40,49,0,91,40,23,10,71,0,5,5,70,84,0,153,18,12,7,36,0,3,5,41,33,0,71,14,11,3,32,0,0,0,32,18,0,54,8,3,5,12,0,0,0,15,14,0,24,23,6,5,34,0,0,0,34,16,0,54,13,12,9,39,3,0,3,40,46,8,96,3,0
POA2197,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,14,0,12,0,3,0,0,0,0,0,0,19,0,24,0,0,0,3,0,0,3,4,24,0,29,0,11,4,13,0,5,8,20,33,0,56,0,12,0,11,0,0,0,18,34,0,49,10,9,5,16,0,0,0,16,30,0,48,16,5,3,20,0,0,0,20,25,0,43,11,0,0,14,0,0,0,11,23,0,38,10,0,0,9,0,0,0,9,12,0,25,19,6,0,29,0,0,3,28,12,0,47,3,7,0,16,0,0,0,14,7,0,27,4,3,0,6,0,0,0,3,7,0,12,3,0,0,9,0,0,0,9,4,0,7,6,3,4,14,0,0,0,14,8,0,20,4,4,0,6,0,0,0,4,9,5,19,0,0
POA2198,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,6,6,6,0,8,0,0,0,0,0,0,0,0,10,0,7,0,3,0,3,0,0,0,3,20,0,21,0,5,0,3,0,3,3,8,26,0,35,0,3,0,6,0,0,0,3,29,0,29,3,11,0,20,0,0,0,17,24,0,46,7,9,7,17,0,0,0,17,22,0,42,11,12,0,24,0,0,3,24,16,0,43,4,5,0,9,0,0,0,9,15,0,24,7,5,0,18,0,0,0,18,15,0,28,18,5,8,29,0,0,0,26,19,0,47,11,5,0,15,0,0,0,15,17,0,34,3,0,0,7,0,0,0,7,13,0,18,6,0,0,6,0,0,0,6,7,0,12,4,4,0,11,0,0,0,11,0,0,15,5,0,7,5,0,0,0,5,6,0,20,0,3
POA2199,0,0,0,0,3,0,3,3,35,0,38,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,5,11,0,21,0,0,0,3,0,0,0,5,27,0,32,0,4,0,4,0,6,6,10,54,0,61,4,10,0,22,0,4,0,22,53,0,78,5,15,7,28,3,3,5,32,52,0,87,4,11,6,24,5,4,3,33,77,0,107,14,15,13,35,0,4,3,43,55,0,95,17,16,9,37,3,3,9,42,57,0,104,19,3,12,40,0,0,0,39,35,0,73,10,7,5,22,0,0,0,21,21,0,44,27,14,6,38,0,0,0,38,33,0,73,7,3,5,13,0,0,5,10,18,0,33,10,3,6,17,0,0,0,17,13,0,26,10,0,0,11,0,0,0,11,7,0,16,5,5,3,17,0,0,0,19,5,0,20,15,0,4,19,0,0,0,19,31,3,55,0,0
POA2200,0,0,0,0,6,5,0,5,94,0,98,0,0,0,0,0,3,3,6,12,0,16,0,5,0,5,0,4,5,11,50,0,56,0,6,4,14,8,3,13,21,75,0,93,0,18,5,22,5,3,8,31,105,3,134,7,26,14,41,9,6,11,56,134,0,191,14,41,16,66,8,7,12,79,132,0,212,30,31,19,80,7,0,11,93,157,0,247,51,39,11,106,3,5,12,116,135,0,253,51,24,19,95,6,4,8,99,127,0,230,47,19,13,74,4,3,5,86,79,0,165,33,17,9,62,0,0,0,60,66,0,132,45,41,23,99,0,3,6,104,109,0,212,35,20,3,58,0,0,3,58,54,0,118,19,9,4,30,0,0,0,35,27,0,63,8,3,3,16,0,0,0,17,16,0,33,22,7,5,33,0,0,0,34,24,0,55,17,13,10,39,3,6,7,44,69,17,127,0,0
POA2203,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,7,0,12,0,4,0,4,0,0,0,7,15,0,23,0,3,0,6,0,5,4,12,16,0,29,3,3,4,11,6,0,5,19,19,0,34,5,5,4,14,4,0,4,15,24,0,37,12,11,3,27,0,0,0,27,21,0,49,10,15,5,30,0,0,0,30,30,0,55,13,11,0,26,0,0,0,26,16,0,39,22,13,0,32,0,0,0,32,7,0,44,60,18,0,74,0,0,0,75,17,0,99,18,3,0,19,0,0,0,19,9,0,30,17,4,0,20,0,0,0,20,7,0,29,10,0,0,12,0,0,0,12,7,0,15,29,4,0,32,0,0,0,32,10,0,45,17,4,3,24,0,0,0,24,8,0,34,0,0
POA2204,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,7,0,10,0,0,0,4,0,0,0,6,0,0,4,0,8,0,8,0,4,3,8,12,0,22,0,11,3,15,0,4,7,15,32,0,54,0,6,5,12,4,5,5,16,33,0,46,10,17,4,28,5,5,7,29,38,0,62,13,21,4,36,3,0,3,40,68,4,114,15,23,10,47,8,0,8,52,51,0,102,15,26,0,39,0,0,4,43,56,0,100,27,16,5,42,0,0,3,48,29,0,79,30,20,6,52,0,0,0,51,28,0,78,68,19,0,93,0,0,0,91,37,0,129,16,7,6,31,0,0,0,32,25,0,57,27,5,0,30,0,0,0,28,8,0,42,7,0,0,8,0,0,0,8,4,0,14,46,12,0,54,3,0,4,58,9,0,70,23,8,0,30,0,4,3,38,29,0,60,0,0
POA2205,0,0,0,0,0,0,0,0,30,0,34,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,9,0,0,3,4,0,0,0,4,8,0,16,3,8,6,11,0,0,0,11,18,0,30,0,4,3,9,0,0,0,14,32,0,46,3,13,0,20,0,0,0,20,29,0,47,7,11,3,19,3,0,3,24,33,0,57,18,8,5,25,0,0,0,25,40,0,69,15,18,5,37,4,4,3,40,25,0,67,19,4,5,26,0,0,3,31,35,0,63,16,0,4,22,0,0,0,22,15,0,40,44,15,6,61,0,0,0,61,23,0,82,15,3,3,25,0,0,0,25,19,0,46,7,9,0,20,0,0,0,21,5,0,26,8,0,0,7,0,0,5,14,0,0,14,22,4,3,29,0,0,0,29,10,0,38,11,8,3,20,0,0,0,23,18,4,42,0,0
POA2206,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,4,11,0,14,0,0,0,0,0,0,0,3,20,0,26,0,5,3,9,0,0,6,9,20,0,30,6,8,7,18,0,0,0,18,27,0,43,0,3,0,6,0,0,3,9,42,0,52,10,18,3,31,0,0,0,31,45,0,73,11,10,3,34,0,0,0,36,49,0,76,12,14,10,36,0,0,0,34,33,0,66,21,18,0,43,0,0,0,38,30,0,71,44,22,3,79,4,0,4,78,35,0,116,15,3,5,26,0,0,0,26,34,0,57,19,11,0,31,0,0,0,33,12,0,38,9,6,5,11,0,0,0,11,13,0,21,35,8,3,48,0,0,0,48,16,0,58,15,10,3,25,0,0,0,28,20,3,52,0,0
POA2207,0,0,0,0,0,5,0,6,30,0,36,0,0,0,4,0,0,0,4,8,0,9,0,0,0,4,0,0,0,0,15,0,22,0,0,3,4,0,0,0,7,17,0,22,0,0,0,0,0,4,3,3,27,0,30,0,7,0,15,0,3,4,17,42,0,55,5,19,5,25,0,0,0,30,38,0,63,3,19,0,21,0,0,0,20,73,0,95,28,17,8,50,0,0,0,49,73,0,125,37,20,10,62,5,0,4,71,56,0,125,34,18,3,51,0,0,0,53,47,0,100,27,9,3,46,0,0,0,45,41,0,84,63,30,9,101,4,0,5,106,51,0,155,29,22,0,52,0,0,0,52,28,0,83,29,11,0,41,0,0,0,41,13,0,54,13,0,0,14,0,0,0,14,9,0,23,38,11,6,55,6,0,6,56,12,0,69,20,13,7,37,0,0,0,42,20,0,60,0,0
POA2208,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,11,0,12,0,3,0,3,0,0,0,3,23,0,27,0,3,3,3,0,0,0,3,25,0,29,3,9,0,9,0,0,0,9,29,0,40,0,4,4,6,0,0,0,6,41,0,46,10,9,4,19,0,0,0,25,36,0,57,21,13,4,36,0,3,3,37,41,0,82,14,8,4,26,0,0,0,23,20,0,46,11,8,0,21,0,0,0,22,20,0,45,13,12,3,34,0,0,0,31,35,0,65,19,8,10,31,0,0,0,38,24,0,60,10,5,0,16,0,0,0,16,8,0,27,7,0,0,4,0,0,0,4,5,0,13,18,4,3,22,0,0,0,22,12,0,35,13,7,0,21,0,0,0,17,10,0,28,0,0
POA2209,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,11,0,13,0,6,0,3,0,0,0,9,24,0,30,0,8,0,9,0,3,3,10,23,0,36,3,16,0,18,0,0,5,18,24,0,49,15,21,3,34,3,0,5,40,47,0,88,6,11,12,27,0,0,0,27,39,0,71,15,13,5,32,0,0,0,34,28,0,63,13,9,10,23,0,0,0,28,16,0,48,17,12,0,33,0,0,0,33,20,0,49,17,8,9,31,0,0,0,34,41,0,75,14,12,6,25,0,0,0,24,21,0,47,12,6,0,21,0,0,0,21,10,0,31,9,4,0,18,0,0,0,15,9,0,25,6,4,0,14,0,0,0,12,9,0,19,12,6,9,25,0,0,0,25,24,6,51,0,0
POA2210,0,0,0,0,0,0,0,3,35,0,38,0,0,0,0,0,0,0,3,10,0,8,0,6,4,13,0,4,4,17,18,0,31,0,7,0,8,3,0,3,7,30,0,42,0,11,0,14,4,0,3,15,37,0,58,4,14,7,16,3,3,4,22,64,0,90,8,31,13,54,0,3,3,51,87,0,144,3,25,10,43,4,0,4,49,90,0,134,22,33,15,69,0,0,0,70,99,0,167,40,24,16,80,0,0,0,79,56,0,140,19,14,10,37,0,0,0,39,41,4,82,20,4,14,35,0,0,0,38,42,0,80,64,19,11,96,0,0,0,99,57,0,156,31,12,6,52,0,0,0,52,33,0,85,41,15,9,62,0,0,0,59,12,0,75,12,9,0,19,0,0,0,19,5,0,23,55,10,8,61,0,0,0,62,22,0,85,24,9,8,36,0,0,0,36,36,4,86,0,3
POA2211,0,0,0,0,0,0,0,6,18,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,7,0,11,0,3,0,3,0,0,3,5,26,0,30,3,9,0,17,0,0,0,18,31,0,47,0,11,0,9,0,0,0,10,23,0,36,8,8,9,26,0,0,0,25,54,0,82,17,10,7,31,0,0,3,38,42,0,76,12,19,10,42,0,0,0,46,29,0,75,20,9,10,42,0,0,0,42,19,0,59,13,11,0,20,0,0,0,20,19,0,43,39,12,10,54,0,0,0,54,33,0,92,26,9,9,41,0,0,0,44,16,0,57,14,4,0,26,0,0,0,26,8,0,28,5,0,0,13,0,0,0,13,9,0,24,14,7,0,22,0,0,0,22,10,0,29,13,4,4,22,0,0,0,22,15,0,39,0,0
POA2212,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,3,16,0,17,0,3,3,10,0,0,0,10,11,0,23,0,3,3,5,0,0,5,10,23,0,36,6,4,3,10,5,6,3,16,27,0,42,3,11,0,18,0,0,0,23,30,0,53,3,8,6,21,0,0,0,20,43,0,65,18,6,5,21,0,5,5,27,58,0,86,19,7,5,33,0,0,0,35,36,0,72,22,16,4,45,0,0,0,45,21,0,71,16,12,0,23,0,0,0,24,19,0,50,46,9,9,58,0,0,0,61,52,0,113,24,10,4,33,0,0,0,33,27,0,61,17,8,0,23,0,0,0,21,10,0,35,8,0,0,13,0,0,0,9,8,0,21,21,0,0,27,0,0,0,27,12,0,43,13,7,8,25,0,0,0,29,17,3,52,0,0
POA2213,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,11,0,11,0,3,0,3,0,0,0,3,11,0,15,0,0,0,0,0,0,0,0,17,0,15,0,0,4,4,4,0,0,6,27,0,35,0,4,3,11,3,0,3,11,45,0,53,3,13,3,19,0,0,0,20,34,0,64,4,12,4,20,0,0,4,20,41,0,62,7,16,9,37,4,4,6,40,39,0,85,34,22,7,63,0,0,4,64,46,0,113,16,11,5,33,0,0,0,33,31,0,66,24,12,0,36,0,0,0,36,24,0,62,56,21,4,74,6,0,0,81,45,0,126,16,9,5,35,0,0,0,35,26,0,62,18,12,3,34,0,0,0,34,10,0,44,10,0,0,13,0,0,0,13,3,0,15,33,6,3,45,0,0,0,45,8,0,53,24,7,7,34,0,0,3,41,19,5,57,0,0
POA2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,6,0,9,0,0,5,3,0,0,0,3,10,0,11,0,0,0,0,0,0,0,0,4,0,4,9,7,0,12,0,0,0,12,9,0,21,0,3,0,6,0,0,0,6,5,0,11,6,0,0,6,0,0,0,6,3,0,8,4,3,0,11,0,0,0,11,4,0,16,9,4,0,16,0,0,0,16,7,0,20,6,0,0,15,0,0,0,15,0,0,17,3,5,0,5,0,0,0,5,3,0,9,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,9,0,0,0,9,3,0,12,0,0
