POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3910,22,51,118,115,78,93,24,8,0,503,17,32,97,159,100,94,20,5,0,528,765,1043,2624,2768,2666,2139,465,31,0,12506
POA3911,7,11,23,14,27,16,9,0,0,104,5,8,14,19,16,21,7,0,0,89,107,176,377,353,417,348,93,13,0,1884
POA3912,13,26,90,69,70,81,17,3,0,369,14,27,75,62,71,53,22,0,0,330,498,711,1703,1567,1666,1514,380,40,5,8095
POA3913,5,10,32,11,26,19,9,3,0,104,0,8,3,20,14,18,3,0,0,65,128,173,371,303,398,356,105,16,0,1847
POA3915,9,10,49,48,45,33,11,0,0,204,13,13,37,42,43,38,9,6,0,201,260,368,1028,889,827,721,200,26,0,4321
POA3916,0,0,0,0,0,0,5,0,0,7,0,0,3,3,4,5,7,3,0,23,13,22,50,52,97,135,72,20,3,458
POA3918,7,15,12,15,21,13,4,4,0,94,4,4,16,10,17,23,4,0,0,80,129,159,348,367,493,415,109,19,0,2031
POA3919,7,3,15,10,14,12,3,0,0,66,6,8,11,10,18,11,0,0,0,72,103,114,369,318,347,264,84,10,0,1618
POA3920,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,239,375,196,74,36,12,0,0,0,939
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,14,13,11,13,3,0,57
POA3922,0,7,40,27,33,24,8,0,0,136,16,11,18,27,32,33,12,5,3,166,186,217,639,769,817,928,296,38,3,3902
POA3923,0,0,0,3,3,5,3,0,0,15,0,0,0,5,0,0,0,0,0,7,23,15,28,53,69,100,44,0,0,329
POA3925,4,5,12,8,9,9,9,0,0,58,6,3,6,14,12,13,3,0,0,60,107,108,308,427,443,446,132,12,3,1991
POA3926,0,0,7,4,6,8,10,0,0,34,8,3,4,12,9,16,5,7,0,71,89,95,157,320,388,352,148,31,0,1585
POA3927,0,0,3,8,9,15,3,0,0,24,0,6,3,3,7,8,5,0,0,27,54,51,77,148,180,213,95,5,0,825
POA3928,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,5,5,0,0,18,7,12,22,30,52,57,41,9,0,225
POA3929,0,0,0,5,0,4,0,0,0,12,0,4,0,0,5,3,0,4,0,22,17,29,23,53,77,135,96,12,0,446
POA3930,6,20,36,48,81,45,18,6,0,256,12,19,27,77,91,63,31,9,0,340,644,664,738,1834,2520,1778,632,117,8,8937
POA3931,14,45,82,70,100,69,24,8,0,407,17,43,65,77,108,85,30,13,0,445,671,903,1735,2211,2760,2074,719,96,5,11179
POA3933,3,0,0,3,8,9,0,0,0,20,4,0,0,0,0,0,5,0,0,16,47,43,60,79,139,127,65,14,0,572
POA3934,18,37,44,59,87,60,15,0,0,320,23,20,41,94,139,63,22,8,0,410,765,721,946,1935,2648,1763,573,75,8,9421
POA3936,9,19,39,32,58,46,20,0,0,231,12,16,39,39,60,53,24,13,3,253,336,431,915,1029,1382,1230,443,71,4,5832
POA3937,0,0,0,0,3,0,0,0,0,16,0,4,0,0,9,12,0,0,0,32,46,55,76,110,213,196,111,19,0,824
POA3938,4,3,11,11,10,13,4,0,0,60,5,4,9,13,14,10,13,4,0,63,74,115,201,238,318,319,155,16,0,1442
POA3939,5,26,47,44,55,48,16,7,0,247,20,10,39,48,62,56,22,15,0,264,383,463,1186,1219,1404,1316,439,79,0,6505
POA3940,6,7,20,11,17,7,13,3,0,77,13,8,24,17,17,16,3,5,0,88,85,117,372,319,337,285,91,21,0,1626
POA3941,11,22,31,29,53,41,10,0,0,195,20,18,52,59,56,78,20,3,0,310,282,375,939,1047,1400,1226,397,60,0,5732
POA3942,0,0,3,4,0,8,0,0,0,25,6,7,4,5,14,17,6,0,0,58,43,70,119,159,248,285,147,25,0,1092
POA3943,0,5,0,0,0,4,0,0,0,11,0,6,0,6,9,10,10,5,0,41,20,39,65,89,142,184,179,26,0,742
POA3944,0,4,0,0,0,4,0,0,0,7,0,4,0,0,0,16,6,0,0,26,7,11,17,17,43,91,83,29,5,303
POA3945,0,0,4,9,0,3,4,0,0,17,0,0,9,3,7,8,0,0,0,16,12,15,91,90,111,125,64,11,0,530
POA3946,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,7,11,31,17,24,45,20,0,4,158
POA3950,0,14,21,22,14,24,5,4,0,102,10,10,17,25,20,32,3,3,0,122,155,157,395,393,518,438,140,31,3,2236
POA3951,0,0,6,0,5,5,0,0,0,18,0,0,0,4,3,3,0,0,0,17,30,42,45,70,139,123,60,8,0,517
POA3953,7,11,41,33,36,30,7,0,0,165,12,9,22,23,17,28,19,3,0,139,259,250,572,713,784,714,311,75,4,3672
POA3954,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,6,19,17,6,24,56,63,15,0,0,207
POA3956,0,8,9,6,6,8,0,0,0,41,3,0,8,12,16,7,9,0,0,56,65,67,183,247,312,282,152,7,6,1320
POA3957,0,0,3,4,0,0,0,0,0,6,0,0,0,0,5,7,0,0,0,8,6,10,29,29,30,32,12,8,0,153
POA3958,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4,0,0,4,0,10,9,16,12,18,38,35,16,10,0,146
POA3959,0,0,0,0,0,4,0,0,0,13,0,4,5,0,7,8,4,4,0,27,36,31,52,96,128,139,57,11,0,556
POA3960,0,3,8,3,6,8,0,0,0,37,0,0,3,0,8,17,4,4,0,31,75,52,123,149,245,262,115,18,0,1045
POA3962,3,0,0,5,0,5,0,0,0,12,0,0,4,5,0,0,3,0,0,18,13,26,52,61,85,93,42,5,0,373
POA3964,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,11,15,15,13,28,10,0,0,91
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,14,27,10,0,0,71
POA3966,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,4,0,0,10,9,24,34,41,58,48,31,6,0,239
POA3967,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,7,0,9,7,9,0,0,51
POA3971,3,3,12,19,10,15,0,0,0,54,13,3,9,8,11,24,7,0,0,78,61,107,255,264,363,399,156,30,0,1630
POA3975,5,10,69,110,60,26,8,0,0,291,12,62,130,163,135,71,17,0,0,593,363,765,1867,2800,1955,922,172,3,0,8858
POA3976,7,49,134,94,84,68,19,0,0,470,25,106,229,195,181,140,30,0,0,901,430,1289,2775,2398,2144,1734,322,15,0,11108
POA3977,56,221,546,541,385,264,59,3,0,2067,130,293,885,848,608,419,81,9,0,3272,2652,5192,13666,15716,10741,6428,1302,111,11,55823
POA3978,25,88,288,216,111,42,9,0,0,784,23,102,418,338,129,83,11,0,0,1114,714,1853,7470,7223,3178,1348,250,25,4,22062
POA3979,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,9,7,27,32,40,38,22,7,0,187
POA3980,3,9,12,18,15,17,3,0,0,75,3,5,17,20,20,24,3,0,0,99,100,150,340,367,398,346,91,11,3,1806
POA3981,7,11,36,15,30,24,8,6,0,128,5,8,25,38,34,34,7,11,0,161,175,237,635,511,542,449,133,43,6,2738
POA3984,5,19,48,35,30,29,6,0,0,175,9,11,38,24,41,38,12,4,0,180,146,247,729,591,657,654,194,19,4,3252
POA3987,0,4,11,8,11,9,0,0,0,42,0,0,10,11,14,10,0,0,0,44,42,66,135,161,209,148,48,5,0,809
POA3988,5,3,6,3,8,6,0,0,0,31,6,0,0,0,4,0,5,0,0,22,36,27,108,102,111,103,52,11,0,558
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,16,15,4,3,0,65
POA3991,0,0,0,0,5,0,0,0,0,14,4,0,0,4,4,3,0,0,0,13,9,10,22,27,43,41,21,0,0,178
POA3992,0,0,5,4,3,0,0,0,0,18,0,0,8,3,4,9,4,0,0,29,32,45,122,120,128,126,57,9,0,641
POA3995,6,10,44,43,56,42,10,0,0,215,14,16,27,24,39,30,25,3,0,182,325,347,798,858,982,927,284,30,5,4555
POA3996,6,3,4,13,23,15,4,0,0,76,3,3,15,18,18,19,12,0,0,90,160,150,391,557,578,582,196,36,3,2652
POA4000,8,46,133,47,32,39,3,0,0,311,23,74,209,107,76,43,16,0,0,555,450,1819,4668,2333,1482,1045,329,60,3,12192
POA4005,10,23,98,76,57,38,11,0,0,321,7,36,162,96,67,49,18,5,3,442,181,900,3710,2478,1852,1403,493,68,7,11097
POA4006,7,100,275,105,66,30,8,0,0,596,12,125,294,163,60,51,7,6,0,724,288,2627,7807,3321,1605,908,254,52,3,16871
POA4007,9,15,94,50,41,46,15,5,0,280,11,19,99,90,67,49,24,7,3,366,316,883,2290,1770,1732,1371,464,92,7,8927
POA4008,0,3,4,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,18,6,9,37,26,23,36,6,0,0,137
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5
POA4010,0,10,36,19,14,3,0,0,0,81,4,24,40,18,17,5,0,0,0,102,61,304,900,433,291,181,52,11,0,2230
POA4011,9,41,59,42,58,34,18,0,0,259,12,41,86,83,46,31,15,4,0,328,437,902,2058,2014,1877,1316,366,65,0,9028
POA4012,14,58,148,108,91,65,24,0,0,507,15,45,127,123,83,48,8,3,0,456,585,1331,3915,3358,2670,1542,381,31,3,13820
POA4013,0,9,24,18,12,10,5,3,0,84,0,7,29,32,14,10,3,0,0,101,128,272,797,709,500,317,90,14,0,2810
POA4014,12,25,74,61,49,44,14,3,0,280,5,26,81,72,57,34,9,0,0,290,339,500,1748,1994,1470,910,202,18,3,7183
POA4017,30,61,150,159,138,107,28,5,0,675,34,74,164,204,207,104,21,11,0,825,1224,1410,3304,4479,4649,3073,625,61,3,18817
POA4018,9,17,63,52,37,33,6,0,0,225,10,30,82,91,40,32,10,0,0,289,249,546,1773,1925,1197,829,183,22,4,6718
POA4019,17,31,70,64,82,73,17,5,0,361,23,33,78,97,98,66,16,5,0,411,483,626,1410,1885,2275,1795,474,41,3,8982
POA4020,33,28,68,74,106,75,39,4,0,436,17,28,75,99,127,99,39,7,4,494,720,739,1372,2194,2878,2366,682,85,9,11051
POA4021,13,15,27,41,36,23,10,0,0,164,15,30,37,40,35,37,10,0,0,211,285,341,685,856,899,677,199,13,0,3957
POA4022,11,19,27,27,23,19,12,0,0,138,4,19,40,26,22,20,5,0,0,141,227,322,593,585,662,485,120,13,0,3010
POA4025,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,6,9,22,40,16,39,19,10,0,0,158
POA4030,13,47,126,59,53,25,6,0,0,327,15,65,138,98,51,24,14,3,0,402,435,1575,3766,2388,1957,1075,254,30,0,11479
POA4031,16,20,67,55,40,44,13,3,0,261,17,32,64,69,49,27,4,0,0,265,511,806,2177,2037,1818,975,218,12,0,8548
POA4032,15,44,105,71,56,48,13,0,0,353,17,49,105,72,61,33,5,4,3,356,384,1221,2884,2031,1524,1002,258,35,5,9329
POA4034,39,76,189,174,153,124,48,4,0,808,39,99,230,228,162,115,35,14,5,931,1201,2112,5310,5474,4575,3244,880,124,11,22932
POA4035,25,51,105,123,152,86,34,0,0,577,19,32,100,114,114,71,21,12,0,488,1129,1318,2324,3263,3498,2493,535,66,5,14630
POA4036,0,12,40,44,21,27,4,0,0,154,7,16,47,42,36,12,0,0,0,162,169,280,898,874,704,487,101,16,0,3528
POA4037,12,23,33,34,56,40,6,0,0,201,10,12,18,26,40,30,4,0,0,136,363,367,607,941,1305,710,121,14,0,4429
POA4051,29,70,141,100,87,50,19,0,0,497,20,50,134,102,114,58,10,3,5,498,973,2228,4345,3836,3639,1896,385,45,3,17356
POA4053,33,110,224,189,162,147,40,8,0,905,29,95,207,205,172,113,20,4,0,848,1337,2537,6381,6368,5252,3205,780,73,3,25936
POA4054,12,26,69,67,65,45,12,0,0,299,21,27,42,49,44,24,3,0,0,214,417,606,1576,1737,1596,895,236,15,0,7090
POA4055,28,31,77,87,92,50,11,3,0,386,18,15,65,100,64,44,12,0,0,325,824,811,1966,3062,3063,1616,354,31,0,11735
POA4059,15,38,52,37,31,20,10,0,0,207,8,63,104,61,34,20,5,0,0,301,537,1440,2332,1561,1337,686,171,19,3,8093
POA4060,24,21,36,38,39,22,10,0,0,193,9,25,45,41,49,25,12,0,0,207,584,757,1142,1614,1950,1145,255,34,3,7484
POA4061,24,17,34,57,76,35,10,6,0,267,16,16,31,49,75,31,7,3,0,238,721,582,1032,2076,2485,1451,424,54,3,8821
POA4064,3,42,89,36,36,22,4,0,0,230,10,47,79,55,48,29,10,0,0,276,311,1104,2379,1550,1324,823,226,22,0,7745
POA4065,9,16,19,32,38,19,6,3,0,149,10,18,34,48,52,30,7,0,0,209,322,570,837,1338,1460,821,212,28,4,5593
POA4066,6,49,87,50,41,29,10,4,0,276,18,84,126,95,58,31,10,3,0,423,529,2020,3355,2145,1641,1080,379,72,0,11215
POA4067,26,43,38,20,18,7,4,0,0,156,35,45,41,38,24,10,9,7,0,216,872,1471,1192,925,667,476,205,52,0,5874
POA4068,13,68,96,83,50,45,12,3,0,375,14,60,103,86,68,23,13,0,0,381,663,2166,3218,3090,2498,1479,519,82,3,13722
POA4069,38,44,60,94,114,95,28,9,0,490,18,43,68,146,138,97,30,6,0,542,1134,1387,1870,4057,4927,2982,1032,174,17,17574
POA4070,18,21,28,50,49,31,13,4,0,201,13,14,24,52,50,36,4,0,0,199,420,428,805,1494,1647,1021,278,44,5,6140
POA4073,3,13,23,32,33,24,11,0,0,135,9,7,19,44,35,25,9,0,0,147,293,319,684,1104,1246,830,224,18,0,4713
POA4074,29,46,94,99,107,74,37,4,0,487,24,42,87,131,105,69,32,3,0,492,666,939,2205,3055,2689,2065,673,69,0,12361
POA4075,13,60,104,117,72,53,12,0,0,437,20,45,106,109,83,75,20,11,0,468,771,1164,2833,3245,3063,1758,465,66,0,13365
POA4076,3,12,22,36,26,11,0,0,0,114,7,7,25,33,25,22,3,0,0,131,86,205,601,526,418,292,83,7,0,2217
POA4077,42,115,302,231,171,79,14,0,0,955,49,109,295,250,184,121,24,3,0,1034,666,1691,3927,3123,2406,1614,332,27,4,13796
POA4078,17,58,126,130,136,77,15,0,0,566,39,74,149,141,126,109,18,3,0,650,778,1166,2593,2784,3001,2015,391,33,0,12767
POA4101,27,62,181,109,76,75,16,3,0,544,24,98,264,169,114,61,20,8,0,756,854,2566,6825,4223,3194,1865,478,60,0,20068
POA4102,7,46,75,33,29,11,5,0,0,205,6,39,88,41,22,20,6,4,0,226,281,1238,2493,1048,751,435,97,13,0,6346
POA4103,10,42,78,51,37,28,4,4,0,260,6,40,105,77,47,36,5,4,0,317,352,1351,2979,1979,1420,851,189,26,0,9146
POA4104,3,17,28,29,23,12,5,3,0,117,0,14,32,23,19,13,8,4,0,116,177,518,898,827,709,534,152,28,0,3851
POA4105,5,23,60,59,53,36,6,6,0,246,8,37,91,70,55,38,12,5,0,311,289,806,2089,1826,1539,924,228,26,5,7725
POA4106,0,5,13,16,6,9,4,0,0,54,0,5,9,11,8,12,0,0,0,49,15,111,280,214,112,89,24,0,0,859
POA4107,5,17,35,27,25,21,10,0,0,134,9,15,39,32,30,13,3,0,0,151,164,317,973,984,705,431,82,0,0,3668
POA4108,6,23,43,32,20,10,5,0,0,140,3,21,66,31,24,20,3,0,0,170,85,374,1022,713,465,304,72,3,0,3046
POA4109,9,65,164,134,111,74,28,0,0,579,31,112,378,251,165,106,42,13,0,1095,638,1831,4728,4055,2789,2026,670,107,0,16838
POA4110,7,33,96,92,52,37,7,0,0,323,17,57,138,127,67,41,8,3,0,472,297,686,2488,2152,1248,722,164,15,0,7767
POA4111,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,19,65,96,97,98,92,80,10,0,0,536
POA4112,8,11,30,32,23,18,8,0,0,131,4,18,60,50,35,36,11,0,0,217,205,396,847,963,860,568,140,25,0,4004
POA4113,12,51,151,146,102,61,8,0,0,529,23,101,292,229,111,74,28,0,0,861,554,1547,3977,3629,2496,1781,437,37,0,14457
POA4114,16,56,97,79,84,43,10,3,0,383,58,106,203,153,155,95,18,0,0,801,535,1114,2146,1931,1694,1213,302,27,0,8965
POA4115,19,42,75,104,68,69,14,0,0,392,26,60,127,136,97,53,20,3,0,520,590,841,1991,2708,2075,1400,312,25,0,9938
POA4116,11,44,102,121,88,78,15,3,0,457,30,73,182,215,116,65,24,0,0,703,641,1136,3042,3814,2528,1626,436,33,0,13254
POA4117,0,10,14,22,5,3,0,0,0,55,7,12,21,25,12,3,3,0,0,74,60,112,293,422,187,111,17,0,0,1212
POA4118,37,84,178,144,116,81,24,0,0,670,27,81,195,173,169,138,32,4,0,813,876,1428,3215,3336,3087,2456,482,30,0,14917
POA4119,3,15,37,29,19,12,3,0,0,125,7,18,38,45,28,23,5,0,0,160,172,307,786,871,683,398,106,12,0,3326
POA4120,8,27,71,49,29,17,3,0,0,205,4,21,66,42,33,15,5,0,0,191,206,897,2238,1431,959,597,134,16,0,6478
POA4121,21,49,94,88,89,64,18,0,0,419,16,45,91,138,83,58,16,3,0,456,856,1256,2793,3687,3256,1781,425,41,4,14098
POA4122,32,88,188,184,193,125,28,4,0,842,47,101,233,237,191,91,27,8,3,934,1408,2440,5263,5840,5064,2821,697,77,10,23619
POA4123,16,39,111,116,105,47,13,0,0,451,20,45,142,145,84,46,13,10,0,508,583,837,2631,3362,2211,1388,375,57,0,11448
POA4124,32,51,128,149,119,86,13,0,0,578,31,67,153,190,140,92,19,0,0,695,745,1048,2376,2704,2554,1654,328,17,0,11422
POA4125,22,42,86,53,59,42,8,0,0,311,17,51,119,83,53,42,15,0,0,379,340,797,1728,1099,1061,799,170,12,0,6015
POA4127,25,56,134,123,96,87,34,3,0,547,31,75,149,167,129,84,29,3,0,663,697,1075,2602,2987,2569,1811,582,49,3,12379
POA4128,16,29,76,90,104,74,20,0,0,406,21,31,81,84,87,55,19,4,0,382,558,717,1689,2164,1991,1461,380,21,0,8978
POA4129,9,15,51,40,25,26,3,0,0,160,8,20,55,35,29,26,3,0,0,179,180,310,832,763,669,466,109,9,0,3347
POA4130,11,14,35,37,35,33,12,0,0,179,9,17,37,36,56,30,17,0,0,200,338,389,772,1064,1165,820,255,15,0,4810
POA4131,10,23,65,34,31,21,7,0,0,189,22,39,70,75,49,39,4,0,0,298,276,526,1197,980,818,557,147,18,0,4520
POA4132,22,53,103,79,72,54,9,0,0,393,32,109,215,187,115,78,28,3,0,761,677,1158,2415,2330,1895,1320,246,9,0,10049
POA4133,20,53,139,101,77,47,7,8,0,446,29,86,193,120,87,80,15,4,0,609,495,1065,2661,2012,1642,1202,242,18,4,9346
POA4151,14,43,98,56,44,36,6,4,0,309,15,41,96,84,63,32,12,7,0,342,483,1261,3161,2488,2025,1222,297,35,3,10985
POA4152,34,82,205,187,166,126,30,6,0,834,27,109,206,230,204,119,36,10,6,944,1445,2455,5414,6175,5627,3742,900,101,3,25865
POA4153,0,8,14,23,30,11,9,0,0,93,0,9,19,24,21,11,4,0,0,89,177,208,363,539,572,431,99,13,0,2406
POA4154,15,13,36,50,51,26,9,0,0,191,10,16,41,70,61,44,10,0,0,250,482,432,782,1810,1719,804,180,21,0,6230
POA4155,6,0,0,7,3,3,0,4,0,21,6,0,3,11,15,6,4,0,0,38,60,76,60,128,208,138,75,11,0,754
POA4156,5,5,13,14,17,9,4,4,0,67,5,5,9,14,21,15,0,0,0,76,166,166,192,381,513,314,85,13,0,1839
POA4157,22,43,104,121,90,92,40,3,0,505,24,42,82,88,80,72,11,9,0,413,593,857,2022,2211,2060,1794,457,52,0,10045
POA4158,5,3,22,21,15,17,3,0,0,76,5,12,20,13,27,13,0,0,0,89,80,140,383,446,414,338,92,0,0,1895
POA4159,17,29,61,60,73,41,12,5,0,294,8,24,49,66,70,56,18,3,0,300,466,611,1225,1565,1710,1245,332,42,5,7196
POA4160,37,34,60,58,97,64,17,4,0,366,22,31,56,83,90,71,22,0,0,378,838,769,1209,1976,2528,1960,457,40,0,9772
POA4161,41,34,104,95,80,66,22,0,0,434,9,26,87,82,87,59,16,0,0,367,503,688,1727,1871,1743,1443,359,19,0,8362
POA4163,17,24,47,53,70,49,22,5,0,302,11,39,40,76,67,57,23,8,0,321,489,570,886,1230,1697,1554,485,58,5,6969
POA4164,21,61,99,106,89,73,13,3,0,466,24,48,99,117,101,64,19,0,0,472,826,1016,1965,2254,2272,1567,316,28,0,10233
POA4165,46,89,171,187,200,135,34,3,0,867,64,76,159,206,201,126,41,3,4,879,1410,1628,3292,4254,4621,3366,723,71,3,19372
POA4169,11,40,105,67,55,30,6,4,0,320,3,47,144,73,74,37,16,0,0,389,261,1394,3442,1948,1448,1065,334,64,4,9976
POA4170,15,49,174,111,105,45,18,0,0,520,15,72,166,174,113,42,16,9,0,600,819,1816,4635,4236,3251,1716,377,38,4,16898
POA4171,16,16,65,59,56,30,9,0,0,251,15,39,79,109,90,52,15,0,0,400,539,765,1905,2368,2289,1515,314,44,4,9744
POA4172,3,13,30,31,17,13,0,0,0,113,8,3,33,17,15,16,0,0,0,91,124,270,824,725,597,317,82,10,0,2947
POA4173,8,21,45,38,33,36,6,0,0,180,6,19,37,41,39,23,12,0,0,179,219,379,1145,1088,872,719,165,7,0,4598
POA4174,0,3,17,17,8,11,4,0,0,64,4,6,16,22,14,7,8,0,0,78,85,110,402,399,343,207,37,3,0,1588
POA4178,30,57,118,120,119,68,15,4,0,537,28,51,115,135,122,71,22,3,0,547,778,1086,2523,3051,3227,2222,473,44,0,13400
POA4179,9,35,66,86,83,44,14,3,0,352,11,24,67,108,115,71,20,14,11,444,648,740,1503,2436,2686,1718,385,43,11,10156
POA4183,0,0,3,7,0,6,3,0,0,15,0,0,3,16,15,12,4,0,0,55,39,54,112,151,209,203,80,15,0,863
POA4184,3,6,6,14,21,23,3,0,0,79,5,5,13,17,32,46,9,0,3,121,91,80,145,258,538,723,232,32,3,2098
POA4205,6,10,28,16,15,7,0,0,0,90,9,11,31,20,21,22,8,0,0,120,125,230,528,402,423,344,86,15,0,2153
POA4207,60,170,338,286,249,175,58,7,0,1349,73,193,490,393,314,200,47,9,0,1719,1707,3128,7549,6477,5760,4118,943,75,5,29763
POA4208,26,64,122,148,88,71,5,0,0,533,43,62,166,175,134,81,18,0,0,668,909,1040,2534,3278,2652,1629,320,35,4,12399
POA4209,74,203,503,351,280,107,27,0,0,1546,99,219,579,441,337,148,40,8,0,1877,2222,3880,10027,8846,6741,3393,770,60,0,35940
POA4210,25,62,100,144,131,97,16,0,0,568,27,53,113,153,135,83,20,0,0,589,804,977,2166,2951,2846,1716,360,25,0,11849
POA4211,57,109,323,345,271,211,54,9,4,1380,88,157,319,388,329,214,67,15,6,1590,1908,2537,6108,7156,6872,4887,1423,160,12,31057
POA4212,46,64,112,148,135,135,35,8,0,674,41,62,141,159,192,169,52,15,3,833,1088,1305,2485,3234,3892,2916,968,137,5,16036
POA4213,33,59,125,168,173,107,43,4,0,712,36,58,126,186,191,106,30,12,0,751,1165,1129,2244,3491,3927,2575,714,103,6,15350
POA4214,33,74,165,171,171,133,34,3,0,795,40,111,183,235,182,113,46,6,5,914,1185,1867,3452,3939,4151,3085,851,95,11,18638
POA4215,30,139,287,199,183,123,43,8,0,1009,49,166,395,235,225,153,52,20,13,1307,1161,3327,6947,4758,4501,3528,1148,151,13,25544
POA4216,21,70,138,129,160,145,53,10,0,720,40,63,153,171,202,164,86,21,4,896,854,1392,2913,3195,3959,3519,1236,189,18,17284
POA4217,32,92,214,164,141,98,38,13,0,792,34,117,295,276,208,195,74,27,3,1220,881,2026,5153,4031,4107,3496,1434,274,17,21423
POA4218,30,90,207,158,122,86,22,5,0,717,30,81,264,210,192,133,48,11,0,982,842,1781,4780,3721,3606,2687,872,110,8,18406
POA4220,28,68,171,157,130,65,26,3,0,637,23,83,213,191,141,101,28,15,0,797,888,1403,3839,3763,3517,2316,728,77,8,16538
POA4221,18,49,130,129,94,64,19,0,0,512,38,81,149,167,131,101,23,0,0,692,951,1258,3099,3331,3105,2233,639,71,4,14691
POA4223,11,22,48,61,62,46,15,0,0,262,21,25,89,80,90,58,17,0,0,376,487,519,1213,1646,1709,1328,389,44,3,7335
POA4224,5,7,33,32,20,12,3,0,0,108,12,5,47,39,30,22,7,0,0,171,196,267,903,821,733,549,147,12,4,3637
POA4225,4,16,41,18,26,26,6,0,0,130,4,20,55,41,26,42,13,5,0,209,150,361,1122,694,678,757,239,18,5,4022
POA4226,24,81,167,172,137,85,31,3,0,699,40,78,177,190,167,136,52,9,0,852,1141,1814,3695,4063,3762,2821,919,120,5,18334
POA4227,18,48,148,142,114,49,14,0,0,523,24,60,141,143,124,52,16,0,0,570,796,1146,2642,2978,2813,1486,426,40,0,12323
POA4228,11,4,21,19,24,27,4,0,0,109,7,6,26,34,37,30,11,0,0,143,196,214,335,589,650,550,148,9,0,2691
POA4270,9,17,17,25,19,24,4,0,0,119,7,9,28,31,34,23,7,0,0,134,148,164,307,470,587,414,100,10,0,2200
POA4272,7,8,13,21,33,34,6,0,0,120,8,4,16,34,37,32,15,12,5,165,242,162,380,648,937,800,261,62,4,3504
POA4275,4,4,19,17,18,18,3,0,0,82,11,7,13,28,29,19,4,0,0,107,127,131,304,451,494,329,98,14,0,1946
POA4280,31,56,109,125,109,72,34,0,0,536,39,52,134,126,142,75,13,3,0,579,764,886,2051,2350,2361,1466,305,35,4,10212
POA4285,26,41,83,98,83,74,23,0,0,434,33,44,74,116,147,101,34,8,4,560,669,735,1573,1972,2293,1704,493,63,7,9504
POA4287,0,0,0,3,0,6,3,0,0,13,4,0,0,0,6,3,0,0,0,11,18,7,36,41,71,84,36,4,3,295
POA4300,52,148,367,340,268,132,26,3,0,1326,86,203,460,440,321,195,32,5,5,1733,1950,3041,8238,9371,6701,3592,643,44,5,33583
POA4301,30,96,210,120,95,55,17,0,0,622,60,166,292,263,144,90,24,0,0,1037,909,1966,4437,3609,2576,1616,336,11,3,15465
POA4303,5,5,22,8,10,15,0,0,0,52,5,15,29,15,17,14,0,0,4,101,59,148,365,245,284,217,32,4,4,1360
POA4304,8,33,85,68,53,42,16,4,0,308,14,45,131,78,72,57,6,3,0,406,401,714,1814,1570,1494,1131,233,18,5,7385
POA4305,45,146,335,230,174,149,36,6,0,1117,74,131,337,287,214,161,33,9,3,1255,1823,2689,6378,5997,5602,4269,810,89,3,27670
POA4306,50,111,231,177,186,118,37,4,0,913,48,96,215,205,185,131,25,9,0,919,1584,2107,4969,5021,4877,3244,650,74,6,22536
POA4307,0,0,13,4,8,7,0,0,0,29,4,4,10,3,4,8,3,0,0,44,59,60,134,145,176,145,62,13,0,805
POA4309,9,10,9,6,18,11,0,0,0,59,11,0,11,12,16,12,7,0,0,66,127,83,238,300,337,326,96,35,0,1531
POA4310,10,8,22,17,23,22,8,0,0,110,4,15,28,17,21,32,18,0,3,144,192,159,413,428,540,578,221,34,5,2562
