POA_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA7320,654,1229,995,1106,851,777,637,955,108,7317
POA7321,351,277,380,277,230,167,263,317,45,2300
POA7322,129,270,256,223,192,195,166,232,32,1676
POA7325,476,556,604,517,372,299,351,421,84,3682
POA7330,594,268,323,291,235,203,308,715,52,2990
POA7331,60,45,42,35,31,22,18,46,0,300
POA7466,0,0,0,0,0,0,0,0,0,8
POA7467,50,67,111,89,53,49,99,108,19,649
POA7468,66,38,46,46,34,24,32,67,6,356
POA7469,27,12,41,32,25,13,64,49,6,269
POA7470,14,39,36,38,9,20,47,38,0,234
POA0800,751,1234,545,769,608,282,171,341,103,4794
POA0810,2082,5284,2166,2746,2159,1282,828,1413,314,18270
POA0812,1045,1859,1285,1164,1449,689,472,841,171,8975
POA0820,2051,3234,1429,1661,1563,739,413,710,204,12004
POA0822,893,1345,756,999,587,319,383,666,270,6214
POA0828,89,139,104,159,99,69,32,71,24,781
POA0829,60,30,104,288,51,6,74,14,19,645
POA0830,1012,1367,1535,1364,1408,701,654,773,190,9013
POA0832,1095,1645,1639,1792,1687,844,594,744,203,10239
POA0834,167,162,175,119,154,69,64,83,13,1003
POA0835,240,256,356,179,277,121,100,135,46,1707
POA0836,581,583,870,407,666,253,334,362,87,4139
POA0837,27,21,39,17,31,9,22,33,3,192
POA0838,71,51,84,34,60,18,36,37,4,399
POA0839,26,26,30,37,50,28,31,25,6,253
POA0840,26,10,22,11,10,7,13,22,0,114
POA0841,28,39,62,18,44,13,34,34,3,271
POA0845,11,36,8,15,9,4,10,26,6,119
POA0846,15,9,10,13,16,11,17,6,5,100
POA0847,19,15,18,14,7,5,7,11,0,94
POA0850,473,683,550,644,463,208,170,300,96,3597
POA0852,313,402,192,344,163,74,134,481,53,2150
POA0853,52,85,149,125,53,21,28,9,0,520
POA0854,32,39,14,39,18,13,17,23,19,211
POA0860,158,250,115,265,149,45,28,89,24,1131
POA0862,39,30,45,25,14,8,29,121,3,316
POA0870,1354,2862,1364,1971,1362,701,384,768,272,11043
POA0872,486,786,257,836,242,140,117,462,67,3399
POA0873,157,255,194,161,167,56,50,97,21,1165
POA0874,46,108,31,67,42,14,7,12,23,357
POA0875,121,264,148,218,169,71,46,98,40,1177
POA0880,215,484,303,255,231,98,163,132,45,1923
POA0885,49,87,60,44,46,13,55,22,9,382
POA0886,77,72,70,60,43,13,25,37,3,405
POA2600,1025,1856,157,342,514,188,29,87,104,4299
POA2601,539,1534,154,845,501,448,33,151,82,4290
POA2602,4002,7458,1323,1926,2271,962,264,916,384,19514
POA2603,1416,2435,273,445,672,337,52,154,128,5918
POA2604,1835,3157,393,589,878,308,89,207,182,7633
POA2605,1299,2409,385,575,712,291,95,260,128,6143
POA2606,1126,2562,605,810,947,432,143,504,135,7277
POA2607,1501,2395,633,732,1033,410,130,350,143,7330
POA2609,112,59,58,55,51,29,34,52,10,460
POA2611,3691,6776,1721,1878,2665,1002,385,738,389,19247
POA2612,3455,5049,542,1063,1539,473,91,263,272,12760
POA2614,1910,3490,914,1105,1233,607,200,578,194,10229
POA2615,3659,6293,3204,2941,3943,1586,784,1522,502,24442
POA2617,3212,6712,2224,2723,2984,1636,522,1261,454,21720
POA2618,177,183,95,65,112,44,17,32,23,752
POA2900,390,731,259,291,452,141,72,94,45,2474
POA2902,1221,2073,891,923,1224,497,236,441,175,7685
POA2903,764,1359,535,494,802,302,158,249,104,4764
POA2904,1269,1904,690,664,1121,381,178,309,127,6635
POA2905,2217,3414,2218,1722,2860,1058,659,993,379,15513
POA2906,1533,2121,1401,1104,2061,736,453,576,224,10210
POA2911,561,876,239,305,415,134,41,85,52,2706
POA2912,733,1376,641,730,726,383,157,384,102,5236
POA2913,3554,6219,2393,2595,3586,1516,681,1211,467,22218
POA2914,3274,5753,1954,2211,2875,1302,489,937,473,19260
POA2899,187,145,199,158,157,112,45,113,18,1139
POA6798,100,97,143,123,92,14,80,105,16,771
POA6799,37,34,40,39,21,12,11,46,0,239
POA9494,969,1911,1409,1423,962,705,1105,2080,319,10888
POA9797,8,70,92,15,6,0,32,156,12,400
