POA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA2128,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,6,3,3,0,13,3,0,5,4,0,6,5,0,0,5,0,28,0,0,0,0,0,9,0,6,0,4,0,20,0,0,3,4,3,6,0,4,0,6,0,28,9,5,0,5,0,10,0,3,0,4,0,34,6,4,0,9,3,6,0,0,4,4,0,36,8,3,0,7,0,5,0,0,0,3,0,32,7,0,0,3,0,3,0,0,0,0,0,20,14,0,0,8,10,0,0,0
POA2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,0,0,9,0,6,0,3,0,0,0,4,0,4,0,18,0,0,0,0,0,3,0,0,3,0,0,17,0,0,0,3,0,3,0,0,0,3,0,23,11,6,0,22,3,11,0,0,3,6,0,60,13,4,0,24,6,6,0,9,0,3,0,65,14,3,0,18,9,7,0,0,0,3,0,62,21,0,0,15,9,6,5,0,0,5,0,56,159,18,4,107,28,44,7,0
POA2131,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,7,0,19,0,0,0,0,0,0,0,12,0,16,0,29,0,5,0,5,0,6,0,14,6,19,0,56,0,3,6,3,0,17,0,10,7,31,0,81,4,10,0,13,3,39,0,15,3,27,0,116,0,13,7,5,7,28,4,8,6,21,0,106,12,7,6,18,10,27,12,9,4,23,0,119,32,30,8,64,20,73,10,16,12,30,0,288,49,21,7,47,12,22,3,12,9,14,0,199,55,4,5,57,13,32,11,5,3,14,0,184,52,9,3,43,14,17,0,5,0,4,0,157,259,28,5,159,61,66,10,15
POA2132,3,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,16,0,0,0,0,0,0,0,5,4,9,0,20,0,3,0,0,0,8,4,3,5,17,0,40,0,3,6,5,4,14,0,5,0,15,0,60,4,0,0,3,0,10,0,3,12,14,0,55,0,8,3,14,6,15,0,13,0,18,0,74,24,8,3,35,6,23,0,11,10,16,5,133,24,9,0,31,13,15,7,8,0,18,0,127,34,3,0,46,9,18,9,9,0,8,0,138,29,3,0,28,7,6,3,4,3,5,0,93,227,24,10,140,39,62,8,10
POA2133,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,9,0,5,0,13,0,0,0,0,0,3,0,0,0,7,0,13,0,0,0,0,0,0,0,8,0,12,0,20,0,4,4,3,0,8,0,18,3,19,0,53,4,3,0,9,0,11,5,6,9,21,0,70,0,4,3,8,0,15,3,6,9,22,0,77,0,0,3,9,6,19,0,7,3,11,0,65,19,11,8,29,10,46,7,19,8,30,0,194,23,18,4,27,8,21,4,10,3,15,0,135,28,10,6,39,14,27,7,7,10,10,0,160,39,8,4,37,13,16,6,8,0,8,0,138,206,20,4,114,28,54,6,11
POA2134,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,6,5,5,0,14,0,0,0,0,0,0,0,3,3,14,0,23,0,0,0,0,0,0,0,6,12,14,0,32,0,3,0,0,0,3,0,7,4,21,0,44,0,5,0,0,0,22,3,16,5,33,0,94,6,9,6,12,4,24,6,16,11,22,0,109,4,3,3,8,6,25,4,8,5,14,0,91,6,5,0,16,5,18,4,10,5,22,0,85,20,21,5,33,9,55,11,16,10,33,0,204,29,5,12,30,9,22,0,3,0,18,0,139,32,12,0,22,12,22,4,4,0,16,0,121,30,8,0,22,8,4,6,0,0,8,0,83,131,22,0,60,34,48,6,13
POA2135,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,4,0,5,0,8,0,14,0,0,0,0,0,3,0,3,0,26,0,39,0,0,0,0,0,6,0,12,10,28,0,62,3,7,3,5,0,27,0,18,8,22,0,96,0,12,0,5,0,25,3,19,3,26,0,96,6,18,0,0,3,36,3,11,3,19,0,111,14,4,7,16,0,33,5,13,11,19,0,110,27,14,9,42,14,61,11,27,12,37,0,251,41,20,9,41,17,33,8,19,0,43,0,229,56,13,5,36,11,39,0,9,4,28,0,220,55,10,3,39,18,25,0,12,7,14,0,181,429,89,7,280,53,153,19,35
POA2136,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,4,0,6,0,7,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,7,5,0,18,0,3,0,0,0,5,0,7,3,7,0,27,0,6,7,5,0,13,0,10,5,19,0,52,0,5,0,5,3,10,0,11,6,14,0,56,4,7,0,3,0,17,4,7,0,10,0,53,14,9,7,16,5,38,4,11,6,22,0,125,20,6,4,22,9,11,4,8,3,11,0,103,27,9,0,29,11,16,3,6,0,13,3,112,35,7,0,21,7,8,3,6,0,5,0,97,137,12,6,88,22,39,5,11
POA2137,0,0,0,0,0,3,0,0,0,13,0,11,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,5,3,8,0,23,0,5,0,0,0,0,0,10,5,18,0,32,3,3,0,0,0,3,0,7,4,15,0,39,0,4,3,4,0,15,0,5,9,30,0,84,3,10,3,11,0,19,9,17,0,33,0,116,4,11,0,15,7,31,3,17,11,9,0,112,6,14,4,24,9,30,9,12,3,27,0,135,28,31,16,53,20,91,13,31,5,40,3,330,52,27,9,98,33,37,15,24,4,20,0,325,68,42,5,93,27,47,8,13,5,29,4,338,78,24,5,71,26,28,4,3,4,16,0,259,637,87,16,402,104,207,17,40
POA2138,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,3,0,8,0,8,0,15,0,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,5,4,3,4,15,0,24,0,4,0,0,0,9,0,7,7,17,0,40,0,5,0,8,0,19,0,12,6,26,0,85,8,5,4,3,6,11,5,18,3,20,0,89,4,0,10,11,0,25,6,15,6,19,0,91,8,8,3,13,3,23,0,7,6,20,3,96,29,16,5,46,14,84,9,30,12,31,3,269,46,16,10,54,23,23,8,6,9,22,0,216,61,10,0,65,18,51,0,7,7,16,0,240,62,13,3,32,10,15,9,8,0,4,0,162,340,19,5,168,58,139,4,19
POA2140,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,8,4,12,0,29,0,0,0,0,0,5,0,8,5,17,0,39,0,7,0,0,0,22,0,17,5,29,0,82,0,11,6,7,0,30,6,22,15,29,0,121,0,12,0,18,3,46,0,24,8,37,0,153,6,10,8,14,3,47,10,14,4,16,0,133,13,13,3,26,3,69,6,9,4,16,0,165,54,18,6,75,18,168,8,20,22,19,0,398,68,16,8,75,28,38,8,6,3,12,0,260,75,7,3,45,15,42,3,6,3,16,0,221,72,5,4,26,15,13,0,4,3,7,0,148,193,11,3,53,33,58,8,8
POA2141,0,0,0,0,0,0,0,0,3,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,6,3,7,0,13,0,0,0,0,0,0,0,11,3,31,0,42,0,0,0,0,0,0,0,3,15,35,0,56,0,4,0,0,0,7,0,17,19,65,0,122,0,5,6,4,0,24,7,25,23,77,0,180,0,12,9,6,0,50,7,31,22,104,3,253,5,21,13,20,3,62,9,45,36,97,0,317,7,13,10,28,4,57,11,19,21,69,0,230,15,17,11,29,5,63,10,34,14,63,7,258,58,20,18,70,31,103,17,43,26,100,3,479,70,20,15,56,27,55,7,32,19,64,0,360,62,11,12,61,32,56,15,8,9,43,0,313,58,7,9,42,16,27,3,8,7,17,0,199,249,20,10,108,47,93,16,19
POA2142,0,0,0,0,0,0,0,4,0,43,0,46,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,7,0,9,5,29,0,46,0,0,0,0,0,6,0,9,8,43,0,74,0,0,0,0,0,16,0,23,19,84,0,140,0,5,0,0,0,25,4,27,4,74,0,155,3,4,7,10,0,55,4,35,17,132,0,273,4,15,7,16,3,68,7,42,20,84,3,269,10,15,4,28,4,66,6,30,23,65,0,255,9,12,8,32,9,59,7,21,16,50,0,213,45,20,14,61,22,116,11,31,33,79,0,435,68,13,8,57,14,49,11,17,12,48,0,294,75,8,8,42,20,45,4,15,10,26,0,242,48,3,3,22,12,9,0,7,3,19,0,130,92,11,3,39,20,45,6,6
POA2143,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,6,0,16,0,23,0,0,0,6,0,6,0,7,4,38,0,50,0,5,0,0,0,10,0,14,8,33,0,64,0,3,0,0,0,21,0,10,11,37,0,84,0,6,4,3,0,22,3,10,12,30,0,91,3,3,0,7,0,19,6,15,13,22,0,95,0,4,0,9,3,17,0,8,10,25,0,75,21,7,9,24,17,38,3,17,7,38,0,169,16,0,3,22,9,16,9,12,5,16,0,118,24,6,5,24,12,11,4,7,3,12,0,108,26,3,0,15,7,11,0,5,0,8,0,83,68,9,0,37,19,27,0,10
POA2144,0,0,0,0,0,0,0,4,3,79,0,88,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,5,18,0,29,0,0,0,0,0,0,0,3,0,22,3,33,0,0,0,0,0,4,0,6,9,70,0,90,0,0,0,0,0,0,0,21,11,67,0,105,0,5,6,0,0,21,0,37,15,154,3,246,0,5,0,9,0,64,0,47,24,153,3,306,4,6,8,6,5,103,8,64,25,165,5,393,8,11,14,29,3,104,12,54,32,158,5,433,9,14,11,32,15,103,10,58,24,113,6,375,19,15,6,34,13,70,11,37,13,73,0,308,43,19,14,71,19,144,28,58,28,119,5,548,56,5,15,45,24,49,12,30,19,55,0,314,46,9,10,32,14,61,3,13,6,42,0,239,35,4,4,21,11,24,4,10,4,11,0,129,83,17,8,47,19,66,6,17
POA2145,0,0,3,0,0,3,0,0,0,64,0,74,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,5,4,16,0,23,0,0,0,0,0,0,0,0,0,17,0,18,0,4,0,0,0,6,0,10,0,47,3,59,0,0,0,0,0,7,0,15,3,64,0,91,0,4,0,0,0,21,0,18,14,100,0,163,0,6,0,0,0,43,3,50,24,128,0,258,7,15,6,14,5,128,13,73,34,176,3,472,12,38,21,49,10,178,16,92,51,171,4,643,18,27,19,89,17,203,34,59,34,129,0,635,41,37,13,103,32,215,27,60,35,102,5,673,285,84,37,304,98,705,68,124,72,204,7,1976,411,62,45,364,134,243,49,69,38,103,0,1526,530,42,33,325,125,291,31,54,23,96,7,1559,486,39,24,214,91,91,28,25,15,52,8,1079,1562,81,36,462,179,363,35,58
POA2146,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,11,0,17,0,0,0,0,0,10,0,7,0,19,0,34,0,0,0,0,0,12,0,7,7,18,0,47,0,11,0,5,0,29,0,17,5,33,0,107,0,7,3,13,0,36,4,17,10,35,0,132,4,6,0,18,9,50,7,17,6,32,0,149,3,14,8,29,7,50,13,10,10,17,0,160,86,25,16,90,10,126,24,28,18,42,0,463,106,21,3,87,29,40,17,22,7,19,0,356,124,12,7,105,27,57,10,8,3,17,0,371,118,6,0,66,28,22,6,5,4,7,0,268,301,18,10,109,49,60,10,10
POA2147,0,0,0,0,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,7,0,10,0,0,0,0,0,4,0,3,0,18,0,25,0,0,0,0,0,4,0,4,4,20,0,35,0,0,0,0,0,10,0,15,8,33,0,63,0,5,6,5,0,15,3,10,7,38,0,82,0,9,0,4,3,52,4,29,13,60,4,174,8,11,10,15,6,62,7,31,22,60,0,232,5,11,15,37,7,80,18,29,15,51,0,272,24,13,11,36,14,74,13,19,13,57,3,274,106,41,31,137,46,162,44,42,25,83,0,715,156,38,25,175,70,100,31,23,10,53,0,677,177,14,5,161,61,82,24,15,10,30,0,589,183,17,6,124,70,47,14,21,7,13,0,497,507,21,17,208,102,128,19,17
POA2148,0,0,0,0,0,0,0,0,0,49,0,58,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,5,4,11,0,16,0,0,0,0,0,0,0,5,0,9,0,16,0,0,0,0,0,6,0,8,0,24,0,43,0,0,0,0,0,10,0,26,3,55,0,97,0,0,3,0,0,23,4,38,13,79,0,161,0,14,3,0,0,47,0,51,27,117,0,267,4,24,9,10,0,148,10,72,34,150,0,456,4,44,9,47,17,191,15,92,50,150,4,619,22,30,14,82,29,187,24,79,40,100,6,606,51,29,8,108,31,175,30,54,36,96,0,629,254,82,46,278,101,363,51,83,52,155,3,1469,335,52,24,266,105,161,50,48,27,103,0,1172,294,31,22,214,98,158,24,31,27,58,3,955,229,18,12,137,62,56,22,16,10,29,0,592,516,30,27,217,92,140,25,27
POA2150,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,3,16,0,17,0,0,0,0,0,7,0,3,5,17,4,34,0,3,4,0,0,6,0,16,0,31,0,61,0,5,3,3,0,28,0,16,12,46,0,117,0,12,4,7,0,62,3,30,13,32,5,172,0,23,5,22,0,87,12,32,9,37,0,223,6,13,8,16,0,113,10,17,11,34,4,235,16,8,3,31,11,140,5,19,13,23,0,277,89,21,3,86,33,413,13,42,21,46,0,772,118,10,11,91,42,59,9,12,11,29,0,394,180,10,6,68,35,119,5,10,4,21,0,459,150,7,4,32,33,27,0,5,0,10,0,266,453,15,3,73,56,113,9,5
POA2151,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,5,0,3,0,12,0,0,0,0,0,4,0,4,0,19,0,38,0,6,4,0,0,9,0,8,5,38,0,75,0,3,9,5,0,13,5,12,8,30,0,87,6,5,6,9,7,44,6,16,8,34,0,143,0,9,5,17,5,37,6,8,3,22,0,124,13,3,3,19,3,55,8,20,12,12,0,155,54,14,13,69,20,99,10,19,8,30,0,346,70,19,12,82,33,41,14,12,7,22,0,315,83,14,9,88,30,46,17,11,3,24,0,317,92,0,9,56,22,26,9,3,0,8,0,218,337,21,6,181,55,90,10,19
POA2152,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,13,0,15,0,0,4,0,0,4,4,3,0,9,0,27,0,4,3,0,0,8,0,10,9,18,0,49,0,8,3,4,0,12,3,9,4,9,0,60,0,0,0,8,0,20,0,15,3,8,0,57,4,9,0,12,4,18,0,9,4,10,0,63,24,3,3,34,12,52,6,14,6,26,0,186,42,10,4,60,19,20,5,4,6,13,0,181,42,13,6,46,17,19,3,7,0,4,0,163,51,8,5,34,11,13,3,3,0,0,0,133,210,6,4,113,30,42,5,8
POA2153,0,0,0,0,0,0,0,5,0,24,0,31,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,5,0,9,0,13,0,0,0,0,0,3,0,7,0,17,0,29,0,0,0,0,0,3,0,11,8,15,0,36,0,0,0,0,0,7,0,14,9,41,0,76,0,5,4,0,0,19,8,28,5,39,0,110,5,10,0,19,0,31,5,30,17,60,0,193,4,24,10,24,4,61,8,44,20,75,0,288,8,24,4,42,12,92,12,49,15,49,0,323,17,41,8,65,21,91,21,32,24,63,0,386,103,74,22,220,60,333,38,66,28,118,6,1052,212,63,13,305,84,127,33,45,22,74,0,971,305,59,15,341,84,214,38,47,15,58,0,1173,368,39,16,263,80,90,24,21,11,32,6,936,1896,92,27,933,268,484,55,61
POA2154,0,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,5,0,6,4,16,0,39,0,0,3,0,0,6,3,17,4,13,0,51,0,3,0,5,0,13,0,12,6,30,0,64,5,12,4,8,0,24,4,19,13,41,5,131,9,25,8,17,5,37,16,23,7,41,0,182,4,22,4,24,3,50,9,31,10,38,0,194,17,15,13,36,9,60,10,22,8,28,0,210,59,51,16,112,31,188,17,42,10,69,0,595,119,41,3,165,48,87,25,33,12,52,0,589,174,29,4,185,38,126,7,31,5,49,0,656,206,16,3,144,44,51,16,11,9,22,5,528,1275,84,21,626,150,423,22,53
POA2155,3,0,5,0,0,0,0,0,0,32,0,40,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,10,4,20,0,31,0,0,0,0,0,0,3,8,0,19,0,35,0,0,0,0,4,9,0,16,11,25,0,63,0,9,4,5,0,17,4,15,7,33,0,92,3,11,5,20,0,67,9,32,9,58,0,223,13,35,10,49,8,86,11,38,16,79,5,356,19,23,3,46,18,98,15,37,19,52,0,328,25,28,14,70,25,136,16,34,27,45,0,425,158,78,27,299,54,415,46,78,35,112,5,1301,314,80,23,420,119,210,36,44,21,77,0,1358,490,64,18,474,115,277,30,42,20,57,0,1594,561,45,17,339,109,124,20,36,8,20,0,1280,2785,119,55,1267,391,689,68,65
POA2156,0,0,0,0,0,5,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,5,0,4,0,5,0,10,0,5,0,5,0,3,0,0,3,13,0,40,0,0,0,10,4,4,0,6,0,12,0,43,4,5,5,10,0,4,5,5,0,12,0,49,3,3,0,13,0,14,3,9,0,9,0,58,17,10,0,29,6,34,7,20,0,20,0,146,19,12,4,44,14,22,3,16,5,20,0,150,39,13,3,52,13,19,7,10,0,13,0,167,40,15,0,71,8,11,4,7,0,14,0,161,369,46,10,309,57,139,10,24
POA2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,4,0,3,0,6,0,10,3,0,0,0,0,3,0,5,0,0,0,18,0,0,0,0,0,3,3,0,0,3,0,20,0,4,3,4,0,4,0,3,3,3,0,27,3,8,9,11,5,6,3,10,0,6,0,51,11,11,0,24,7,9,0,0,0,7,0,65,18,8,0,18,4,10,0,0,0,4,0,69,16,4,0,21,6,3,0,0,0,4,0,56,72,12,0,59,16,28,0,7
