POA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA3125,33,0,0,0,33,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,260,26,4,0,289,0,0,3,292,17,0,312,76,12,0,0,90,0,0,0,95,9,0,102,77,5,0,0,83,0,0,0,81,0,0,82,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,158,21,5,3,180,7,0,7,185,9,0,197,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,4,0,0,0,7,0,0,7,3,0,0,0,5,0,0,0,6,0,0,6,165,23,5,4,188,7,0,3,195,9,0,206,12,0,0,0,12,0,0,0,12,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,178,23,5,4,201,7,0,3,212,17,0,224,87,14,6,0,112,6,5,8,116,9,0,125,101,9,0,0,121,0,0,0,121,3,0,126
POA3126,37,0,0,0,37,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,214,26,8,0,244,3,0,3,252,11,5,263,73,7,0,0,76,0,0,0,75,4,0,85,64,4,0,0,69,0,0,0,69,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,139,11,0,0,146,0,0,0,154,5,0,157,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,5,0,0,5,141,11,0,0,150,0,0,3,155,5,0,162,27,3,0,0,29,0,0,0,29,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,162,16,0,0,182,0,0,3,186,10,0,195,104,9,0,0,110,0,0,0,114,9,0,127,97,15,0,0,115,0,0,0,114,0,0,115
POA3127,83,4,0,5,85,5,0,95,3,0,0,0,3,0,0,0,3,0,0,7,509,35,8,0,557,6,0,9,566,18,8,591,153,14,0,0,168,4,0,4,171,14,0,190,157,13,0,0,176,0,0,4,179,4,0,181,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,315,30,3,3,350,0,0,5,359,20,0,377,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,323,30,3,3,354,0,0,5,362,20,0,387,53,5,0,0,53,0,0,0,53,13,0,68,0,0,0,0,0,0,0,0,0,0,0,3,370,35,3,3,414,0,0,5,421,28,0,453,244,28,7,0,271,0,0,0,273,11,0,286,229,28,0,0,258,0,0,0,258,11,0,266
POA3128,65,0,0,0,65,12,0,79,0,4,0,0,4,0,0,0,4,0,0,4,350,47,5,0,407,3,0,4,406,29,0,441,108,25,6,0,131,4,0,4,138,10,0,145,86,18,3,0,106,3,0,3,108,11,0,113,3,0,3,0,7,0,0,0,7,0,0,7,0,0,0,3,4,0,0,0,4,0,0,4,191,46,10,3,246,4,0,4,253,14,0,267,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,195,46,10,3,249,7,0,7,254,18,0,277,30,11,0,0,43,5,0,4,49,10,0,54,0,0,0,0,0,0,0,0,0,0,0,0,224,53,10,3,294,11,0,12,297,27,0,326,157,27,0,0,184,9,0,9,191,11,0,201,122,22,5,0,147,5,0,5,151,7,0,155
POA3129,73,4,0,4,76,16,0,89,0,0,0,0,0,0,0,0,0,0,0,0,414,49,6,0,479,10,0,8,488,38,4,524,97,28,6,0,129,7,0,6,134,4,0,131,112,14,5,0,136,0,0,5,138,3,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,44,4,0,259,5,0,9,268,10,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,221,44,4,0,267,5,0,9,276,10,0,280,38,6,0,0,49,0,0,0,49,16,0,62,0,0,0,0,0,0,0,0,0,0,3,3,254,48,10,0,310,5,0,9,320,26,3,344,162,29,0,0,187,3,0,3,194,17,0,207,161,29,0,0,188,4,0,9,193,11,0,201
POA3130,120,0,0,0,127,18,0,144,0,0,0,0,0,0,0,0,0,0,0,0,903,114,11,0,1033,14,4,20,1045,50,3,1096,230,25,0,0,260,3,0,6,261,10,0,278,242,25,3,0,269,7,0,3,271,12,0,288,12,3,0,0,19,0,0,0,18,0,0,21,0,0,0,3,4,0,0,0,4,0,0,4,486,59,3,3,550,10,5,12,561,28,0,591,10,0,0,0,6,0,0,0,6,0,0,6,13,0,0,0,10,0,5,9,18,0,0,18,16,0,0,0,21,0,5,9,27,0,0,27,504,54,7,3,573,11,3,20,590,28,0,611,71,9,0,0,79,0,0,0,81,5,0,89,4,0,0,0,4,0,0,0,4,0,0,3,581,63,12,3,655,16,3,20,679,29,0,712,321,37,5,0,363,6,4,8,378,24,0,397,344,43,5,0,396,4,0,4,399,16,0,421
POA3131,81,0,0,0,81,6,0,87,0,0,0,0,0,0,0,0,0,0,0,4,509,63,5,9,583,3,0,0,582,31,0,617,116,20,0,0,131,3,0,5,138,14,0,150,131,16,0,0,149,4,0,4,153,9,0,162,0,0,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,254,30,3,0,289,9,0,9,302,20,0,314,3,0,0,0,3,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,9,0,0,0,11,0,0,11,264,34,3,0,302,8,0,13,314,20,0,331,31,5,0,0,38,7,0,7,42,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,296,36,3,0,335,14,0,17,349,22,0,375,184,18,0,3,201,3,0,3,206,10,0,214,170,24,3,0,201,4,0,5,203,10,0,213
POA3132,62,0,0,0,65,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0,388,57,11,0,457,5,0,7,466,24,0,492,101,19,0,0,118,0,0,0,118,0,0,123,113,7,4,0,132,0,0,0,132,5,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,25,6,0,253,0,0,0,249,8,0,265,6,0,0,0,7,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,7,0,0,7,219,26,6,0,255,4,0,4,258,8,0,268,44,7,0,0,48,0,0,0,51,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,263,35,6,0,306,9,0,9,308,13,0,324,137,13,3,0,155,0,0,0,158,10,0,173,137,16,0,0,153,0,0,4,159,9,0,170
POA3133,103,5,0,5,103,9,0,113,0,0,0,3,5,0,0,0,5,0,5,7,596,91,6,4,693,11,0,14,710,31,7,751,166,27,0,0,194,0,4,0,198,9,0,207,144,20,0,0,175,3,0,3,180,6,0,185,4,0,0,0,7,0,0,0,7,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,320,49,0,0,378,4,4,5,390,16,0,403,6,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,9,0,0,0,10,0,0,10,8,3,0,0,14,0,0,0,11,0,0,11,331,54,0,0,390,6,4,6,402,16,0,413,52,0,0,3,58,3,0,4,61,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,383,55,6,3,453,10,4,12,462,16,0,486,215,30,0,0,244,3,0,3,252,13,0,262,226,51,10,0,279,7,0,7,289,0,0,287
POA3134,127,0,0,0,127,22,0,143,0,0,0,0,0,0,0,0,0,0,0,0,856,77,8,17,960,8,0,8,967,39,4,1015,200,16,3,0,221,0,0,5,226,11,0,233,267,39,4,3,307,0,0,0,304,8,0,315,12,0,0,0,9,0,0,0,10,3,0,12,4,0,0,5,6,0,0,0,6,0,0,6,478,52,9,7,546,4,0,3,552,15,0,568,6,0,0,0,8,0,0,0,8,0,0,4,8,0,0,0,4,0,0,0,4,0,0,7,10,4,0,0,12,0,0,0,12,6,0,15,487,58,9,7,557,4,0,3,562,19,0,583,78,3,4,6,88,0,0,0,90,18,0,111,0,0,0,4,4,0,0,0,4,0,0,4,565,59,10,15,646,8,0,3,657,38,3,696,317,31,8,0,355,0,0,0,357,9,3,375,369,29,4,0,401,6,0,6,412,10,0,418
POA3135,100,3,0,3,101,15,0,119,0,0,0,0,0,0,0,0,0,0,0,0,544,59,6,5,615,7,0,6,627,31,7,661,104,18,0,0,122,6,0,6,125,0,0,131,173,16,0,0,197,0,0,0,197,4,0,201,9,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,284,37,4,3,331,6,0,6,331,12,0,342,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,8,0,0,0,5,0,0,7,9,0,0,0,11,0,0,0,9,0,0,10,287,41,4,3,337,6,0,3,339,9,0,355,47,11,0,0,52,4,0,4,58,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,335,50,4,7,392,4,0,6,401,17,0,421,154,23,7,0,181,0,0,0,181,13,0,190,204,18,0,0,220,0,0,3,228,10,0,231
POA3136,182,3,0,7,186,18,0,205,0,0,0,4,4,0,0,0,4,0,0,5,995,124,22,21,1163,14,5,20,1180,45,7,1229,181,26,4,0,202,7,0,7,214,12,0,228,298,38,6,0,342,0,0,0,341,7,0,355,11,0,0,0,14,0,0,0,14,6,0,15,0,0,0,0,3,0,0,0,3,0,0,4,488,65,9,0,565,6,0,6,573,21,0,597,8,0,0,0,8,0,0,0,8,0,0,8,18,0,0,0,18,0,0,0,17,0,0,17,17,0,0,0,20,0,0,0,26,0,0,26,514,65,9,3,585,8,0,8,594,21,0,622,91,13,4,0,112,0,0,0,111,13,0,124,5,0,0,0,5,0,0,0,5,0,0,5,609,79,20,6,704,9,0,9,715,31,0,749,285,34,4,0,330,10,0,12,340,19,0,356,367,41,5,0,416,4,0,4,419,15,0,433
POA3137,50,0,0,0,50,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,328,21,8,0,359,0,0,4,361,20,3,382,63,8,3,0,71,0,0,4,77,0,0,76,97,15,0,0,106,0,0,0,107,4,0,110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,156,19,5,0,180,3,0,5,183,5,0,189,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,7,0,0,7,162,19,5,0,189,3,0,5,191,5,0,199,27,4,0,0,36,0,0,0,36,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,194,25,4,0,221,3,0,5,230,7,0,238,101,12,0,0,112,0,0,0,111,3,0,112,95,10,6,0,116,0,0,0,113,4,0,117
POA3138,106,0,0,0,101,12,0,117,0,0,0,0,0,0,0,0,0,0,0,3,557,58,6,7,634,5,0,5,638,31,8,669,116,13,0,0,128,0,0,0,128,3,0,131,175,20,0,0,194,0,0,0,194,7,0,202,9,0,0,0,8,0,0,0,8,3,0,12,0,0,0,3,3,0,0,0,3,0,0,7,301,34,3,3,343,0,0,0,343,16,0,355,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,6,3,0,0,0,7,0,0,0,7,0,0,6,307,34,3,3,347,0,0,0,347,16,0,365,63,7,0,0,71,0,0,0,72,14,0,90,0,0,0,0,3,0,0,0,3,0,3,5,370,39,3,6,421,0,0,0,423,32,6,457,178,19,3,0,200,0,0,0,203,13,0,210,162,29,0,3,200,4,0,3,197,8,0,207
POA3139,65,0,0,0,64,8,0,69,0,0,0,0,0,0,0,0,0,0,0,0,348,47,10,0,405,0,4,3,411,15,4,430,64,3,0,0,66,0,0,0,66,4,0,71,114,5,7,0,126,0,0,5,127,4,0,128,12,0,0,0,9,0,0,0,9,3,0,12,0,0,0,0,3,0,0,0,3,0,0,3,184,8,8,0,208,0,0,5,207,10,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,14,8,0,209,0,0,5,211,10,0,223,33,5,0,0,42,0,0,0,42,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,223,19,8,0,251,0,0,5,251,17,0,270,98,12,0,3,113,0,0,0,113,8,0,120,143,22,0,0,165,0,0,0,165,8,0,174
POA3140,76,0,0,0,80,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,407,42,8,0,464,7,0,7,472,22,0,491,103,8,0,0,111,0,0,0,111,5,0,115,121,17,0,0,140,0,0,0,141,4,0,149,5,0,0,0,7,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,227,26,4,0,262,5,0,5,259,12,0,271,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,233,26,4,0,261,5,0,3,266,12,0,275,37,4,0,0,37,0,0,0,37,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,271,25,4,0,302,5,0,3,304,16,0,316,109,16,0,0,122,0,0,0,122,12,0,135,176,19,0,0,193,0,0,0,193,4,0,201
POA3141,46,0,0,0,46,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,125,29,0,0,161,0,0,0,161,3,0,165,32,6,4,0,40,0,0,0,40,3,0,41,24,5,0,0,32,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,11,4,0,75,0,0,0,75,9,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,4,0,75,0,0,0,75,9,0,77,23,4,0,0,24,0,0,0,24,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,76,15,4,0,96,0,0,0,96,5,0,99,48,0,3,0,54,6,0,6,60,3,0,64,32,6,0,0,42,0,0,0,40,4,0,42
POA3142,57,0,0,0,58,15,0,76,0,0,0,0,0,0,0,0,0,0,0,4,155,20,6,8,189,3,0,3,187,24,0,214,38,3,0,0,41,0,0,0,41,0,0,41,35,11,0,0,45,0,0,0,45,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,0,87,0,0,0,90,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,79,9,0,0,91,0,0,0,91,0,0,98,40,17,0,3,56,0,0,0,56,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,118,29,0,3,145,0,0,0,147,15,0,166,58,8,0,0,72,0,0,0,73,3,0,73,66,6,0,0,71,0,0,0,71,0,0,75
POA3143,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,126,11,0,0,134,0,0,3,137,9,0,149,46,0,0,0,47,0,0,0,47,0,0,47,32,0,0,0,34,0,0,0,34,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8,0,0,82,0,0,0,79,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,3,0,0,3,80,8,0,0,86,0,3,3,90,0,0,89,24,3,0,0,33,4,0,4,31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,107,5,0,0,117,4,3,3,120,3,0,118,45,0,0,0,43,0,0,0,43,0,0,47,37,3,0,0,42,0,0,0,38,3,0,43
POA3144,61,0,0,0,57,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,262,21,3,0,290,7,0,8,302,9,3,312,70,9,0,0,77,4,0,4,83,8,0,93,65,7,0,0,77,0,0,0,71,0,0,78,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,142,16,0,0,162,4,0,4,167,8,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,16,0,0,160,4,0,4,168,8,0,170,35,4,0,0,45,0,0,0,45,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,177,26,0,0,202,4,0,4,209,11,3,215,87,18,0,0,106,3,0,0,107,3,0,114,95,9,0,0,100,0,0,3,101,0,0,104
POA3145,101,0,0,0,101,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,587,57,14,3,659,7,0,15,673,16,0,695,165,9,0,0,176,5,0,5,183,7,0,186,153,15,4,0,176,5,4,4,176,0,0,181,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,319,33,6,0,357,5,4,8,365,0,0,371,3,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,12,0,0,0,12,0,0,12,323,32,6,0,367,5,4,8,378,0,0,382,63,5,0,0,70,4,0,4,71,8,0,79,0,0,0,0,0,0,0,0,0,0,0,0,392,39,6,4,435,9,4,14,451,11,0,459,240,15,0,0,258,6,0,6,260,11,0,267,243,25,0,0,271,5,0,4,273,7,0,283
POA3146,128,5,0,4,131,12,0,139,0,0,0,0,0,0,0,0,0,0,0,0,751,79,10,6,843,20,4,24,868,45,4,913,236,14,0,0,255,0,0,3,260,0,0,260,172,23,0,0,191,3,0,3,199,7,0,206,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,3,3,0,0,0,3,0,0,3,424,42,3,6,469,8,3,6,479,15,0,487,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,8,0,0,4,7,0,0,0,5,0,0,0,5,0,0,11,428,42,3,7,478,8,3,6,485,11,0,502,79,8,0,0,85,0,0,0,89,10,0,98,0,0,0,0,0,0,0,0,0,0,0,4,504,44,3,7,560,11,3,11,574,24,0,603,295,29,3,0,327,7,0,7,335,19,0,353,287,25,0,3,316,5,0,4,321,14,0,334
POA3147,65,7,0,7,70,9,0,81,0,0,0,0,0,0,0,0,0,0,0,0,408,53,12,0,468,12,0,12,482,21,0,504,129,11,5,0,140,3,0,3,140,9,0,150,105,9,0,0,117,0,0,0,118,0,0,117,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,238,19,3,0,263,6,0,6,267,12,0,273,7,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,10,0,0,0,10,0,0,10,244,21,3,0,269,6,0,6,274,12,0,284,21,5,0,0,32,0,0,0,32,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,268,27,3,0,299,6,0,6,306,15,0,320,172,14,0,0,186,3,0,3,188,8,0,202,153,24,0,0,173,4,0,4,184,0,0,186
POA3148,26,0,0,0,26,3,0,34,0,0,0,0,0,0,0,0,0,0,0,6,178,16,6,0,198,3,0,3,199,14,4,217,40,0,0,0,37,0,0,0,41,0,0,42,32,7,0,0,42,0,0,0,42,7,0,45,5,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,72,10,6,0,85,0,0,0,87,6,0,91,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,4,0,0,7,74,11,6,0,90,0,0,0,90,8,0,99,13,6,3,0,21,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,88,14,3,0,108,0,0,3,108,9,0,119,47,6,4,0,58,0,0,0,59,4,0,65,40,9,0,0,52,0,0,0,51,0,0,55
POA3149,148,10,0,9,154,19,0,175,0,0,0,5,5,0,0,0,5,0,6,3,917,112,11,16,1053,20,4,21,1076,54,4,1139,246,41,0,0,284,6,5,13,299,15,0,312,224,46,5,0,272,0,0,4,273,6,0,285,7,5,5,0,15,0,0,0,15,0,0,15,3,0,0,0,7,0,0,0,7,0,0,7,481,88,3,0,576,9,3,19,593,29,0,623,4,0,0,0,5,4,0,4,10,0,0,10,12,0,0,0,12,0,0,0,12,0,0,12,19,0,0,0,18,4,0,4,20,0,0,20,496,88,5,0,595,9,3,17,609,29,0,639,88,16,4,3,113,0,0,0,112,14,0,124,0,0,0,0,0,0,0,0,0,0,0,0,586,105,12,3,707,9,4,19,723,42,0,767,360,46,6,0,411,14,3,17,426,18,0,446,296,54,3,0,357,3,0,3,362,10,0,373
