seifa_postcode,seifa_match_status,consumer_rows
2103,matched_all_scores,153
2104,matched_all_scores,143
2105,matched_all_scores,175
2106,matched_all_scores,158
2107,matched_all_scores,169
2108,matched_all_scores,137
2109,postcode_not_in_seifa,160
2110,matched_all_scores,159
2111,matched_all_scores,149
2112,matched_all_scores,139
2113,matched_all_scores,185
2114,matched_all_scores,180
2115,matched_all_scores,142
2116,matched_all_scores,148
2117,matched_all_scores,162
2118,matched_all_scores,146
2119,matched_all_scores,166
2120,matched_all_scores,147
2121,matched_all_scores,153
2122,matched_all_scores,170
2123,postcode_not_in_seifa,149
2124,postcode_not_in_seifa,160
2125,matched_all_scores,166
2126,matched_all_scores,146
2127,matched_all_scores,160
2128,matched_all_scores,173
2129,postcode_not_in_seifa,144
2130,matched_all_scores,144
2131,matched_all_scores,144
2132,matched_all_scores,172
2133,matched_all_scores,161
2134,matched_all_scores,171
2135,matched_all_scores,143
2136,matched_all_scores,140
2137,matched_all_scores,149
2138,matched_all_scores,170
2139,postcode_not_in_seifa,177
2140,matched_all_scores,144
2141,matched_all_scores,147
2142,matched_all_scores,150
2143,matched_all_scores,148
2144,matched_all_scores,139
2145,matched_all_scores,166
2146,matched_all_scores,164
2147,matched_all_scores,130
2148,matched_all_scores,158
2150,matched_all_scores,156
2151,matched_all_scores,156
2152,matched_all_scores,163
2153,matched_all_scores,158
2154,matched_all_scores,158
2155,matched_all_scores,137
2156,matched_all_scores,148
2157,matched_all_scores,160
2158,matched_all_scores,145
2159,matched_all_scores,158
2160,matched_all_scores,195
2161,matched_all_scores,160
2162,matched_all_scores,160
2163,matched_all_scores,165
2164,matched_all_scores,163
2165,matched_all_scores,164
2166,matched_all_scores,155
2167,matched_all_scores,182
2168,matched_all_scores,173
2170,matched_all_scores,168
2171,matched_all_scores,165
2172,matched_all_scores,177
2173,matched_all_scores,170
2174,matched_all_scores,172
2175,matched_all_scores,158
2176,matched_all_scores,148
2177,matched_all_scores,167
2178,matched_all_scores,152
2179,matched_all_scores,178
2190,matched_all_scores,172
2191,matched_all_scores,164
2192,matched_all_scores,171
2193,matched_all_scores,146
2194,matched_all_scores,146
2195,matched_all_scores,171
2196,matched_all_scores,175
2197,matched_all_scores,157
2198,matched_all_scores,145
2199,matched_all_scores,169
2200,matched_all_scores,161
2203,matched_all_scores,140
2204,matched_all_scores,157
2205,matched_all_scores,181
2206,matched_all_scores,154
2207,matched_all_scores,152
2208,matched_all_scores,142
2209,matched_all_scores,136
2210,matched_all_scores,167
2211,matched_all_scores,162
2212,matched_all_scores,175
2213,matched_all_scores,163
2214,matched_all_scores,150
2216,matched_all_scores,168
2217,matched_all_scores,127
2218,matched_all_scores,142
2219,matched_all_scores,182
2220,matched_all_scores,153
2221,matched_all_scores,176
2222,matched_all_scores,167
2223,matched_all_scores,171
2224,matched_all_scores,154
2225,matched_all_scores,156
2226,matched_all_scores,145
2227,matched_all_scores,156
2228,matched_all_scores,166
2229,matched_all_scores,163
2230,matched_all_scores,152
2231,matched_all_scores,144
2232,matched_all_scores,163
2233,matched_all_scores,147
2234,matched_all_scores,165
2250,matched_all_scores,140
2251,matched_all_scores,138
2252,postcode_not_in_seifa,171
2256,matched_all_scores,148
2257,matched_all_scores,153
2258,matched_all_scores,177
2259,matched_all_scores,156
2260,matched_all_scores,168
2261,matched_all_scores,180
2262,matched_all_scores,163
2263,matched_all_scores,157
2264,matched_all_scores,168
2265,matched_all_scores,156
2267,matched_all_scores,151
2278,matched_all_scores,149
2280,matched_all_scores,157
2281,matched_all_scores,156
2282,matched_all_scores,162
2283,matched_all_scores,154
2284,matched_all_scores,149
2285,matched_all_scores,146
2286,matched_all_scores,163
2287,matched_all_scores,160
2289,matched_all_scores,156
2290,matched_all_scores,186
2291,matched_all_scores,134
2292,matched_all_scores,174
2293,matched_all_scores,168
2294,matched_all_scores,154
2295,matched_all_scores,156
2296,matched_all_scores,160
2297,matched_all_scores,146
2298,matched_all_scores,165
2299,matched_all_scores,156
2300,matched_all_scores,162
2302,matched_all_scores,179
2303,matched_all_scores,152
2304,matched_all_scores,160
2305,matched_all_scores,149
2306,matched_all_scores,153
2307,matched_all_scores,142
2308,matched_no_scores,156
2309,postcode_not_in_seifa,159
2310,postcode_not_in_seifa,151
2311,matched_all_scores,155
2312,matched_all_scores,155
2314,postcode_not_in_seifa,173
2315,matched_all_scores,156
2316,matched_all_scores,151
2317,matched_all_scores,170
2318,matched_all_scores,150
2319,matched_all_scores,186
2320,matched_all_scores,170
2321,matched_all_scores,144
2322,matched_all_scores,158
2323,matched_all_scores,156
2324,matched_all_scores,153
2325,matched_all_scores,167
2326,matched_all_scores,179
2327,matched_all_scores,134
2328,matched_all_scores,143
2329,matched_all_scores,180
2330,matched_all_scores,153
2331,matched_all_scores,156
2333,matched_all_scores,148
2334,matched_all_scores,181
2335,matched_all_scores,168
2336,matched_all_scores,170
2337,matched_all_scores,171
2338,matched_all_scores,170
2339,matched_all_scores,164
2340,matched_all_scores,153
2341,matched_all_scores,131
2342,matched_all_scores,126
2343,matched_all_scores,163
2344,matched_all_scores,156
2345,matched_all_scores,143
2346,matched_all_scores,167
2347,matched_all_scores,172
2348,postcode_not_in_seifa,161
2350,matched_all_scores,150
2351,postcode_not_in_seifa,161
2352,matched_all_scores,163
2353,matched_all_scores,157
2354,matched_all_scores,169
2355,matched_all_scores,141
2356,matched_all_scores,164
2357,matched_all_scores,164
2358,matched_all_scores,172
2359,matched_all_scores,166
2360,matched_all_scores,149
2361,matched_all_scores,158
2365,matched_all_scores,144
2369,matched_all_scores,165
2370,matched_all_scores,175
2371,matched_all_scores,164
2372,matched_all_scores,169
2379,matched_all_scores,156
2380,matched_all_scores,161
2381,matched_all_scores,175
2382,matched_all_scores,148
2386,matched_all_scores,145
2387,matched_all_scores,148
2388,matched_all_scores,176
2390,matched_all_scores,121
2395,matched_all_scores,166
2396,matched_all_scores,141
2397,matched_all_scores,155
2398,matched_all_scores,148
2399,matched_all_scores,158
2400,matched_all_scores,164
2401,matched_all_scores,138
2402,matched_all_scores,146
2403,matched_all_scores,152
2404,matched_all_scores,167
2405,matched_all_scores,150
2406,matched_all_scores,177
2408,matched_all_scores,161
2409,matched_all_scores,164
2410,matched_all_scores,173
2411,matched_all_scores,163
2415,matched_all_scores,139
2420,matched_all_scores,147
2421,matched_all_scores,180
2422,matched_all_scores,151
2423,matched_all_scores,159
2424,matched_all_scores,154
2425,matched_all_scores,179
2426,matched_all_scores,162
2427,matched_all_scores,157
2428,matched_all_scores,157
2429,matched_all_scores,148
2430,matched_all_scores,164
2431,matched_all_scores,159
2439,matched_all_scores,177
2440,matched_all_scores,155
2441,matched_all_scores,119
2442,postcode_not_in_seifa,161
2443,matched_all_scores,152
2444,matched_all_scores,164
2445,matched_all_scores,164
2446,matched_all_scores,167
2447,matched_all_scores,156
2448,matched_all_scores,173
2449,matched_all_scores,172
2450,matched_all_scores,171
2452,matched_all_scores,179
2453,matched_all_scores,162
2454,matched_all_scores,172
2455,matched_all_scores,159
2456,matched_all_scores,162
2460,matched_all_scores,160
2462,matched_all_scores,152
2463,matched_all_scores,151
2464,matched_all_scores,154
2465,matched_all_scores,171
2466,matched_all_scores,148
2469,matched_all_scores,179
2470,matched_all_scores,165
2471,matched_all_scores,143
2472,matched_all_scores,186
2473,matched_all_scores,175
2474,matched_all_scores,161
2475,matched_all_scores,179
2476,matched_all_scores,157
2477,matched_all_scores,158
2478,matched_all_scores,153
2479,matched_all_scores,158
2480,matched_all_scores,178
2481,matched_all_scores,169
2482,matched_all_scores,178
2483,matched_all_scores,149
2484,matched_all_scores,163
2485,matched_all_scores,170
2486,matched_all_scores,161
2487,matched_all_scores,187
2488,matched_all_scores,153
2489,matched_all_scores,166
2490,matched_all_scores,174
2500,matched_all_scores,154
2502,matched_all_scores,137
2505,matched_all_scores,167
2506,matched_all_scores,175
2508,matched_all_scores,141
2515,matched_all_scores,157
2516,matched_all_scores,161
2517,matched_all_scores,168
2518,matched_all_scores,152
2519,matched_all_scores,149
2520,postcode_not_in_seifa,167
2522,postcode_not_in_seifa,158
2525,matched_all_scores,156
2526,matched_all_scores,130
2527,matched_all_scores,148
2528,matched_all_scores,178
2529,matched_all_scores,165
2530,matched_all_scores,145
2533,matched_all_scores,154
2534,matched_all_scores,125
2535,matched_all_scores,153
2536,matched_all_scores,184
2537,matched_all_scores,149
2538,matched_all_scores,163
2539,matched_all_scores,160
2540,matched_all_scores,158
2541,matched_all_scores,160
2545,matched_all_scores,160
2546,matched_all_scores,154
2548,matched_all_scores,140
2549,matched_all_scores,165
2550,matched_all_scores,146
2551,matched_all_scores,142
2555,matched_all_scores,161
2556,matched_all_scores,153
2557,matched_all_scores,145
2558,matched_all_scores,157
2559,matched_all_scores,159
2560,matched_all_scores,149
2563,matched_all_scores,152
2564,matched_all_scores,152
2565,matched_all_scores,163
2566,matched_all_scores,182
2567,matched_all_scores,160
2568,matched_all_scores,138
2569,matched_all_scores,150
2570,matched_all_scores,146
2571,matched_all_scores,160
2572,matched_all_scores,157
2573,matched_all_scores,159
2574,matched_all_scores,174
2575,matched_all_scores,164
2576,matched_all_scores,143
2577,matched_all_scores,158
2578,matched_all_scores,163
2579,matched_all_scores,166
2580,matched_all_scores,139
2581,matched_all_scores,158
2582,matched_all_scores,168
2583,matched_all_scores,163
2584,matched_all_scores,154
2585,matched_all_scores,165
2586,matched_all_scores,160
2587,matched_all_scores,163
2588,matched_all_scores,161
2590,matched_all_scores,152
2594,matched_all_scores,163
2600,matched_all_scores,163
2601,matched_all_scores,135
2602,matched_all_scores,173
2603,matched_all_scores,165
2604,matched_all_scores,165
2605,matched_all_scores,138
2606,matched_all_scores,158
2607,matched_all_scores,167
2608,postcode_not_in_seifa,153
2609,matched_all_scores,170
2610,postcode_not_in_seifa,134
2611,matched_all_scores,149
2612,matched_all_scores,163
2614,matched_all_scores,149
2615,matched_all_scores,190
2616,postcode_not_in_seifa,157
2617,matched_all_scores,170
2618,matched_all_scores,138
2619,matched_all_scores,164
2620,matched_all_scores,143
2621,matched_all_scores,163
2622,matched_all_scores,151
2623,matched_all_scores,165
2624,matched_partial_scores,159
2625,matched_all_scores,154
2626,matched_all_scores,151
2627,matched_all_scores,124
2628,matched_all_scores,145
2629,matched_all_scores,159
2630,matched_all_scores,159
2631,matched_all_scores,158
2632,matched_all_scores,144
2633,matched_all_scores,153
2640,matched_all_scores,151
2641,matched_all_scores,140
2642,matched_all_scores,157
2643,matched_all_scores,148
2644,matched_all_scores,145
2645,matched_all_scores,158
2646,matched_all_scores,155
2647,matched_all_scores,158
2648,matched_all_scores,152
2649,matched_all_scores,149
2650,matched_all_scores,161
2651,matched_all_scores,148
2652,matched_all_scores,141
2653,matched_all_scores,150
2655,matched_all_scores,171
2656,matched_all_scores,129
2658,matched_all_scores,165
2659,matched_all_scores,153
2660,matched_all_scores,152
2661,matched_all_scores,162
2663,matched_all_scores,155
2665,matched_all_scores,158
2666,matched_all_scores,167
2668,matched_all_scores,167
2669,matched_all_scores,174
2671,matched_all_scores,153
2672,matched_all_scores,158
2675,matched_all_scores,159
2678,matched_no_scores,143
2680,matched_all_scores,153
2681,matched_all_scores,200
2700,matched_all_scores,169
2701,matched_all_scores,155
2702,matched_all_scores,165
2703,matched_all_scores,163
2705,matched_all_scores,171
2706,matched_all_scores,169
2707,matched_all_scores,166
2708,postcode_not_in_seifa,166
2710,matched_all_scores,163
2711,matched_all_scores,170
2712,matched_all_scores,156
2713,matched_all_scores,159
2714,matched_all_scores,146
2715,matched_all_scores,153
2716,matched_all_scores,162
2717,matched_all_scores,160
2720,matched_all_scores,152
2721,matched_all_scores,181
2722,matched_all_scores,158
2725,matched_all_scores,135
2726,matched_all_scores,161
2727,matched_all_scores,169
2729,matched_all_scores,180
2730,matched_all_scores,169
2731,matched_all_scores,150
2732,matched_all_scores,169
2733,matched_all_scores,168
2734,matched_all_scores,166
2735,matched_all_scores,166
2736,matched_all_scores,161
2737,matched_all_scores,131
2738,matched_all_scores,139
2739,matched_all_scores,147
2745,matched_all_scores,186
2747,matched_all_scores,169
2748,matched_all_scores,166
2749,matched_all_scores,153
2750,matched_all_scores,164
2751,postcode_not_in_seifa,173
2752,matched_all_scores,152
2753,matched_all_scores,149
2754,matched_all_scores,148
2755,postcode_not_in_seifa,171
2756,matched_all_scores,148
2757,matched_all_scores,177
2758,matched_all_scores,154
2759,matched_all_scores,170
2760,matched_all_scores,150
2761,matched_all_scores,155
2762,matched_all_scores,162
2763,matched_all_scores,173
2765,matched_all_scores,139
2766,matched_all_scores,167
2767,matched_all_scores,182
2768,matched_all_scores,169
2769,matched_all_scores,158
2770,matched_all_scores,150
2773,matched_all_scores,145
2774,matched_all_scores,151
2775,matched_all_scores,138
2776,matched_all_scores,166
2777,matched_all_scores,179
2778,matched_all_scores,148
2779,matched_all_scores,170
2780,matched_all_scores,168
2782,matched_all_scores,157
2783,matched_all_scores,149
2784,matched_all_scores,146
2785,matched_all_scores,156
2786,matched_all_scores,170
2787,matched_all_scores,176
2790,matched_all_scores,149
2791,matched_all_scores,158
2792,matched_all_scores,169
2793,matched_all_scores,159
2794,matched_all_scores,140
2795,matched_all_scores,151
2797,matched_all_scores,144
2798,matched_all_scores,165
2799,matched_all_scores,161
2800,matched_all_scores,152
2803,matched_all_scores,151
2804,matched_all_scores,152
2805,matched_all_scores,155
2806,matched_all_scores,181
2807,matched_all_scores,155
2808,matched_all_scores,150
2809,matched_all_scores,185
2810,matched_all_scores,151
2817,matched_all_scores,160
2818,matched_all_scores,160
2820,matched_all_scores,131
2821,matched_all_scores,157
2822,matched_all_scores,150
2823,matched_all_scores,148
2824,matched_all_scores,175
2825,matched_all_scores,144
2826,matched_all_scores,161
2827,matched_all_scores,174
2828,matched_all_scores,161
2829,matched_all_scores,160
2830,matched_all_scores,163
2831,matched_all_scores,155
2832,matched_all_scores,191
2833,matched_all_scores,158
2834,matched_all_scores,164
2835,matched_all_scores,136
2836,matched_all_scores,163
2838,matched_all_scores,157
2839,matched_all_scores,173
2840,matched_all_scores,167
2842,matched_all_scores,161
2843,matched_all_scores,182
2844,matched_all_scores,165
2845,matched_all_scores,164
2846,matched_all_scores,159
2847,matched_all_scores,163
2848,matched_all_scores,169
2849,matched_all_scores,151
2850,matched_all_scores,154
2852,matched_all_scores,161
2864,matched_all_scores,156
2865,matched_all_scores,167
2866,matched_all_scores,137
2867,matched_all_scores,188
2868,matched_all_scores,154
2869,matched_all_scores,154
2870,matched_all_scores,140
2871,matched_all_scores,147
2873,matched_all_scores,165
2874,matched_all_scores,148
2875,matched_all_scores,149
2876,matched_all_scores,158
2877,matched_all_scores,176
2878,matched_all_scores,158
2879,matched_all_scores,127
2880,matched_all_scores,154
2890,postcode_not_in_seifa,166
2891,postcode_not_in_seifa,143
