seifa_postcode,seifa_match_status,consumer_rows
1715,postcode_not_in_seifa,134
1730,postcode_not_in_seifa,156
1740,postcode_not_in_seifa,150
1741,postcode_not_in_seifa,152
1750,postcode_not_in_seifa,131
1755,postcode_not_in_seifa,142
1765,postcode_not_in_seifa,156
1771,postcode_not_in_seifa,147
1781,postcode_not_in_seifa,143
1790,postcode_not_in_seifa,154
1800,postcode_not_in_seifa,150
1805,postcode_not_in_seifa,158
1811,postcode_not_in_seifa,155
1819,postcode_not_in_seifa,182
1825,postcode_not_in_seifa,164
1830,postcode_not_in_seifa,164
1831,postcode_not_in_seifa,176
1835,postcode_not_in_seifa,165
1851,postcode_not_in_seifa,145
1860,postcode_not_in_seifa,148
1871,postcode_not_in_seifa,129
1875,postcode_not_in_seifa,143
1885,postcode_not_in_seifa,163
1888,postcode_not_in_seifa,175
1890,postcode_not_in_seifa,171
1891,postcode_not_in_seifa,182
2001,postcode_not_in_seifa,169
2002,postcode_not_in_seifa,164
2004,postcode_not_in_seifa,168
2006,postcode_not_in_seifa,158
2012,postcode_not_in_seifa,166
2013,postcode_not_in_seifa,140
2052,postcode_not_in_seifa,150
2055,postcode_not_in_seifa,144
2057,postcode_not_in_seifa,172
2058,postcode_not_in_seifa,172
2059,postcode_not_in_seifa,156
2091,postcode_not_in_seifa,155
2109,postcode_not_in_seifa,160
2123,postcode_not_in_seifa,149
2124,postcode_not_in_seifa,160
2129,postcode_not_in_seifa,144
2139,postcode_not_in_seifa,177
2252,postcode_not_in_seifa,171
2308,matched_no_scores,156
2309,postcode_not_in_seifa,159
2310,postcode_not_in_seifa,151
2314,postcode_not_in_seifa,173
2348,postcode_not_in_seifa,161
2351,postcode_not_in_seifa,161
2442,postcode_not_in_seifa,161
2520,postcode_not_in_seifa,167
2522,postcode_not_in_seifa,158
2608,postcode_not_in_seifa,153
2610,postcode_not_in_seifa,134
2616,postcode_not_in_seifa,157
2624,matched_partial_scores,159
2678,matched_no_scores,143
2708,postcode_not_in_seifa,166
2751,postcode_not_in_seifa,173
2755,postcode_not_in_seifa,171
2890,postcode_not_in_seifa,166
2891,postcode_not_in_seifa,143
2901,postcode_not_in_seifa,185
3001,postcode_not_in_seifa,170
3005,postcode_not_in_seifa,156
3010,postcode_not_in_seifa,145
3050,postcode_not_in_seifa,141
3062,matched_no_scores,174
3086,postcode_not_in_seifa,144
3164,postcode_not_in_seifa,154
3176,postcode_not_in_seifa,147
3353,postcode_not_in_seifa,166
3354,postcode_not_in_seifa,170
3399,postcode_not_in_seifa,157
3402,postcode_not_in_seifa,160
3502,postcode_not_in_seifa,165
3552,postcode_not_in_seifa,158
3554,postcode_not_in_seifa,160
3619,postcode_not_in_seifa,150
3632,postcode_not_in_seifa,164
3643,postcode_not_in_seifa,165
3661,postcode_not_in_seifa,162
3671,postcode_not_in_seifa,156
3676,postcode_not_in_seifa,148
3689,postcode_not_in_seifa,138
3694,postcode_not_in_seifa,146
3724,postcode_not_in_seifa,188
3736,postcode_not_in_seifa,159
3800,postcode_not_in_seifa,160
3841,postcode_not_in_seifa,147
3852,matched_no_scores,149
3853,postcode_not_in_seifa,170
3989,postcode_not_in_seifa,151
4001,postcode_not_in_seifa,156
4002,postcode_not_in_seifa,181
4003,postcode_not_in_seifa,157
4004,postcode_not_in_seifa,143
4029,postcode_not_in_seifa,159
4072,postcode_not_in_seifa,164
4219,postcode_not_in_seifa,179
4222,postcode_not_in_seifa,180
4229,postcode_not_in_seifa,158
4230,postcode_not_in_seifa,154
4271,postcode_not_in_seifa,147
4345,postcode_not_in_seifa,166
4471,postcode_not_in_seifa,157
4475,postcode_not_in_seifa,173
4801,postcode_not_in_seifa,155
4803,postcode_not_in_seifa,173
4813,postcode_not_in_seifa,141
4857,postcode_not_in_seifa,162
5001,postcode_not_in_seifa,173
5005,postcode_not_in_seifa,163
5071,postcode_not_in_seifa,150
5111,matched_no_scores,156
5160,matched_partial_scores,155
5800,postcode_not_in_seifa,141
5810,postcode_not_in_seifa,165
5839,postcode_not_in_seifa,155
5942,postcode_not_in_seifa,163
5950,matched_no_scores,163
6001,postcode_not_in_seifa,170
6068,matched_no_scores,159
6090,matched_no_scores,160
6106,matched_partial_scores,158
6182,matched_no_scores,159
6231,postcode_not_in_seifa,196
6331,postcode_not_in_seifa,159
6332,postcode_not_in_seifa,174
6427,matched_no_scores,140
6433,postcode_not_in_seifa,152
6434,matched_no_scores,173
6435,postcode_not_in_seifa,171
6484,matched_no_scores,155
6531,postcode_not_in_seifa,139
6711,postcode_not_in_seifa,146
6712,matched_no_scores,181
6723,postcode_not_in_seifa,131
6731,postcode_not_in_seifa,159
6733,postcode_not_in_seifa,148
6761,postcode_not_in_seifa,156
6800,postcode_not_in_seifa,159
6803,postcode_not_in_seifa,151
6809,postcode_not_in_seifa,173
6817,postcode_not_in_seifa,155
6820,postcode_not_in_seifa,174
6827,postcode_not_in_seifa,161
6830,postcode_not_in_seifa,154
6831,postcode_not_in_seifa,186
6832,postcode_not_in_seifa,164
6837,postcode_not_in_seifa,164
6838,postcode_not_in_seifa,147
6839,postcode_not_in_seifa,159
6840,postcode_not_in_seifa,140
6841,postcode_not_in_seifa,159
6842,postcode_not_in_seifa,142
6843,postcode_not_in_seifa,147
6844,postcode_not_in_seifa,155
6845,postcode_not_in_seifa,132
6846,postcode_not_in_seifa,151
6847,postcode_not_in_seifa,145
6848,postcode_not_in_seifa,163
6849,postcode_not_in_seifa,170
6850,postcode_not_in_seifa,141
6865,postcode_not_in_seifa,174
6872,postcode_not_in_seifa,143
6892,postcode_not_in_seifa,143
6900,postcode_not_in_seifa,158
6901,postcode_not_in_seifa,157
6902,postcode_not_in_seifa,141
6903,postcode_not_in_seifa,132
6904,postcode_not_in_seifa,165
6905,postcode_not_in_seifa,176
6906,postcode_not_in_seifa,161
6907,postcode_not_in_seifa,161
6909,postcode_not_in_seifa,153
6910,postcode_not_in_seifa,156
6911,postcode_not_in_seifa,152
6912,postcode_not_in_seifa,152
6913,postcode_not_in_seifa,155
6914,postcode_not_in_seifa,158
6915,postcode_not_in_seifa,178
6916,postcode_not_in_seifa,166
6917,postcode_not_in_seifa,193
6918,postcode_not_in_seifa,154
6919,postcode_not_in_seifa,166
6920,postcode_not_in_seifa,155
6921,postcode_not_in_seifa,169
6922,postcode_not_in_seifa,153
6923,postcode_not_in_seifa,184
6924,postcode_not_in_seifa,172
6925,postcode_not_in_seifa,162
6926,postcode_not_in_seifa,157
6929,postcode_not_in_seifa,175
6931,postcode_not_in_seifa,169
6932,postcode_not_in_seifa,138
6933,postcode_not_in_seifa,164
6934,postcode_not_in_seifa,143
6935,postcode_not_in_seifa,168
6936,postcode_not_in_seifa,155
6937,postcode_not_in_seifa,173
6938,postcode_not_in_seifa,145
6939,postcode_not_in_seifa,162
6940,postcode_not_in_seifa,155
6941,postcode_not_in_seifa,138
6942,postcode_not_in_seifa,148
6943,postcode_not_in_seifa,170
6944,postcode_not_in_seifa,170
6945,postcode_not_in_seifa,177
6946,postcode_not_in_seifa,152
6947,postcode_not_in_seifa,165
6951,postcode_not_in_seifa,157
6952,postcode_not_in_seifa,146
6953,postcode_not_in_seifa,170
6954,postcode_not_in_seifa,155
6955,postcode_not_in_seifa,143
6956,postcode_not_in_seifa,161
6957,postcode_not_in_seifa,147
6958,postcode_not_in_seifa,166
6959,postcode_not_in_seifa,146
6960,postcode_not_in_seifa,157
6961,postcode_not_in_seifa,152
6963,postcode_not_in_seifa,183
6964,postcode_not_in_seifa,180
6965,postcode_not_in_seifa,159
6966,postcode_not_in_seifa,159
6967,postcode_not_in_seifa,155
6968,postcode_not_in_seifa,156
6969,postcode_not_in_seifa,147
6970,postcode_not_in_seifa,158
6979,postcode_not_in_seifa,158
6980,postcode_not_in_seifa,173
6981,postcode_not_in_seifa,162
6982,postcode_not_in_seifa,154
6983,postcode_not_in_seifa,159
6984,postcode_not_in_seifa,164
6985,postcode_not_in_seifa,144
6986,postcode_not_in_seifa,151
6987,postcode_not_in_seifa,161
6988,postcode_not_in_seifa,153
6989,postcode_not_in_seifa,164
6990,postcode_not_in_seifa,150
6991,postcode_not_in_seifa,181
6992,postcode_not_in_seifa,150
6997,postcode_not_in_seifa,158
7001,postcode_not_in_seifa,146
7002,postcode_not_in_seifa,178
7006,postcode_not_in_seifa,165
7051,postcode_not_in_seifa,160
7139,matched_no_scores,153
7151,postcode_not_in_seifa,163
8001,postcode_not_in_seifa,170
8002,postcode_not_in_seifa,175
8003,postcode_not_in_seifa,164
8004,postcode_not_in_seifa,153
8005,postcode_not_in_seifa,151
8006,postcode_not_in_seifa,153
8007,postcode_not_in_seifa,163
8008,postcode_not_in_seifa,164
8009,postcode_not_in_seifa,158
8010,postcode_not_in_seifa,164
8011,postcode_not_in_seifa,153
8012,postcode_not_in_seifa,135
8045,postcode_not_in_seifa,164
8051,postcode_not_in_seifa,146
8066,postcode_not_in_seifa,152
8069,postcode_not_in_seifa,155
8070,postcode_not_in_seifa,153
8071,postcode_not_in_seifa,170
8102,postcode_not_in_seifa,152
8107,postcode_not_in_seifa,165
8111,postcode_not_in_seifa,139
8120,postcode_not_in_seifa,159
8205,postcode_not_in_seifa,177
8785,postcode_not_in_seifa,144
9000,postcode_not_in_seifa,170
9001,postcode_not_in_seifa,137
9002,postcode_not_in_seifa,158
9005,postcode_not_in_seifa,171
9007,postcode_not_in_seifa,161
9009,postcode_not_in_seifa,134
9010,postcode_not_in_seifa,167
9013,postcode_not_in_seifa,137
9015,postcode_not_in_seifa,136
9464,postcode_not_in_seifa,165
9726,postcode_not_in_seifa,178
9999,postcode_not_in_seifa,149
