merchant_abn,merchant_name,merchant_category,merchant_pricing_level,merchant_take_rate_pct,has_merchant_master_record,total_transactions,total_revenue,avg_transaction_value,unique_consumers,repeat_consumer_share,first_order_date,last_order_date,active_months_all_time,potential_months_in_window,active_months_in_window,transactions_in_window,normalized_monthly_revenue_trend,monthly_revenue_cv,low_sample_short_window,low_sample_few_transactions,low_sample_few_active_months,low_sample_growth_estimate,estimated_bnpl_revenue,regional_data_coverage_rate_all_sources,census_data_coverage_rate,seifa_data_coverage_rate,ato_data_coverage_rate,regional_data_coverage_rate_all_sources_by_count,census_data_coverage_rate_by_count,seifa_data_coverage_rate_by_count,ato_data_coverage_rate_by_count,ato_small_denominator_share_of_matched,census_population,census_median_household_income_weekly,census_avg_household_size,census_single_parent_family_share,census_couple_with_children_family_share,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,seifa_irsd_national_decile,seifa_irsad_national_decile,seifa_ier_national_decile,ato_taxable_income_or_loss_per_reporter,ato_salary_or_wages_per_recipient,ato_net_tax_payer_share
10342410215,Facilisis Facilisis Corp.,"computers, computer peripheral equipment, and software",A,6.34,true,857,329459.64962624566,384.43366350787124,850,0.00823529411764706,2021-02-28,2022-10-26,21,19,19,823,0.014889449927401474,0.2222309710093244,false,false,false,false,20887.741786303974,0.8021985489429843,0.8230520974313364,0.8230520974313364,0.8235987275965672,0.8074679113185531,0.8296382730455076,0.8296382730455076,0.8296382730455076,0.10407876230661041,9922.887482419128,1598.2489451476793,2.467605633802817,0.14044401034557136,0.39373354867870103,4.577074542897328,58.86962025316456,5.5607344632768365,5.545197740112994,5.583333333333333,69594.91364124423,65170.87942337076,0.7354423021596763
10346855916,Odio Institute,"equipment, tool, furniture, and appliance rent al and leasing",B,3.57,true,9,17902.68655910833,1989.187395456481,9,0.0,2021-04-14,2022-08-29,6,17,6,9,0.03897128581839288,1.7765981989070658,false,true,false,true,639.1259101601673,0.8859317892676473,0.8859317892676473,0.8859317892676473,0.8859317892676473,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,7560.0,1666.25,2.55,0.12805712031481248,0.41441835077416805,4.3125,58.2125,5.875,5.75,6.875,68413.75737550385,63278.60701161399,0.7496300016435264
10364012396,Rutrum Justo Ltd,"music shops - musical instruments, pianos, and sheet music",B,3.63,true,40,18297.594140397938,457.4398535099484,40,0.0,2021-04-30,2022-10-04,17,18,16,39,0.0726202776203114,0.936150817836934,false,false,false,false,664.2026672964452,0.8466771943824954,0.8627223693797995,0.8627223693797995,0.8574329690096414,0.825,0.85,0.85,0.875,0.11428571428571428,12096.382352941177,1925.0882352941176,2.5647058823529414,0.13404401444273037,0.42950683751859153,4.382352941176471,60.3235294117647,5.735294117647059,6.264705882352941,6.0,78557.6415997689,73847.70062322763,0.7435439017287834
10385011947,Tellus Foundation,artist supply and craft shops,B,3.17,true,26,16714.578215266047,642.868392894848,26,0.0,2021-04-28,2022-09-13,15,18,15,26,0.028269173439518652,0.839037210894389,false,false,false,false,529.8521294239337,0.7629060844977198,0.8073447766077795,0.8073447766077795,0.8020633991639268,0.7692307692307693,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.09523809523809523,7295.809523809524,1513.095238095238,2.4380952380952383,0.13633553890849126,0.4115243159540742,6.457142857142857,56.0095238095238,4.9523809523809526,5.0,5.190476190476191,66486.460707673,62386.215598013754,0.7315161090013427
10385163239,Sed Et Company,"florists supplies, nursery stock, and flowers",A,6.61,true,74,25193.463105449715,340.45220412769885,73,0.0136986301369863,2021-04-19,2022-10-25,19,18,18,68,0.03111055818741751,0.5554975745965787,false,false,false,false,1665.2879112702262,0.8659685817534961,0.8900845689708955,0.8900845689708955,0.9212628812068598,0.8378378378378378,0.8648648648648649,0.8648648648648649,0.8918918918918919,0.09090909090909091,9472.609375,1742.140625,2.5500000000000003,0.14286180715991112,0.4254431535480573,4.2734375,61.28125000000001,5.9375,5.875,6.03125,70935.32452322653,66610.05743410286,0.7489942290397436
10385250025,Id Ltd,"computers, computer peripheral equipment, and software",A,5.54,true,667,334918.45859132404,502.1266245746987,661,0.009077155824508321,2021-02-28,2022-10-24,21,19,19,641,0.013295209354885455,0.2734865094784896,false,false,false,false,18554.48260595935,0.820888104143221,0.8357353804440204,0.8357353804440204,0.843300945114778,0.8200899550224887,0.8395802098950524,0.8395802098950524,0.8395802098950524,0.075,9442.642857142857,1597.7928571428572,2.457014388489209,0.1383463251669798,0.3977257553186828,4.664464285714287,58.96053571428572,5.550541516245487,5.521660649819495,5.433212996389892,68155.64594189265,64094.619958878466,0.733315517391778
10404542215,Consequat Foundation,"antique shops - sales, repairs, and restoration services",A,6.93,true,1,22773.975280323484,22773.975280323484,1,0.0,2021-10-24,2021-10-24,1,1,1,1,nan,,true,true,true,true,1578.2364869264172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2026.0,1412.0,2.4,0.09441233140655106,0.4046242774566474,1.6,66.3,6.0,5.0,6.0,55755.06767515923,50517.89047097481,0.7250965250965251
10430380319,Sit Amet Nulla Corp.,motor vehicle supplies and new parts,B,4.97,true,156,53673.33102873635,344.0598142867715,156,0.0,2021-03-02,2022-10-26,20,19,19,146,0.02128782708350188,0.3257057992143841,false,false,false,false,2667.5645521281963,0.794350790349561,0.845538025410942,0.845538025410942,0.8209708592719723,0.8269230769230769,0.8653846153846154,0.8653846153846154,0.8525641025641025,0.08270676691729323,11066.481481481482,1525.1185185185186,2.4186567164179107,0.1485843393654806,0.38800924973213863,4.946666666666666,58.35259259259259,5.052238805970149,5.126865671641791,4.947761194029851,67278.58922044262,63837.56112413279,0.7313852076493863
10441711491,Massa Vestibulum Foundation,motor vehicle supplies and new parts,A,5.77,true,4,23836.884845394132,5959.221211348533,4,0.0,2021-03-29,2022-06-30,4,16,4,4,0.009148889692403581,1.985312992057685,false,true,false,true,1375.3882555792413,0.7238204057893869,0.7238204057893869,0.7238204057893869,0.7238204057893869,0.75,0.75,0.75,0.75,0.0,25248.666666666668,1558.6666666666667,2.6666666666666665,0.17637455245263575,0.4239476129974103,6.466666666666666,56.300000000000004,3.6666666666666665,4.333333333333333,4.0,59392.69001663823,59507.46528858733,0.7413053989537338
10462560289,Ut Consulting,"gift, card, novelty, and souvenir shops",C,2.95,true,1650,59610.28750314465,36.12744697160282,1587,0.03969754253308128,2021-02-28,2022-10-26,21,19,19,1560,0.01529119829084243,0.18213114585029008,false,false,false,false,1758.5034813427674,0.773008070803747,0.8005408852346748,0.8005408852346748,0.7972014254421546,0.7933333333333333,0.823030303030303,0.823030303030303,0.8115151515151515,0.09932785660941,9585.382179675995,1602.6693667157585,2.4463414634146345,0.13557581061548107,0.39048420670669653,4.671428571428573,58.924963181148755,5.4575260804769,5.4575260804769,5.411326378539493,69761.03431299583,64572.41624781296,0.7353545834499103
10463252268,Id Mollis Corporation,artist supply and craft shops,A,6.61,true,75,40820.14872246028,544.2686496328038,75,0.0,2021-03-13,2022-10-23,20,19,19,72,0.008651935678948484,0.4865880181416517,false,false,false,false,2698.211830554625,0.7643482009300379,0.8104672345684516,0.8104672345684516,0.8091801816074732,0.8,0.8533333333333334,0.8533333333333334,0.8133333333333334,0.08196721311475409,6305.984375,1504.546875,2.434375,0.13180836404375043,0.37471373810118275,4.501562500000001,58.18749999999999,5.21875,5.21875,5.375,66086.6880221119,61403.974931680736,0.7259152924547082
10487253336,Laoreet Lectus Associates,artist supply and craft shops,B,3.92,true,2511,1125825.3599331775,448.3573715385016,2395,0.04676409185803758,2021-02-28,2022-10-26,21,19,19,2354,0.01717241905122855,0.2134311528412284,false,false,false,false,44132.354109380554,0.811939901429448,0.8415708581448315,0.8415708581448315,0.8260699208602793,0.8136200716845878,0.8414974113898845,0.8414974113898845,0.8307447232178415,0.10738255033557047,9451.628017037388,1595.8471367723616,2.465481270744428,0.13940129100722481,0.395488918237994,4.686796024609562,58.75324183625175,5.4553699284009545,5.435799522673031,5.453937947494033,68382.81118339261,64037.11329042507,0.7359598474863047
10530696903,Ut Semper Industries,"books, periodicals, and newspapers",A,6.46,true,675,285399.463032764,422.8140193077985,666,0.013513513513513514,2021-02-28,2022-10-26,21,19,19,639,0.022996406542875044,0.3124377393488318,false,false,false,false,18436.805311916552,0.8191184039982397,0.8438875110044045,0.8438875110044045,0.8370363538689762,0.7985185185185185,0.8281481481481482,0.8281481481481482,0.8222222222222222,0.10990990990990991,9269.796064400716,1588.021466905188,2.4514388489208634,0.1365487013176996,0.39176051026722,4.768872987477639,58.8499105545617,5.568840579710145,5.505434782608695,5.581521739130435,68564.04560088657,64341.766677603206,0.7346762411795467
10545955006,Lacus Vestibulum Inc.,"florists supplies, nursery stock, and flowers",A,6.16,true,439,198542.55874644595,452.26095386434156,439,0.0,2021-03-01,2022-10-26,20,19,19,422,0.00903475649507153,0.30471695584556613,false,false,false,false,12230.221618781072,0.8092272453722256,0.8357451460648805,0.8357451460648805,0.8243546996079116,0.8018223234624146,0.826879271070615,0.826879271070615,0.8200455580865603,0.10833333333333334,10340.65564738292,1641.6501377410468,2.4761772853185606,0.13721884789465072,0.4043443833617613,4.6143250688705235,59.737465564738294,5.606145251396648,5.522346368715084,5.572625698324022,69922.20141358564,65297.57775856253,0.7400948622935554
10553813474,Commodo Hendrerit Donec Corporation,artist supply and craft shops,B,4.31,true,829,246129.3477526009,296.89909258456083,817,0.014687882496940025,2021-03-01,2022-10-26,20,19,19,776,0.0069817301079546645,0.2586027006901765,false,false,false,false,10608.174888137099,0.8201124857012886,0.8472558615144499,0.8472558615144499,0.8424682133365485,0.8094089264173703,0.8347406513872135,0.8347406513872135,0.8311218335343787,0.09724238026124818,8799.583815028902,1567.4985549132948,2.447178002894356,0.14113161242282873,0.38751696356739485,4.622109826589596,58.78757225433526,5.25801749271137,5.243440233236152,5.424198250728863,67808.97630991292,63226.87519860372,0.7323974531290156
10596295795,Egestas A Associates,"jewelry, watch, clock, and silverware shops",A,6.84,true,102,1177453.878379694,11543.665474310725,101,0.009900990099009901,2021-03-05,2022-10-25,20,19,19,99,0.038771116646843365,0.5953572448563852,false,false,false,false,80537.84528117106,0.7641366796249297,0.7959493350918585,0.7959493350918585,0.786002880598516,0.803921568627451,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.13095238095238096,8832.380952380952,1538.142857142857,2.4488095238095235,0.132193023392178,0.3884217616937134,4.4452380952380945,59.73690476190476,5.369047619047619,5.261904761904762,5.523809523809524,64417.03412599904,61576.40303474086,0.7346421969080156
10618089367,Enim Consequat Institute,"stationery, office supplies and printing and writing paper",B,4.01,true,3412,1281450.367229931,375.5716199384323,3191,0.06769037919147602,2021-02-28,2022-10-26,21,19,19,3242,0.009200834019681307,0.17813178746116548,false,false,false,false,51386.15972592023,0.8005285765776922,0.8253117536150838,0.8253117536150838,0.8268552636920317,0.8089097303634232,0.835873388042204,0.835873388042204,0.8300117233294255,0.08403954802259887,9977.766129032258,1614.6690042075736,2.4596491228070185,0.13975918639260781,0.39653117071696253,4.584081346423561,59.20725806451614,5.430134086097389,5.46894848270995,5.404022582921666,68721.0641167301,64839.18118421115,0.7372504320229887
10648956813,Proin Nisl Institute,"computers, computer peripheral equipment, and software",A,6.66,true,21981,1419600.2971491953,64.58306251531756,14380,0.3889429763560501,2021-02-28,2022-10-26,21,19,19,20823,0.013733759750284166,0.1630640657873094,false,false,false,false,94545.3797901364,0.8051488841800146,0.8323055521499992,0.8323055521499992,0.8262543691331345,0.8051044083526682,0.8324007097038352,0.8324007097038352,0.8264410172421637,0.09578333149840361,9655.234847242717,1603.2877520905067,2.4600624281255037,0.13812657005318166,0.3948618431143243,4.59376400502815,59.10635623326231,5.464661488459208,5.464441139205641,5.474191593675976,68805.04969777366,64491.92456534438,0.7357645371702441
10651113986,Sed Et Libero PC,tent and awning shops,B,3.25,true,72,48054.37038696266,667.4218109300369,72,0.0,2021-03-03,2022-10-26,20,19,19,69,0.05469263682781879,0.6631778843850166,false,false,false,false,1561.7670375762866,0.8142182246743104,0.8268106063297941,0.8268106063297941,0.8404631061573385,0.7777777777777778,0.8055555555555556,0.8055555555555556,0.8194444444444444,0.11864406779661017,14150.724137931034,1514.2241379310344,2.473684210526316,0.14210198104723293,0.38698350159527034,4.779310344827587,57.73275862068966,5.087719298245614,5.157894736842105,5.298245614035087,65813.60656159931,63163.77242572645,0.7292819323101051
10672322914,,,,,false,107,413861.3537352122,3867.8631190206747,107,0.0,2021-03-01,2022-10-19,20,19,19,105,-0.017166393339948266,0.5410210032727121,false,false,false,false,,0.8502433624489565,0.8815360819464363,0.8815360819464363,0.8722714200241912,0.8691588785046729,0.897196261682243,0.897196261682243,0.8878504672897196,0.09473684210526316,10164.0625,1597.53125,2.43125,0.14085001352157192,0.39989571028924015,4.063541666666667,59.63229166666667,5.378947368421053,5.231578947368421,5.347368421052631,69946.45132372496,64422.616019883615,0.7461477886451702
10702078694,Fermentum Risus Foundation,"gift, card, novelty, and souvenir shops",A,5.95,true,418,38330.24720994625,91.69915600465609,412,0.014563106796116505,2021-03-04,2022-10-25,20,19,19,404,0.026362359777743722,0.26005789345353664,false,false,false,false,2280.6497089918016,0.8072621996528428,0.8461752059444535,0.8461752059444535,0.8405807107212392,0.8086124401913876,0.8492822966507177,0.8492822966507177,0.8325358851674641,0.08620689655172414,9714.85352112676,1623.8281690140846,2.443661971830986,0.13853214532964667,0.3917837233779558,4.648169014084506,59.85943661971831,5.515759312320917,5.458452722063037,5.441260744985673,70634.04494227318,66081.93549416929,0.7399133911475065
10714068705,Sollicitudin Commodo Ipsum Industries,"furniture, home furnishings and equipment shops, and manufacturers, except appliances",C,2.51,true,3452,435524.66151573265,126.16589267547296,3233,0.06464583977729663,2021-02-28,2022-10-26,21,19,19,3287,0.0236319731925894,0.2144215099060686,false,false,false,false,10931.669004044888,0.8100046074935568,0.8371303859352202,0.8371303859352202,0.8339713994377022,0.8119930475086906,0.839513325608343,0.839513325608343,0.8363267670915412,0.09075164530654659,9544.07142857143,1623.4458247066943,2.4728339661719008,0.13545463490075768,0.3975969940590494,4.507763975155278,59.28854382332641,5.557291666666667,5.537152777777778,5.645138888888889,69093.12496603657,64675.314297885154,0.7351142001576234
10739268011,Libero Proin Mi Incorporated,art dealers and galleries,A,6.25,true,8,33985.69250425183,4248.211563031478,8,0.0,2021-03-02,2022-09-16,8,19,8,8,0.10062856377765532,1.4299815420135407,false,true,false,true,2124.105781515739,0.5667127872828607,0.5667127872828607,0.5667127872828607,0.7219391278485808,0.625,0.625,0.625,0.75,0.0,13915.0,1391.0,2.38,0.1891677785114424,0.3572072178586535,5.14,56.86,3.2,3.0,3.6,58308.33499513404,57473.084333896964,0.7730844931753325
10746056613,Risus Associates,"music shops - musical instruments, pianos, and sheet music",A,6.76,true,237,18162.011255930334,76.632958885782,236,0.00423728813559322,2021-03-05,2022-10-26,20,19,19,220,0.0005777967325325254,0.23509810609469883,false,false,false,false,1227.7519609008905,0.8144353158682567,0.8660198020164056,0.8660198020164056,0.823232946308886,0.8607594936708861,0.8945147679324894,0.8945147679324894,0.869198312236287,0.06796116504854369,10039.103773584906,1646.5,2.4739336492890995,0.13731623658630693,0.396489116771906,4.518867924528301,59.375,5.771428571428571,5.609523809523809,5.79047619047619,70799.93387930092,65382.87979490763,0.7388228127232389
10848766800,Ut Dolor Dapibus LLP,bicycle shops - sales and service,C,2.08,true,1775,216564.8231745399,122.00835108424783,1715,0.03440233236151603,2021-02-28,2022-10-26,21,19,19,1666,0.007041084157549362,0.24471548435781063,false,false,false,false,4504.5483220304295,0.7899915255240103,0.829519236670506,0.829519236670506,0.8098483397136432,0.7819718309859155,0.8191549295774648,0.8191549295774648,0.8050704225352112,0.10496850944716585,9020.76272352132,1627.118294360385,2.4807029634734667,0.1368406310127778,0.3997049276328889,4.5792984869326,59.43995873452545,5.589993050729674,5.578179291174426,5.630993745656706,68759.57793688875,64669.93929182835,0.7369552461995468
10854978569,Dui Cras Pellentesque Limited,"computers, computer peripheral equipment, and software",B,4.23,true,98,32571.846147108,332.36577701130614,98,0.0,2021-03-05,2022-10-25,20,19,19,91,0.049046877187297645,0.7751278045693882,false,false,false,false,1377.7890920226687,0.7895409762424945,0.8148727171549641,0.8148727171549641,0.799290663240503,0.7959183673469388,0.826530612244898,0.826530612244898,0.8061224489795918,0.06329113924050633,9411.308641975309,1508.8395061728395,2.439506172839506,0.14253725170019296,0.38517700441219216,4.360493827160494,57.581481481481475,4.962962962962963,5.0,5.333333333333333,68025.44695194539,61846.56650762718,0.7249591329266214
10860706939,Vitae Aliquet Nec Associates,"furniture, home furnishings and equipment shops, and manufacturers, except appliances",C,2.99,true,364,32465.46173765789,89.19082894960958,359,0.013927576601671309,2021-03-01,2022-10-25,20,19,19,341,0.014903864631277889,0.2816809272984136,false,false,false,false,970.7173059559709,0.8110409417768676,0.8321080334755644,0.8321080334755644,0.8404090941625544,0.8379120879120879,0.8626373626373627,0.8626373626373627,0.8653846153846154,0.07936507936507936,9724.108280254777,1623.4713375796177,2.47515923566879,0.13839030667720661,0.40375982720026393,4.554777070063694,58.96496815286623,5.522435897435898,5.516025641025641,5.548076923076923,69180.67798456812,64744.906357839005,0.7373903365059478
10881038707,Sed Facilisis Vitae Incorporated,"jewelry, watch, clock, and silverware shops",A,6.24,true,5,58464.24765242803,11692.849530485606,5,0.0,2021-05-15,2022-08-11,5,16,5,5,-0.14777134830387606,1.8389033047386818,false,true,false,true,3648.169053511509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7659.8,1792.6,2.58,0.12007042412771737,0.451985647318783,4.0600000000000005,60.48,7.2,7.0,7.6,85283.83500968824,68762.57663683276,0.748359444951842
10901349044,Per Inceptos Company,"gift, card, novelty, and souvenir shops",A,5.96,true,1282,136320.7510974195,106.33443923355655,1251,0.02478017585931255,2021-02-28,2022-10-26,21,19,19,1214,0.010909212732747644,0.2327779791839474,false,false,false,false,8124.716765406203,0.7951006710711098,0.8217465708263548,0.8217465708263548,0.8179415883341915,0.7987519500780031,0.8252730109204368,0.8252730109204368,0.8237129485179407,0.11174242424242424,8227.22495274102,1569.7400756143668,2.4574810606060598,0.13952839809663742,0.39411597369517887,4.5957466918714545,58.95519848771266,5.372848948374761,5.326959847036329,5.461759082217974,67573.52168144124,63812.760376380924,0.7332851183870499
10922217544,Justo Associates,"watch, clock, and jewelry repair shops",C,1.68,true,70,11127.073530938138,158.95819329911626,70,0.0,2021-02-28,2022-10-23,21,19,19,66,-0.0006674718272348914,0.45908634321844866,false,false,false,false,186.9348353197607,0.8190367467362213,0.8551169767875423,0.8551169767875423,0.839745300048274,0.8285714285714286,0.8714285714285714,0.8714285714285714,0.8428571428571429,0.03389830508474576,8305.573770491803,1695.377049180328,2.4583333333333335,0.13182606070116,0.39946457858071455,4.877049180327868,59.74590163934427,5.666666666666667,5.683333333333334,5.533333333333333,74560.10995013847,67422.52020799801,0.7539765325689041
10930486968,Metus Vitae Velit LLP,"gift, card, novelty, and souvenir shops",A,5.73,true,445,49521.4666447478,111.28419470729843,442,0.006787330316742082,2021-02-28,2022-10-25,21,19,19,418,0.02155525282349462,0.3078329963512949,false,false,false,false,2837.5800387440495,0.8078683879265743,0.8287926770361316,0.8287926770361316,0.8316759635598959,0.7932584269662921,0.8202247191011236,0.8202247191011236,0.8247191011235955,0.09264305177111716,9854.673972602739,1605.1068493150685,2.443526170798899,0.1387941046111698,0.39407456626569204,4.5569863013698635,59.62465753424657,5.345303867403315,5.392265193370166,5.323204419889502,68654.47917557404,64598.0483853458,0.7358048406303722
10945019164,Nam Associates,"digital goods: books, movies, music",A,5.99,true,1339,115634.15346385131,86.35859108577394,1305,0.02528735632183908,2021-02-28,2022-10-25,21,19,19,1273,0.02252191702108219,0.19696991393039864,false,false,false,false,6926.485792484693,0.7950588099185302,0.8259113164896674,0.8259113164896674,0.8141982277452069,0.7998506348020911,0.8259895444361464,0.8259895444361464,0.818521284540702,0.0948905109489051,9053.753164556962,1577.0949367088608,2.452307692307692,0.13789020162007243,0.39580275990057384,4.477667269439422,58.79222423146474,5.449591280653951,5.405994550408719,5.504995458673933,67568.41544147531,63580.081698217735,0.7328366167308092
