external_postcode,external_postcode_status,census_matched,seifa_matched,ato_matched,rows
1121,postcode_not_in_any_source,false,false,false,5845
1122,postcode_not_in_any_source,false,false,false,5269
1123,postcode_not_in_any_source,false,false,false,4757
1124,postcode_not_in_any_source,false,false,false,5963
1125,postcode_not_in_any_source,false,false,false,4154
1126,postcode_not_in_any_source,false,false,false,4159
1127,postcode_not_in_any_source,false,false,false,4734
1128,postcode_not_in_any_source,false,false,false,2940
1129,postcode_not_in_any_source,false,false,false,5934
1130,postcode_not_in_any_source,false,false,false,7113
1131,postcode_not_in_any_source,false,false,false,3481
1132,postcode_not_in_any_source,false,false,false,4128
1133,postcode_not_in_any_source,false,false,false,5907
1134,postcode_not_in_any_source,false,false,false,3521
1135,postcode_not_in_any_source,false,false,false,3517
1136,postcode_not_in_any_source,false,false,false,4128
1137,postcode_not_in_any_source,false,false,false,5894
1138,postcode_not_in_any_source,false,false,false,4111
1139,postcode_not_in_any_source,false,false,false,2365
1140,postcode_not_in_any_source,false,false,false,4121
1141,postcode_not_in_any_source,false,false,false,4682
1142,postcode_not_in_any_source,false,false,false,2989
1143,postcode_not_in_any_source,false,false,false,5307
1144,postcode_not_in_any_source,false,false,false,7657
1145,postcode_not_in_any_source,false,false,false,4689
1146,postcode_not_in_any_source,false,false,false,4077
1147,postcode_not_in_any_source,false,false,false,2366
1148,postcode_not_in_any_source,false,false,false,1733
1149,postcode_not_in_any_source,false,false,false,4128
1150,postcode_not_in_any_source,false,false,false,3510
1151,postcode_not_in_any_source,false,false,false,4097
1152,postcode_not_in_any_source,false,false,false,5333
1153,postcode_not_in_any_source,false,false,false,3542
1154,postcode_not_in_any_source,false,false,false,1170
1155,postcode_not_in_any_source,false,false,false,4158
1156,postcode_not_in_any_source,false,false,false,5316
1157,postcode_not_in_any_source,false,false,false,6476
1158,postcode_not_in_any_source,false,false,false,4127
1159,postcode_not_in_any_source,false,false,false,2374
1160,postcode_not_in_any_source,false,false,false,4722
1161,postcode_not_in_any_source,false,false,false,5922
1162,postcode_not_in_any_source,false,false,false,6476
1163,postcode_not_in_any_source,false,false,false,4726
1164,postcode_not_in_any_source,false,false,false,1764
1165,postcode_not_in_any_source,false,false,false,2928
1166,postcode_not_in_any_source,false,false,false,5312
1167,postcode_not_in_any_source,false,false,false,2355
1168,postcode_not_in_any_source,false,false,false,5849
1169,postcode_not_in_any_source,false,false,false,7068
1170,postcode_not_in_any_source,false,false,false,4141
1171,postcode_not_in_any_source,false,false,false,2934
1172,postcode_not_in_any_source,false,false,false,8269
1173,postcode_not_in_any_source,false,false,false,8271
1174,postcode_not_in_any_source,false,false,false,4725
1175,postcode_not_in_any_source,false,false,false,4684
1176,postcode_not_in_any_source,false,false,false,5351
1177,postcode_not_in_any_source,false,false,false,5863
1178,postcode_not_in_any_source,false,false,false,4162
1179,postcode_not_in_any_source,false,false,false,2371
1180,postcode_not_in_any_source,false,false,false,5316
1181,postcode_not_in_any_source,false,false,false,3522
1182,postcode_not_in_any_source,false,false,false,4733
1183,postcode_not_in_any_source,false,false,false,4721
1184,postcode_not_in_any_source,false,false,false,4646
1185,postcode_not_in_any_source,false,false,false,3518
1186,postcode_not_in_any_source,false,false,false,2378
1187,postcode_not_in_any_source,false,false,false,2351
1188,postcode_not_in_any_source,false,false,false,1769
1189,postcode_not_in_any_source,false,false,false,4126
1190,postcode_not_in_any_source,false,false,false,2955
1191,postcode_not_in_any_source,false,false,false,5329
1192,postcode_not_in_any_source,false,false,false,6480
1193,postcode_not_in_any_source,false,false,false,4668
1194,postcode_not_in_any_source,false,false,false,2980
1195,postcode_not_in_any_source,false,false,false,4127
1196,postcode_not_in_any_source,false,false,false,3538
1197,postcode_not_in_any_source,false,false,false,3558
1198,postcode_not_in_any_source,false,false,false,4111
1199,postcode_not_in_any_source,false,false,false,2954
1201,postcode_not_in_any_source,false,false,false,4742
1202,postcode_not_in_any_source,false,false,false,5889
1203,postcode_not_in_any_source,false,false,false,4769
1205,postcode_not_in_any_source,false,false,false,2377
1207,postcode_not_in_any_source,false,false,false,3533
1208,postcode_not_in_any_source,false,false,false,5887
1209,postcode_not_in_any_source,false,false,false,3557
1210,postcode_not_in_any_source,false,false,false,4707
1211,postcode_not_in_any_source,false,false,false,5270
1212,postcode_not_in_any_source,false,false,false,3523
1213,postcode_not_in_any_source,false,false,false,3536
1214,postcode_not_in_any_source,false,false,false,4097
1215,postcode_not_in_any_source,false,false,false,4718
1216,postcode_not_in_any_source,false,false,false,2374
1217,postcode_not_in_any_source,false,false,false,4726
1218,postcode_not_in_any_source,false,false,false,5314
1219,postcode_not_in_any_source,false,false,false,6479
1220,postcode_not_in_any_source,false,false,false,3531
1221,postcode_not_in_any_source,false,false,false,5892
1222,postcode_not_in_any_source,false,false,false,4726
1223,postcode_not_in_any_source,false,false,false,2963
1224,postcode_not_in_any_source,false,false,false,5314
1225,postcode_not_in_any_source,false,false,false,1767
1226,postcode_not_in_any_source,false,false,false,5332
1227,postcode_not_in_any_source,false,false,false,4688
1228,postcode_not_in_any_source,false,false,false,2944
1229,postcode_not_in_any_source,false,false,false,5885
1230,postcode_not_in_any_source,false,false,false,7034
1231,postcode_not_in_any_source,false,false,false,3601
1232,postcode_not_in_any_source,false,false,false,4126
1233,postcode_not_in_any_source,false,false,false,4108
1234,postcode_not_in_any_source,false,false,false,7088
1235,postcode_not_in_any_source,false,false,false,4099
1236,postcode_not_in_any_source,false,false,false,4124
1237,postcode_not_in_any_source,false,false,false,5309
1238,postcode_not_in_any_source,false,false,false,5932
1239,postcode_not_in_any_source,false,false,false,4752
1240,matched_any_source,false,false,true,2372
1291,postcode_not_in_any_source,false,false,false,3515
1292,postcode_not_in_any_source,false,false,false,3507
1293,postcode_not_in_any_source,false,false,false,2923
1294,postcode_not_in_any_source,false,false,false,3556
1295,postcode_not_in_any_source,false,false,false,4108
1296,postcode_not_in_any_source,false,false,false,5966
1297,postcode_not_in_any_source,false,false,false,1162
1298,postcode_not_in_any_source,false,false,false,1169
1299,postcode_not_in_any_source,false,false,false,6515
1300,postcode_not_in_any_source,false,false,false,8842
1314,postcode_not_in_any_source,false,false,false,7679
1335,postcode_not_in_any_source,false,false,false,3537
1340,postcode_not_in_any_source,false,false,false,7082
1350,postcode_not_in_any_source,false,false,false,4697
1355,matched_any_source,false,false,true,585
1360,postcode_not_in_any_source,false,false,false,3534
1401,postcode_not_in_any_source,false,false,false,6514
1419,postcode_not_in_any_source,false,false,false,2926
1420,postcode_not_in_any_source,false,false,false,5294
1422,postcode_not_in_any_source,false,false,false,2943
1423,postcode_not_in_any_source,false,false,false,3563
1424,postcode_not_in_any_source,false,false,false,3524
1425,postcode_not_in_any_source,false,false,false,4186
1426,postcode_not_in_any_source,false,false,false,5892
1427,postcode_not_in_any_source,false,false,false,4131
1428,postcode_not_in_any_source,false,false,false,4701
1429,postcode_not_in_any_source,false,false,false,4140
1430,postcode_not_in_any_source,false,false,false,2945
1435,postcode_not_in_any_source,false,false,false,2949
1440,postcode_not_in_any_source,false,false,false,5314
1441,postcode_not_in_any_source,false,false,false,4138
1445,postcode_not_in_any_source,false,false,false,5939
1450,postcode_not_in_any_source,false,false,false,3567
1455,postcode_not_in_any_source,false,false,false,2370
1460,postcode_not_in_any_source,false,false,false,2943
1465,postcode_not_in_any_source,false,false,false,2366
1466,postcode_not_in_any_source,false,false,false,2327
1470,postcode_not_in_any_source,false,false,false,4103
1475,postcode_not_in_any_source,false,false,false,4096
1476,postcode_not_in_any_source,false,false,false,7090
1480,postcode_not_in_any_source,false,false,false,7082
1481,postcode_not_in_any_source,false,false,false,4155
1484,postcode_not_in_any_source,false,false,false,7018
1485,postcode_not_in_any_source,false,false,false,6445
1490,postcode_not_in_any_source,false,false,false,5870
1493,postcode_not_in_any_source,false,false,false,3555
1495,postcode_not_in_any_source,false,false,false,4724
1499,postcode_not_in_any_source,false,false,false,4697
1515,postcode_not_in_any_source,false,false,false,7693
1560,postcode_not_in_any_source,false,false,false,4744
1565,postcode_not_in_any_source,false,false,false,3535
1570,postcode_not_in_any_source,false,false,false,4736
1585,postcode_not_in_any_source,false,false,false,5306
1590,postcode_not_in_any_source,false,false,false,4127
1595,postcode_not_in_any_source,false,false,false,2959
1597,postcode_not_in_any_source,false,false,false,4176
1602,postcode_not_in_any_source,false,false,false,4141
1630,postcode_not_in_any_source,false,false,false,4711
1635,postcode_not_in_any_source,false,false,false,5285
1639,postcode_not_in_any_source,false,false,false,3535
1640,postcode_not_in_any_source,false,false,false,3541
1655,postcode_not_in_any_source,false,false,false,4675
1658,postcode_not_in_any_source,false,false,false,4704
1660,postcode_not_in_any_source,false,false,false,3505
1670,postcode_not_in_any_source,false,false,false,3562
1675,postcode_not_in_any_source,false,false,false,2379
1680,postcode_not_in_any_source,false,false,false,4722
1685,postcode_not_in_any_source,false,false,false,5897
1700,postcode_not_in_any_source,false,false,false,4713
1710,postcode_not_in_any_source,false,false,false,6503
1715,postcode_not_in_any_source,false,false,false,2936
1730,postcode_not_in_any_source,false,false,false,5252
1740,postcode_not_in_any_source,false,false,false,2976
1741,postcode_not_in_any_source,false,false,false,8208
1750,postcode_not_in_any_source,false,false,false,3551
1755,postcode_not_in_any_source,false,false,false,4743
1765,postcode_not_in_any_source,false,false,false,6461
1771,postcode_not_in_any_source,false,false,false,4721
1781,postcode_not_in_any_source,false,false,false,5337
1790,postcode_not_in_any_source,false,false,false,4728
1800,postcode_not_in_any_source,false,false,false,5330
1805,postcode_not_in_any_source,false,false,false,4712
1811,postcode_not_in_any_source,false,false,false,6483
1819,postcode_not_in_any_source,false,false,false,11245
1825,postcode_not_in_any_source,false,false,false,6481
1830,postcode_not_in_any_source,false,false,false,5329
1831,postcode_not_in_any_source,false,false,false,3517
1835,postcode_not_in_any_source,false,false,false,2340
1851,postcode_not_in_any_source,false,false,false,5899
1860,postcode_not_in_any_source,false,false,false,2926
1871,postcode_not_in_any_source,false,false,false,5941
1875,postcode_not_in_any_source,false,false,false,4774
1885,postcode_not_in_any_source,false,false,false,5895
1888,postcode_not_in_any_source,false,false,false,5880
1890,postcode_not_in_any_source,false,false,false,5284
1891,postcode_not_in_any_source,false,false,false,2372
2001,matched_any_source,false,false,true,589
2002,matched_any_source,false,false,true,4725
2004,postcode_not_in_any_source,false,false,false,3521
2006,postcode_not_in_any_source,false,false,false,2979
2012,matched_any_source,false,false,true,5325
2013,postcode_not_in_any_source,false,false,false,5909
2052,matched_any_source,false,false,true,4711
2055,postcode_not_in_any_source,false,false,false,4699
2057,matched_any_source,false,false,true,4687
2058,postcode_not_in_any_source,false,false,false,4652
2059,matched_any_source,false,false,true,5285
2091,postcode_not_in_any_source,false,false,false,3525
2109,matched_any_source,false,false,true,5940
2123,postcode_not_in_any_source,false,false,false,3576
2124,matched_any_source,false,false,true,1785
2129,postcode_not_in_any_source,false,false,false,6531
2139,postcode_not_in_any_source,false,false,false,2951
2252,postcode_not_in_any_source,false,false,false,5926
2309,postcode_not_in_any_source,false,false,false,4697
2310,postcode_not_in_any_source,false,false,false,4693
2314,postcode_not_in_any_source,false,false,false,5866
2331,matched_any_source,true,true,false,2943
2348,postcode_not_in_any_source,false,false,false,2931
2351,postcode_not_in_any_source,false,false,false,4106
2442,postcode_not_in_any_source,false,false,false,4685
2520,matched_any_source,false,false,true,3514
2522,postcode_not_in_any_source,false,false,false,3546
2608,postcode_not_in_any_source,false,false,false,4690
2610,matched_any_source,false,false,true,1754
2616,matched_any_source,false,false,true,6501
2649,matched_any_source,true,true,false,5915
2678,matched_any_source,true,true,false,4195
2708,postcode_not_in_any_source,false,false,false,1785
2751,matched_any_source,false,false,true,2932
2755,postcode_not_in_any_source,false,false,false,4709
2890,postcode_not_in_any_source,false,false,false,7651
2891,postcode_not_in_any_source,false,false,false,4712
2901,postcode_not_in_any_source,false,false,false,7089
3001,matched_any_source,false,false,true,5270
3005,postcode_not_in_any_source,false,false,false,8192
3010,postcode_not_in_any_source,false,false,false,2962
3045,matched_any_source,true,true,false,3477
3050,postcode_not_in_any_source,false,false,false,5899
3086,matched_any_source,false,false,true,1784
3164,matched_any_source,false,false,true,5287
3176,postcode_not_in_any_source,false,false,false,5339
3353,matched_any_source,false,false,true,6468
3354,matched_any_source,false,false,true,5263
3399,postcode_not_in_any_source,false,false,false,2950
3402,matched_any_source,false,false,true,6517
3415,matched_any_source,true,true,false,10593
3489,matched_any_source,true,true,false,2945
3502,matched_any_source,false,false,true,7680
3506,matched_any_source,true,true,false,5896
3552,matched_any_source,false,false,true,3548
3554,postcode_not_in_any_source,false,false,false,4727
3576,matched_any_source,true,true,false,6435
3619,matched_any_source,false,false,true,2930
3632,matched_any_source,false,false,true,5851
3643,postcode_not_in_any_source,false,false,false,5932
3647,matched_any_source,true,true,false,5324
3661,matched_any_source,false,false,true,6471
3671,postcode_not_in_any_source,false,false,false,4130
3676,matched_any_source,false,false,true,3572
3689,matched_any_source,false,false,true,4680
3694,postcode_not_in_any_source,false,false,false,4767
3704,matched_any_source,true,true,false,3526
3724,matched_any_source,false,false,true,9482
3736,postcode_not_in_any_source,false,false,false,4663
3785,matched_any_source,true,true,false,4744
3800,postcode_not_in_any_source,false,false,false,4111
3841,postcode_not_in_any_source,false,false,false,4165
3853,matched_any_source,false,false,true,5288
3893,matched_any_source,true,true,false,5951
3989,postcode_not_in_any_source,false,false,false,3516
4001,matched_any_source,false,false,true,3530
4002,postcode_not_in_any_source,false,false,false,5307
4003,postcode_not_in_any_source,false,false,false,4110
4004,matched_any_source,false,false,true,3551
4029,postcode_not_in_any_source,false,false,false,6529
4072,postcode_not_in_any_source,false,false,false,5277
4219,matched_any_source,false,false,true,5907
4222,postcode_not_in_any_source,false,false,false,3551
4229,postcode_not_in_any_source,false,false,false,5328
4230,matched_any_source,false,false,true,3564
4271,matched_any_source,false,false,true,5293
4345,postcode_not_in_any_source,false,false,false,3557
4384,matched_any_source,true,true,false,5277
4461,matched_any_source,true,true,false,4702
4471,postcode_not_in_any_source,false,false,false,2919
4474,matched_any_source,true,true,false,4139
4475,postcode_not_in_any_source,false,false,false,5895
4479,matched_any_source,true,true,false,4068
4489,matched_any_source,true,true,false,5279
4493,matched_any_source,true,true,false,5320
4706,matched_any_source,true,true,false,2392
4733,matched_any_source,true,true,false,5339
4801,matched_any_source,false,false,true,5309
4803,matched_any_source,false,false,true,4138
4813,matched_any_source,false,false,true,1763
4857,postcode_not_in_any_source,false,false,false,3524
5001,matched_any_source,false,false,true,6456
5005,postcode_not_in_any_source,false,false,false,4126
5071,matched_any_source,false,false,true,4139
5150,matched_any_source,true,true,false,8260
5310,matched_any_source,true,true,false,5276
5418,matched_any_source,true,true,false,4144
5455,matched_any_source,true,true,false,4706
5493,matched_any_source,true,true,false,6558
5611,matched_any_source,true,true,false,7065
5653,matched_any_source,true,true,false,3531
5660,matched_any_source,true,true,false,2366
5713,matched_any_source,true,true,false,7669
5715,matched_any_source,true,true,false,1189
5717,matched_any_source,true,true,false,5934
5719,matched_any_source,true,true,false,2340
5800,postcode_not_in_any_source,false,false,false,3507
5810,postcode_not_in_any_source,false,false,false,4776
5839,postcode_not_in_any_source,false,false,false,3509
5942,postcode_not_in_any_source,false,false,false,5334
5950,matched_any_source,true,true,false,3548
6001,postcode_not_in_any_source,false,false,false,6473
6068,matched_any_source,true,true,false,5931
6079,matched_any_source,true,true,false,5347
6182,matched_any_source,true,true,false,6486
6231,matched_any_source,false,false,true,4745
6243,matched_any_source,true,true,false,4131
6331,matched_any_source,false,false,true,4100
6332,matched_any_source,false,false,true,4741
6351,matched_any_source,true,true,false,5354
6368,matched_any_source,true,true,false,4752
6384,matched_any_source,true,true,false,4122
6385,matched_any_source,true,true,false,8890
6397,matched_any_source,true,true,false,3566
6412,matched_any_source,true,true,false,8273
6413,matched_any_source,true,true,false,5884
6414,matched_any_source,true,true,false,1757
6419,matched_any_source,true,true,false,3609
6422,matched_any_source,true,true,false,2371
6424,matched_any_source,true,true,false,4677
6427,matched_any_source,true,true,false,7673
6428,matched_any_source,true,true,false,3543
6433,matched_any_source,false,false,true,5316
6434,matched_any_source,true,true,false,4746
6435,postcode_not_in_any_source,false,false,false,5941
6452,matched_any_source,true,true,false,4747
6462,matched_any_source,true,true,false,5327
6463,matched_any_source,true,true,false,2372
6465,matched_any_source,true,true,false,5299
6467,matched_any_source,true,true,false,8262
6470,matched_any_source,true,true,false,11111
6473,matched_any_source,true,true,false,2361
6476,matched_any_source,true,true,false,3514
6480,matched_any_source,true,true,false,2369
6484,matched_any_source,true,true,false,5894
6487,matched_any_source,true,true,false,4744
6489,matched_any_source,true,true,false,4108
6531,matched_any_source,false,false,true,2330
6572,matched_any_source,true,true,false,4133
6605,matched_any_source,true,true,false,7606
6613,matched_any_source,true,true,false,3506
6614,matched_any_source,true,true,false,4721
6616,matched_any_source,true,true,false,5318
6625,matched_any_source,true,true,false,2379
6627,matched_any_source,true,true,false,6536
6628,matched_any_source,true,true,false,5294
6631,matched_any_source,true,true,false,2927
6632,matched_any_source,true,true,false,3575
6711,postcode_not_in_any_source,false,false,false,2393
6712,matched_any_source,true,true,false,4115
6723,postcode_not_in_any_source,false,false,false,2388
6731,postcode_not_in_any_source,false,false,false,5310
6733,postcode_not_in_any_source,false,false,false,2981
6758,matched_any_source,true,true,false,2963
6761,postcode_not_in_any_source,false,false,false,5882
6762,matched_any_source,true,true,false,5317
6800,postcode_not_in_any_source,false,false,false,4110
6803,postcode_not_in_any_source,false,false,false,6508
6809,postcode_not_in_any_source,false,false,false,6531
6817,postcode_not_in_any_source,false,false,false,1753
6820,postcode_not_in_any_source,false,false,false,2918
6827,postcode_not_in_any_source,false,false,false,4758
6830,postcode_not_in_any_source,false,false,false,6497
6831,postcode_not_in_any_source,false,false,false,4741
6832,postcode_not_in_any_source,false,false,false,5873
6837,postcode_not_in_any_source,false,false,false,4728
6838,postcode_not_in_any_source,false,false,false,4120
6839,postcode_not_in_any_source,false,false,false,7042
6840,postcode_not_in_any_source,false,false,false,4692
6841,postcode_not_in_any_source,false,false,false,4688
6842,postcode_not_in_any_source,false,false,false,3501
6843,postcode_not_in_any_source,false,false,false,1186
6844,postcode_not_in_any_source,false,false,false,7102
6845,postcode_not_in_any_source,false,false,false,2941
6846,postcode_not_in_any_source,false,false,false,4124
6847,postcode_not_in_any_source,false,false,false,590
6848,postcode_not_in_any_source,false,false,false,2894
6849,postcode_not_in_any_source,false,false,false,5901
6850,postcode_not_in_any_source,false,false,false,4144
6865,postcode_not_in_any_source,false,false,false,4722
6872,matched_any_source,false,false,true,3570
6892,postcode_not_in_any_source,false,false,false,1188
6900,postcode_not_in_any_source,false,false,false,3558
6901,postcode_not_in_any_source,false,false,false,5286
6902,postcode_not_in_any_source,false,false,false,2345
6903,postcode_not_in_any_source,false,false,false,1179
6904,matched_any_source,false,false,true,4717
6905,postcode_not_in_any_source,false,false,false,5289
6906,postcode_not_in_any_source,false,false,false,1757
6907,postcode_not_in_any_source,false,false,false,4717
6909,postcode_not_in_any_source,false,false,false,4102
6910,matched_any_source,false,false,true,5325
6911,postcode_not_in_any_source,false,false,false,1194
6912,postcode_not_in_any_source,false,false,false,4176
6913,postcode_not_in_any_source,false,false,false,5332
6914,postcode_not_in_any_source,false,false,false,5272
6915,postcode_not_in_any_source,false,false,false,5284
6916,postcode_not_in_any_source,false,false,false,4688
6917,postcode_not_in_any_source,false,false,false,5893
6918,postcode_not_in_any_source,false,false,false,4174
6919,matched_any_source,false,false,true,2947
6920,matched_any_source,false,false,true,5304
6921,postcode_not_in_any_source,false,false,false,4122
6922,postcode_not_in_any_source,false,false,false,5307
6923,postcode_not_in_any_source,false,false,false,2936
6924,postcode_not_in_any_source,false,false,false,5903
6925,postcode_not_in_any_source,false,false,false,4153
6926,postcode_not_in_any_source,false,false,false,2946
6929,postcode_not_in_any_source,false,false,false,2913
6931,postcode_not_in_any_source,false,false,false,5324
6932,postcode_not_in_any_source,false,false,false,5341
6933,postcode_not_in_any_source,false,false,false,4146
6934,postcode_not_in_any_source,false,false,false,2336
6935,postcode_not_in_any_source,false,false,false,7096
6936,matched_any_source,false,false,true,2942
6937,postcode_not_in_any_source,false,false,false,3599
6938,postcode_not_in_any_source,false,false,false,3568
6939,postcode_not_in_any_source,false,false,false,7113
6940,postcode_not_in_any_source,false,false,false,2961
6941,postcode_not_in_any_source,false,false,false,4143
6942,postcode_not_in_any_source,false,false,false,5881
6943,postcode_not_in_any_source,false,false,false,6501
6944,postcode_not_in_any_source,false,false,false,4184
6945,postcode_not_in_any_source,false,false,false,6501
6946,postcode_not_in_any_source,false,false,false,2337
6947,postcode_not_in_any_source,false,false,false,3529
6951,matched_any_source,false,false,true,6553
6952,postcode_not_in_any_source,false,false,false,2918
6953,postcode_not_in_any_source,false,false,false,3553
6954,postcode_not_in_any_source,false,false,false,2342
6955,postcode_not_in_any_source,false,false,false,4719
6956,postcode_not_in_any_source,false,false,false,3522
6957,postcode_not_in_any_source,false,false,false,1793
6958,postcode_not_in_any_source,false,false,false,5873
6959,matched_any_source,false,false,true,6428
6960,postcode_not_in_any_source,false,false,false,2373
6961,postcode_not_in_any_source,false,false,false,6497
6963,postcode_not_in_any_source,false,false,false,4694
6964,postcode_not_in_any_source,false,false,false,4664
6965,postcode_not_in_any_source,false,false,false,1774
6966,postcode_not_in_any_source,false,false,false,5959
6967,postcode_not_in_any_source,false,false,false,4097
6968,postcode_not_in_any_source,false,false,false,4139
6969,postcode_not_in_any_source,false,false,false,7082
6970,postcode_not_in_any_source,false,false,false,3539
6979,postcode_not_in_any_source,false,false,false,3561
6980,postcode_not_in_any_source,false,false,false,5301
6981,postcode_not_in_any_source,false,false,false,5829
6982,postcode_not_in_any_source,false,false,false,2931
6983,postcode_not_in_any_source,false,false,false,3579
6984,postcode_not_in_any_source,false,false,false,3546
6985,matched_any_source,false,false,true,5943
6986,postcode_not_in_any_source,false,false,false,4098
6987,postcode_not_in_any_source,false,false,false,5294
6988,postcode_not_in_any_source,false,false,false,4700
6989,postcode_not_in_any_source,false,false,false,5302
6990,postcode_not_in_any_source,false,false,false,4136
6991,postcode_not_in_any_source,false,false,false,4705
6992,postcode_not_in_any_source,false,false,false,4156
6997,postcode_not_in_any_source,false,false,false,4736
7001,matched_any_source,false,false,true,4746
7002,postcode_not_in_any_source,false,false,false,4694
7006,matched_any_source,false,false,true,4694
7051,matched_any_source,false,false,true,1745
7119,matched_any_source,true,true,false,5883
7139,matched_any_source,true,true,false,4122
7151,postcode_not_in_any_source,false,false,false,4685
7183,matched_any_source,true,true,false,2936
7466,matched_any_source,true,true,false,5317
8001,postcode_not_in_any_source,false,false,false,4136
8002,postcode_not_in_any_source,false,false,false,5288
8003,postcode_not_in_any_source,false,false,false,4711
8004,postcode_not_in_any_source,false,false,false,2927
8005,postcode_not_in_any_source,false,false,false,4101
8006,postcode_not_in_any_source,false,false,false,4115
8007,postcode_not_in_any_source,false,false,false,5910
8008,postcode_not_in_any_source,false,false,false,3546
8009,postcode_not_in_any_source,false,false,false,4672
8010,postcode_not_in_any_source,false,false,false,4735
8011,postcode_not_in_any_source,false,false,false,7025
8012,postcode_not_in_any_source,false,false,false,4117
8045,postcode_not_in_any_source,false,false,false,6439
8051,postcode_not_in_any_source,false,false,false,3505
8066,postcode_not_in_any_source,false,false,false,3530
8069,postcode_not_in_any_source,false,false,false,2936
8070,postcode_not_in_any_source,false,false,false,6504
8071,postcode_not_in_any_source,false,false,false,4097
8102,postcode_not_in_any_source,false,false,false,1189
8107,postcode_not_in_any_source,false,false,false,2952
8111,postcode_not_in_any_source,false,false,false,7670
8120,postcode_not_in_any_source,false,false,false,3577
8205,postcode_not_in_any_source,false,false,false,6475
8785,postcode_not_in_any_source,false,false,false,2947
9000,postcode_not_in_any_source,false,false,false,2379
9001,postcode_not_in_any_source,false,false,false,2948
9002,postcode_not_in_any_source,false,false,false,4698
9005,postcode_not_in_any_source,false,false,false,3575
9007,postcode_not_in_any_source,false,false,false,3569
9009,postcode_not_in_any_source,false,false,false,1165
9010,postcode_not_in_any_source,false,false,false,4663
9013,postcode_not_in_any_source,false,false,false,4691
9015,postcode_not_in_any_source,false,false,false,4131
9464,postcode_not_in_any_source,false,false,false,5278
9726,matched_any_source,false,false,true,3564
9999,postcode_not_in_any_source,false,false,false,2330
