external_postcode,external_postcode_status,census_matched,seifa_matched,ato_matched,rows
1401,postcode_not_in_any_source,false,false,false,149
1419,postcode_not_in_any_source,false,false,false,156
1420,postcode_not_in_any_source,false,false,false,175
1422,postcode_not_in_any_source,false,false,false,175
1423,postcode_not_in_any_source,false,false,false,173
1424,postcode_not_in_any_source,false,false,false,165
1425,postcode_not_in_any_source,false,false,false,154
1426,postcode_not_in_any_source,false,false,false,153
1427,postcode_not_in_any_source,false,false,false,161
1428,postcode_not_in_any_source,false,false,false,143
1429,postcode_not_in_any_source,false,false,false,142
1430,postcode_not_in_any_source,false,false,false,149
1435,postcode_not_in_any_source,false,false,false,140
1440,postcode_not_in_any_source,false,false,false,150
1441,postcode_not_in_any_source,false,false,false,144
1445,postcode_not_in_any_source,false,false,false,149
1450,postcode_not_in_any_source,false,false,false,146
1455,postcode_not_in_any_source,false,false,false,168
1460,postcode_not_in_any_source,false,false,false,156
1465,postcode_not_in_any_source,false,false,false,179
1466,postcode_not_in_any_source,false,false,false,151
1470,postcode_not_in_any_source,false,false,false,168
1475,postcode_not_in_any_source,false,false,false,153
1476,postcode_not_in_any_source,false,false,false,174
1480,postcode_not_in_any_source,false,false,false,132
1481,postcode_not_in_any_source,false,false,false,168
1484,postcode_not_in_any_source,false,false,false,167
1485,postcode_not_in_any_source,false,false,false,145
1490,postcode_not_in_any_source,false,false,false,158
1493,postcode_not_in_any_source,false,false,false,148
1495,postcode_not_in_any_source,false,false,false,145
1499,postcode_not_in_any_source,false,false,false,168
1515,postcode_not_in_any_source,false,false,false,180
1560,postcode_not_in_any_source,false,false,false,145
1565,postcode_not_in_any_source,false,false,false,153
1570,postcode_not_in_any_source,false,false,false,151
1585,postcode_not_in_any_source,false,false,false,147
1590,postcode_not_in_any_source,false,false,false,182
1595,postcode_not_in_any_source,false,false,false,143
1597,postcode_not_in_any_source,false,false,false,159
1602,postcode_not_in_any_source,false,false,false,183
1630,postcode_not_in_any_source,false,false,false,150
1635,postcode_not_in_any_source,false,false,false,173
1639,postcode_not_in_any_source,false,false,false,135
1640,postcode_not_in_any_source,false,false,false,147
1655,postcode_not_in_any_source,false,false,false,156
1658,postcode_not_in_any_source,false,false,false,163
1660,postcode_not_in_any_source,false,false,false,143
1670,postcode_not_in_any_source,false,false,false,157
1675,postcode_not_in_any_source,false,false,false,170
1680,postcode_not_in_any_source,false,false,false,142
1685,postcode_not_in_any_source,false,false,false,152
1700,postcode_not_in_any_source,false,false,false,155
1710,postcode_not_in_any_source,false,false,false,171
1715,postcode_not_in_any_source,false,false,false,134
1730,postcode_not_in_any_source,false,false,false,156
1740,postcode_not_in_any_source,false,false,false,150
1741,postcode_not_in_any_source,false,false,false,152
1750,postcode_not_in_any_source,false,false,false,131
1755,postcode_not_in_any_source,false,false,false,142
1765,postcode_not_in_any_source,false,false,false,156
1771,postcode_not_in_any_source,false,false,false,147
1781,postcode_not_in_any_source,false,false,false,143
1790,postcode_not_in_any_source,false,false,false,154
1800,postcode_not_in_any_source,false,false,false,150
1805,postcode_not_in_any_source,false,false,false,158
1811,postcode_not_in_any_source,false,false,false,155
1819,postcode_not_in_any_source,false,false,false,182
1825,postcode_not_in_any_source,false,false,false,164
1830,postcode_not_in_any_source,false,false,false,164
1831,postcode_not_in_any_source,false,false,false,176
1835,postcode_not_in_any_source,false,false,false,165
1851,postcode_not_in_any_source,false,false,false,145
1860,postcode_not_in_any_source,false,false,false,148
1871,postcode_not_in_any_source,false,false,false,129
1875,postcode_not_in_any_source,false,false,false,143
1885,postcode_not_in_any_source,false,false,false,163
1888,postcode_not_in_any_source,false,false,false,175
1890,postcode_not_in_any_source,false,false,false,171
1891,postcode_not_in_any_source,false,false,false,182
2001,matched_any_source,false,false,true,169
2002,matched_any_source,false,false,true,164
2004,postcode_not_in_any_source,false,false,false,168
2006,postcode_not_in_any_source,false,false,false,158
2012,matched_any_source,false,false,true,166
2013,postcode_not_in_any_source,false,false,false,140
2052,matched_any_source,false,false,true,150
2055,postcode_not_in_any_source,false,false,false,144
2057,matched_any_source,false,false,true,172
2058,postcode_not_in_any_source,false,false,false,172
2059,matched_any_source,false,false,true,156
2091,postcode_not_in_any_source,false,false,false,155
2109,matched_any_source,false,false,true,160
2123,postcode_not_in_any_source,false,false,false,149
2124,matched_any_source,false,false,true,160
2129,postcode_not_in_any_source,false,false,false,144
2139,postcode_not_in_any_source,false,false,false,177
2252,postcode_not_in_any_source,false,false,false,171
2309,postcode_not_in_any_source,false,false,false,159
2310,postcode_not_in_any_source,false,false,false,151
2314,postcode_not_in_any_source,false,false,false,173
2331,matched_any_source,true,true,false,156
2348,postcode_not_in_any_source,false,false,false,161
2351,postcode_not_in_any_source,false,false,false,161
2442,postcode_not_in_any_source,false,false,false,161
2520,matched_any_source,false,false,true,167
2522,postcode_not_in_any_source,false,false,false,158
2608,postcode_not_in_any_source,false,false,false,153
2610,matched_any_source,false,false,true,134
2616,matched_any_source,false,false,true,157
2649,matched_any_source,true,true,false,149
2678,matched_any_source,true,true,false,143
2708,postcode_not_in_any_source,false,false,false,166
2751,matched_any_source,false,false,true,173
2755,postcode_not_in_any_source,false,false,false,171
2890,postcode_not_in_any_source,false,false,false,166
2891,postcode_not_in_any_source,false,false,false,143
2901,postcode_not_in_any_source,false,false,false,185
3001,matched_any_source,false,false,true,170
3005,postcode_not_in_any_source,false,false,false,156
3010,postcode_not_in_any_source,false,false,false,145
3045,matched_any_source,true,true,false,154
3050,postcode_not_in_any_source,false,false,false,141
3086,matched_any_source,false,false,true,144
3164,matched_any_source,false,false,true,154
3176,postcode_not_in_any_source,false,false,false,147
3353,matched_any_source,false,false,true,166
3354,matched_any_source,false,false,true,170
3399,postcode_not_in_any_source,false,false,false,157
3402,matched_any_source,false,false,true,160
3415,matched_any_source,true,true,false,151
3489,matched_any_source,true,true,false,141
3502,matched_any_source,false,false,true,165
3506,matched_any_source,true,true,false,155
3552,matched_any_source,false,false,true,158
3554,postcode_not_in_any_source,false,false,false,160
3576,matched_any_source,true,true,false,152
3619,matched_any_source,false,false,true,150
3632,matched_any_source,false,false,true,164
3643,postcode_not_in_any_source,false,false,false,165
3647,matched_any_source,true,true,false,166
3661,matched_any_source,false,false,true,162
3671,postcode_not_in_any_source,false,false,false,156
3676,matched_any_source,false,false,true,148
3689,matched_any_source,false,false,true,138
3694,postcode_not_in_any_source,false,false,false,146
3704,matched_any_source,true,true,false,153
3724,matched_any_source,false,false,true,188
3736,postcode_not_in_any_source,false,false,false,159
3785,matched_any_source,true,true,false,130
3800,postcode_not_in_any_source,false,false,false,160
3841,postcode_not_in_any_source,false,false,false,147
3853,matched_any_source,false,false,true,170
3893,matched_any_source,true,true,false,157
3989,postcode_not_in_any_source,false,false,false,151
4001,matched_any_source,false,false,true,156
4002,postcode_not_in_any_source,false,false,false,181
4003,postcode_not_in_any_source,false,false,false,157
4004,matched_any_source,false,false,true,143
4029,postcode_not_in_any_source,false,false,false,159
4072,postcode_not_in_any_source,false,false,false,164
4219,matched_any_source,false,false,true,179
4222,postcode_not_in_any_source,false,false,false,180
4229,postcode_not_in_any_source,false,false,false,158
4230,matched_any_source,false,false,true,154
4271,matched_any_source,false,false,true,147
4345,postcode_not_in_any_source,false,false,false,166
4384,matched_any_source,true,true,false,187
4461,matched_any_source,true,true,false,165
4471,postcode_not_in_any_source,false,false,false,157
4474,matched_any_source,true,true,false,168
4475,postcode_not_in_any_source,false,false,false,173
4479,matched_any_source,true,true,false,143
4489,matched_any_source,true,true,false,156
4493,matched_any_source,true,true,false,164
4706,matched_any_source,true,true,false,159
4733,matched_any_source,true,true,false,161
4801,matched_any_source,false,false,true,155
4803,matched_any_source,false,false,true,173
4813,matched_any_source,false,false,true,141
4857,postcode_not_in_any_source,false,false,false,162
5001,matched_any_source,false,false,true,173
5005,postcode_not_in_any_source,false,false,false,163
5071,matched_any_source,false,false,true,150
5150,matched_any_source,true,true,false,149
5310,matched_any_source,true,true,false,156
5418,matched_any_source,true,true,false,166
5455,matched_any_source,true,true,false,174
5493,matched_any_source,true,true,false,155
5611,matched_any_source,true,true,false,167
5653,matched_any_source,true,true,false,147
5660,matched_any_source,true,true,false,169
5713,matched_any_source,true,true,false,153
5715,matched_any_source,true,true,false,174
5717,matched_any_source,true,true,false,155
5719,matched_any_source,true,true,false,185
5800,postcode_not_in_any_source,false,false,false,141
5810,postcode_not_in_any_source,false,false,false,165
5839,postcode_not_in_any_source,false,false,false,155
5942,postcode_not_in_any_source,false,false,false,163
5950,matched_any_source,true,true,false,163
6001,postcode_not_in_any_source,false,false,false,170
6068,matched_any_source,true,true,false,159
6079,matched_any_source,true,true,false,140
6182,matched_any_source,true,true,false,159
6231,matched_any_source,false,false,true,196
6243,matched_any_source,true,true,false,141
6331,matched_any_source,false,false,true,159
6332,matched_any_source,false,false,true,174
6351,matched_any_source,true,true,false,166
6368,matched_any_source,true,true,false,165
6384,matched_any_source,true,true,false,139
6385,matched_any_source,true,true,false,148
6397,matched_any_source,true,true,false,142
6412,matched_any_source,true,true,false,174
6413,matched_any_source,true,true,false,172
6414,matched_any_source,true,true,false,154
6419,matched_any_source,true,true,false,171
6422,matched_any_source,true,true,false,142
6424,matched_any_source,true,true,false,148
6427,matched_any_source,true,true,false,140
6428,matched_any_source,true,true,false,139
6433,matched_any_source,false,false,true,152
6434,matched_any_source,true,true,false,173
6435,postcode_not_in_any_source,false,false,false,171
6452,matched_any_source,true,true,false,166
6462,matched_any_source,true,true,false,184
6463,matched_any_source,true,true,false,150
6465,matched_any_source,true,true,false,161
6467,matched_any_source,true,true,false,178
6470,matched_any_source,true,true,false,185
6473,matched_any_source,true,true,false,163
6476,matched_any_source,true,true,false,163
6480,matched_any_source,true,true,false,152
6484,matched_any_source,true,true,false,155
6487,matched_any_source,true,true,false,146
6489,matched_any_source,true,true,false,139
6531,matched_any_source,false,false,true,139
6572,matched_any_source,true,true,false,157
6605,matched_any_source,true,true,false,151
6613,matched_any_source,true,true,false,143
6614,matched_any_source,true,true,false,190
6616,matched_any_source,true,true,false,151
6625,matched_any_source,true,true,false,137
6627,matched_any_source,true,true,false,184
6628,matched_any_source,true,true,false,149
6631,matched_any_source,true,true,false,159
6632,matched_any_source,true,true,false,161
6711,postcode_not_in_any_source,false,false,false,146
6712,matched_any_source,true,true,false,181
6723,postcode_not_in_any_source,false,false,false,131
6731,postcode_not_in_any_source,false,false,false,159
6733,postcode_not_in_any_source,false,false,false,148
6758,matched_any_source,true,true,false,154
6761,postcode_not_in_any_source,false,false,false,156
6762,matched_any_source,true,true,false,153
6800,postcode_not_in_any_source,false,false,false,159
6803,postcode_not_in_any_source,false,false,false,151
6809,postcode_not_in_any_source,false,false,false,173
6817,postcode_not_in_any_source,false,false,false,155
6820,postcode_not_in_any_source,false,false,false,174
6827,postcode_not_in_any_source,false,false,false,161
6830,postcode_not_in_any_source,false,false,false,154
6831,postcode_not_in_any_source,false,false,false,186
6832,postcode_not_in_any_source,false,false,false,164
6837,postcode_not_in_any_source,false,false,false,164
6838,postcode_not_in_any_source,false,false,false,147
6839,postcode_not_in_any_source,false,false,false,159
6840,postcode_not_in_any_source,false,false,false,140
6841,postcode_not_in_any_source,false,false,false,159
6842,postcode_not_in_any_source,false,false,false,142
6843,postcode_not_in_any_source,false,false,false,147
6844,postcode_not_in_any_source,false,false,false,155
6845,postcode_not_in_any_source,false,false,false,132
6846,postcode_not_in_any_source,false,false,false,151
6847,postcode_not_in_any_source,false,false,false,145
6848,postcode_not_in_any_source,false,false,false,163
6849,postcode_not_in_any_source,false,false,false,170
6850,postcode_not_in_any_source,false,false,false,141
6865,postcode_not_in_any_source,false,false,false,174
6872,matched_any_source,false,false,true,143
6892,postcode_not_in_any_source,false,false,false,143
6900,postcode_not_in_any_source,false,false,false,158
6901,postcode_not_in_any_source,false,false,false,157
6902,postcode_not_in_any_source,false,false,false,141
6903,postcode_not_in_any_source,false,false,false,132
6904,matched_any_source,false,false,true,165
6905,postcode_not_in_any_source,false,false,false,176
6906,postcode_not_in_any_source,false,false,false,161
6907,postcode_not_in_any_source,false,false,false,161
6909,postcode_not_in_any_source,false,false,false,153
6910,matched_any_source,false,false,true,156
6911,postcode_not_in_any_source,false,false,false,152
6912,postcode_not_in_any_source,false,false,false,152
6913,postcode_not_in_any_source,false,false,false,155
6914,postcode_not_in_any_source,false,false,false,158
6915,postcode_not_in_any_source,false,false,false,178
6916,postcode_not_in_any_source,false,false,false,166
6917,postcode_not_in_any_source,false,false,false,193
6918,postcode_not_in_any_source,false,false,false,154
6919,matched_any_source,false,false,true,166
6920,matched_any_source,false,false,true,155
6921,postcode_not_in_any_source,false,false,false,169
6922,postcode_not_in_any_source,false,false,false,153
6923,postcode_not_in_any_source,false,false,false,184
6924,postcode_not_in_any_source,false,false,false,172
6925,postcode_not_in_any_source,false,false,false,162
6926,postcode_not_in_any_source,false,false,false,157
6929,postcode_not_in_any_source,false,false,false,175
6931,postcode_not_in_any_source,false,false,false,169
6932,postcode_not_in_any_source,false,false,false,138
6933,postcode_not_in_any_source,false,false,false,164
6934,postcode_not_in_any_source,false,false,false,143
6935,postcode_not_in_any_source,false,false,false,168
6936,matched_any_source,false,false,true,155
6937,postcode_not_in_any_source,false,false,false,173
6938,postcode_not_in_any_source,false,false,false,145
6939,postcode_not_in_any_source,false,false,false,162
6940,postcode_not_in_any_source,false,false,false,155
6941,postcode_not_in_any_source,false,false,false,138
6942,postcode_not_in_any_source,false,false,false,148
6943,postcode_not_in_any_source,false,false,false,170
6944,postcode_not_in_any_source,false,false,false,170
6945,postcode_not_in_any_source,false,false,false,177
6946,postcode_not_in_any_source,false,false,false,152
6947,postcode_not_in_any_source,false,false,false,165
6951,matched_any_source,false,false,true,157
6952,postcode_not_in_any_source,false,false,false,146
6953,postcode_not_in_any_source,false,false,false,170
6954,postcode_not_in_any_source,false,false,false,155
6955,postcode_not_in_any_source,false,false,false,143
6956,postcode_not_in_any_source,false,false,false,161
6957,postcode_not_in_any_source,false,false,false,147
6958,postcode_not_in_any_source,false,false,false,166
6959,matched_any_source,false,false,true,146
6960,postcode_not_in_any_source,false,false,false,157
6961,postcode_not_in_any_source,false,false,false,152
6963,postcode_not_in_any_source,false,false,false,183
6964,postcode_not_in_any_source,false,false,false,180
6965,postcode_not_in_any_source,false,false,false,159
6966,postcode_not_in_any_source,false,false,false,159
6967,postcode_not_in_any_source,false,false,false,155
6968,postcode_not_in_any_source,false,false,false,156
6969,postcode_not_in_any_source,false,false,false,147
6970,postcode_not_in_any_source,false,false,false,158
6979,postcode_not_in_any_source,false,false,false,158
6980,postcode_not_in_any_source,false,false,false,173
6981,postcode_not_in_any_source,false,false,false,162
6982,postcode_not_in_any_source,false,false,false,154
6983,postcode_not_in_any_source,false,false,false,159
6984,postcode_not_in_any_source,false,false,false,164
6985,matched_any_source,false,false,true,144
6986,postcode_not_in_any_source,false,false,false,151
6987,postcode_not_in_any_source,false,false,false,161
6988,postcode_not_in_any_source,false,false,false,153
6989,postcode_not_in_any_source,false,false,false,164
6990,postcode_not_in_any_source,false,false,false,150
6991,postcode_not_in_any_source,false,false,false,181
6992,postcode_not_in_any_source,false,false,false,150
6997,postcode_not_in_any_source,false,false,false,158
7001,matched_any_source,false,false,true,146
7002,postcode_not_in_any_source,false,false,false,178
7006,matched_any_source,false,false,true,165
7051,matched_any_source,false,false,true,160
7119,matched_any_source,true,true,false,167
7139,matched_any_source,true,true,false,153
7151,postcode_not_in_any_source,false,false,false,163
7183,matched_any_source,true,true,false,146
7466,matched_any_source,true,true,false,160
8001,postcode_not_in_any_source,false,false,false,170
8002,postcode_not_in_any_source,false,false,false,175
8003,postcode_not_in_any_source,false,false,false,164
8004,postcode_not_in_any_source,false,false,false,153
8005,postcode_not_in_any_source,false,false,false,151
8006,postcode_not_in_any_source,false,false,false,153
8007,postcode_not_in_any_source,false,false,false,163
8008,postcode_not_in_any_source,false,false,false,164
8009,postcode_not_in_any_source,false,false,false,158
8010,postcode_not_in_any_source,false,false,false,164
8011,postcode_not_in_any_source,false,false,false,153
8012,postcode_not_in_any_source,false,false,false,135
8045,postcode_not_in_any_source,false,false,false,164
8051,postcode_not_in_any_source,false,false,false,146
8066,postcode_not_in_any_source,false,false,false,152
8069,postcode_not_in_any_source,false,false,false,155
8070,postcode_not_in_any_source,false,false,false,153
8071,postcode_not_in_any_source,false,false,false,170
8102,postcode_not_in_any_source,false,false,false,152
8107,postcode_not_in_any_source,false,false,false,165
8111,postcode_not_in_any_source,false,false,false,139
8120,postcode_not_in_any_source,false,false,false,159
8205,postcode_not_in_any_source,false,false,false,177
8785,postcode_not_in_any_source,false,false,false,144
9000,postcode_not_in_any_source,false,false,false,170
9001,postcode_not_in_any_source,false,false,false,137
9002,postcode_not_in_any_source,false,false,false,158
9005,postcode_not_in_any_source,false,false,false,171
9007,postcode_not_in_any_source,false,false,false,161
9009,postcode_not_in_any_source,false,false,false,134
9010,postcode_not_in_any_source,false,false,false,167
9013,postcode_not_in_any_source,false,false,false,137
9015,postcode_not_in_any_source,false,false,false,136
9464,postcode_not_in_any_source,false,false,false,165
9726,matched_any_source,false,false,true,178
9999,postcode_not_in_any_source,false,false,false,149
