postcode,consumer_count,status,postcode_range_class
4471,157,postcode_not_in_ato,outside_heuristic_special_range
4474,168,postcode_not_in_ato,outside_heuristic_special_range
4475,173,postcode_not_in_ato,outside_heuristic_special_range
4479,143,postcode_not_in_ato,outside_heuristic_special_range
4489,156,postcode_not_in_ato,outside_heuristic_special_range
4493,164,postcode_not_in_ato,outside_heuristic_special_range
4706,159,postcode_not_in_ato,outside_heuristic_special_range
4733,161,postcode_not_in_ato,outside_heuristic_special_range
4857,162,postcode_not_in_ato,outside_heuristic_special_range
5005,163,postcode_not_in_ato,outside_heuristic_special_range
5150,149,postcode_not_in_ato,outside_heuristic_special_range
5310,156,postcode_not_in_ato,outside_heuristic_special_range
5418,166,postcode_not_in_ato,outside_heuristic_special_range
5455,174,postcode_not_in_ato,outside_heuristic_special_range
5493,155,postcode_not_in_ato,outside_heuristic_special_range
5611,167,postcode_not_in_ato,outside_heuristic_special_range
5653,147,postcode_not_in_ato,outside_heuristic_special_range
5660,169,postcode_not_in_ato,outside_heuristic_special_range
5713,153,postcode_not_in_ato,outside_heuristic_special_range
5715,174,postcode_not_in_ato,outside_heuristic_special_range
5717,155,postcode_not_in_ato,outside_heuristic_special_range
5719,185,postcode_not_in_ato,outside_heuristic_special_range
5800,141,postcode_not_in_ato,heuristic_special_range
5810,165,postcode_not_in_ato,heuristic_special_range
5839,155,postcode_not_in_ato,heuristic_special_range
5942,163,postcode_not_in_ato,heuristic_special_range
5950,163,postcode_not_in_ato,heuristic_special_range
6001,170,postcode_not_in_ato,outside_heuristic_special_range
6068,159,postcode_not_in_ato,outside_heuristic_special_range
6079,140,postcode_not_in_ato,outside_heuristic_special_range
6182,159,postcode_not_in_ato,outside_heuristic_special_range
6243,141,postcode_not_in_ato,outside_heuristic_special_range
6351,166,postcode_not_in_ato,outside_heuristic_special_range
6368,165,postcode_not_in_ato,outside_heuristic_special_range
6384,139,postcode_not_in_ato,outside_heuristic_special_range
6385,148,postcode_not_in_ato,outside_heuristic_special_range
6397,142,postcode_not_in_ato,outside_heuristic_special_range
6412,174,postcode_not_in_ato,outside_heuristic_special_range
6413,172,postcode_not_in_ato,outside_heuristic_special_range
6414,154,postcode_not_in_ato,outside_heuristic_special_range
6419,171,postcode_not_in_ato,outside_heuristic_special_range
6422,142,postcode_not_in_ato,outside_heuristic_special_range
6424,148,postcode_not_in_ato,outside_heuristic_special_range
6427,140,postcode_not_in_ato,outside_heuristic_special_range
6428,139,postcode_not_in_ato,outside_heuristic_special_range
6434,173,postcode_not_in_ato,outside_heuristic_special_range
6435,171,postcode_not_in_ato,outside_heuristic_special_range
6452,166,postcode_not_in_ato,outside_heuristic_special_range
6462,184,postcode_not_in_ato,outside_heuristic_special_range
6463,150,postcode_not_in_ato,outside_heuristic_special_range
6465,161,postcode_not_in_ato,outside_heuristic_special_range
6467,178,postcode_not_in_ato,outside_heuristic_special_range
6470,185,postcode_not_in_ato,outside_heuristic_special_range
6473,163,postcode_not_in_ato,outside_heuristic_special_range
6476,163,postcode_not_in_ato,outside_heuristic_special_range
6480,152,postcode_not_in_ato,outside_heuristic_special_range
6484,155,postcode_not_in_ato,outside_heuristic_special_range
6487,146,postcode_not_in_ato,outside_heuristic_special_range
6489,139,postcode_not_in_ato,outside_heuristic_special_range
6572,157,postcode_not_in_ato,outside_heuristic_special_range
6605,151,postcode_not_in_ato,outside_heuristic_special_range
6613,143,postcode_not_in_ato,outside_heuristic_special_range
6614,190,postcode_not_in_ato,outside_heuristic_special_range
6616,151,postcode_not_in_ato,outside_heuristic_special_range
6625,137,postcode_not_in_ato,outside_heuristic_special_range
6627,184,postcode_not_in_ato,outside_heuristic_special_range
6628,149,postcode_not_in_ato,outside_heuristic_special_range
6631,159,postcode_not_in_ato,outside_heuristic_special_range
6632,161,postcode_not_in_ato,outside_heuristic_special_range
6711,146,postcode_not_in_ato,outside_heuristic_special_range
6712,181,postcode_not_in_ato,outside_heuristic_special_range
6723,131,postcode_not_in_ato,outside_heuristic_special_range
6731,159,postcode_not_in_ato,outside_heuristic_special_range
6733,148,postcode_not_in_ato,outside_heuristic_special_range
6758,154,postcode_not_in_ato,outside_heuristic_special_range
6761,156,postcode_not_in_ato,outside_heuristic_special_range
6762,153,postcode_not_in_ato,outside_heuristic_special_range
6800,159,postcode_not_in_ato,heuristic_special_range
6803,151,postcode_not_in_ato,heuristic_special_range
6809,173,postcode_not_in_ato,heuristic_special_range
6817,155,postcode_not_in_ato,heuristic_special_range
6820,174,postcode_not_in_ato,heuristic_special_range
6827,161,postcode_not_in_ato,heuristic_special_range
6830,154,postcode_not_in_ato,heuristic_special_range
6831,186,postcode_not_in_ato,heuristic_special_range
6832,164,postcode_not_in_ato,heuristic_special_range
6837,164,postcode_not_in_ato,heuristic_special_range
6838,147,postcode_not_in_ato,heuristic_special_range
6839,159,postcode_not_in_ato,heuristic_special_range
6840,140,postcode_not_in_ato,heuristic_special_range
6841,159,postcode_not_in_ato,heuristic_special_range
6842,142,postcode_not_in_ato,heuristic_special_range
6843,147,postcode_not_in_ato,heuristic_special_range
6844,155,postcode_not_in_ato,heuristic_special_range
6845,132,postcode_not_in_ato,heuristic_special_range
6846,151,postcode_not_in_ato,heuristic_special_range
6847,145,postcode_not_in_ato,heuristic_special_range
6848,163,postcode_not_in_ato,heuristic_special_range
6849,170,postcode_not_in_ato,heuristic_special_range
6850,141,postcode_not_in_ato,heuristic_special_range
6865,174,postcode_not_in_ato,heuristic_special_range
6892,143,postcode_not_in_ato,heuristic_special_range
6900,158,postcode_not_in_ato,heuristic_special_range
6901,157,postcode_not_in_ato,heuristic_special_range
6902,141,postcode_not_in_ato,heuristic_special_range
6903,132,postcode_not_in_ato,heuristic_special_range
6905,176,postcode_not_in_ato,heuristic_special_range
6906,161,postcode_not_in_ato,heuristic_special_range
6907,161,postcode_not_in_ato,heuristic_special_range
6909,153,postcode_not_in_ato,heuristic_special_range
6911,152,postcode_not_in_ato,heuristic_special_range
6912,152,postcode_not_in_ato,heuristic_special_range
6913,155,postcode_not_in_ato,heuristic_special_range
6914,158,postcode_not_in_ato,heuristic_special_range
6915,178,postcode_not_in_ato,heuristic_special_range
6916,166,postcode_not_in_ato,heuristic_special_range
6917,193,postcode_not_in_ato,heuristic_special_range
6918,154,postcode_not_in_ato,heuristic_special_range
6921,169,postcode_not_in_ato,heuristic_special_range
6922,153,postcode_not_in_ato,heuristic_special_range
6923,184,postcode_not_in_ato,heuristic_special_range
6924,172,postcode_not_in_ato,heuristic_special_range
6925,162,postcode_not_in_ato,heuristic_special_range
6926,157,postcode_not_in_ato,heuristic_special_range
6929,175,postcode_not_in_ato,heuristic_special_range
6931,169,postcode_not_in_ato,heuristic_special_range
6932,138,postcode_not_in_ato,heuristic_special_range
6933,164,postcode_not_in_ato,heuristic_special_range
6934,143,postcode_not_in_ato,heuristic_special_range
6935,168,postcode_not_in_ato,heuristic_special_range
6937,173,postcode_not_in_ato,heuristic_special_range
6938,145,postcode_not_in_ato,heuristic_special_range
6939,162,postcode_not_in_ato,heuristic_special_range
6940,155,postcode_not_in_ato,heuristic_special_range
6941,138,postcode_not_in_ato,heuristic_special_range
6942,148,postcode_not_in_ato,heuristic_special_range
6943,170,postcode_not_in_ato,heuristic_special_range
6944,170,postcode_not_in_ato,heuristic_special_range
6945,177,postcode_not_in_ato,heuristic_special_range
6946,152,postcode_not_in_ato,heuristic_special_range
6947,165,postcode_not_in_ato,heuristic_special_range
6952,146,postcode_not_in_ato,heuristic_special_range
6953,170,postcode_not_in_ato,heuristic_special_range
6954,155,postcode_not_in_ato,heuristic_special_range
6955,143,postcode_not_in_ato,heuristic_special_range
6956,161,postcode_not_in_ato,heuristic_special_range
6957,147,postcode_not_in_ato,heuristic_special_range
6958,166,postcode_not_in_ato,heuristic_special_range
6960,157,postcode_not_in_ato,heuristic_special_range
6961,152,postcode_not_in_ato,heuristic_special_range
6963,183,postcode_not_in_ato,heuristic_special_range
6964,180,postcode_not_in_ato,heuristic_special_range
6965,159,postcode_not_in_ato,heuristic_special_range
6966,159,postcode_not_in_ato,heuristic_special_range
6967,155,postcode_not_in_ato,heuristic_special_range
6968,156,postcode_not_in_ato,heuristic_special_range
6969,147,postcode_not_in_ato,heuristic_special_range
6970,158,postcode_not_in_ato,heuristic_special_range
6979,158,postcode_not_in_ato,heuristic_special_range
6980,173,postcode_not_in_ato,heuristic_special_range
6981,162,postcode_not_in_ato,heuristic_special_range
6982,154,postcode_not_in_ato,heuristic_special_range
6983,159,postcode_not_in_ato,heuristic_special_range
6984,164,postcode_not_in_ato,heuristic_special_range
6986,151,postcode_not_in_ato,heuristic_special_range
6987,161,postcode_not_in_ato,heuristic_special_range
6988,153,postcode_not_in_ato,heuristic_special_range
6989,164,postcode_not_in_ato,heuristic_special_range
6990,150,postcode_not_in_ato,heuristic_special_range
6991,181,postcode_not_in_ato,heuristic_special_range
6992,150,postcode_not_in_ato,heuristic_special_range
6997,158,postcode_not_in_ato,heuristic_special_range
7002,178,postcode_not_in_ato,outside_heuristic_special_range
7119,167,postcode_not_in_ato,outside_heuristic_special_range
7139,153,postcode_not_in_ato,outside_heuristic_special_range
7151,163,postcode_not_in_ato,outside_heuristic_special_range
7183,146,postcode_not_in_ato,outside_heuristic_special_range
7466,160,postcode_not_in_ato,outside_heuristic_special_range
8001,170,postcode_not_in_ato,heuristic_special_range
8002,175,postcode_not_in_ato,heuristic_special_range
8003,164,postcode_not_in_ato,heuristic_special_range
8004,153,postcode_not_in_ato,heuristic_special_range
8005,151,postcode_not_in_ato,heuristic_special_range
8006,153,postcode_not_in_ato,heuristic_special_range
8007,163,postcode_not_in_ato,heuristic_special_range
8008,164,postcode_not_in_ato,heuristic_special_range
8009,158,postcode_not_in_ato,heuristic_special_range
8010,164,postcode_not_in_ato,heuristic_special_range
8011,153,postcode_not_in_ato,heuristic_special_range
8012,135,postcode_not_in_ato,heuristic_special_range
8045,164,postcode_not_in_ato,heuristic_special_range
8051,146,postcode_not_in_ato,heuristic_special_range
8066,152,postcode_not_in_ato,heuristic_special_range
8069,155,postcode_not_in_ato,heuristic_special_range
8070,153,postcode_not_in_ato,heuristic_special_range
8071,170,postcode_not_in_ato,heuristic_special_range
8102,152,postcode_not_in_ato,heuristic_special_range
8107,165,postcode_not_in_ato,heuristic_special_range
8111,139,postcode_not_in_ato,heuristic_special_range
8120,159,postcode_not_in_ato,heuristic_special_range
8205,177,postcode_not_in_ato,heuristic_special_range
8785,144,postcode_not_in_ato,heuristic_special_range
9000,170,postcode_not_in_ato,heuristic_special_range
9001,137,postcode_not_in_ato,heuristic_special_range
9002,158,postcode_not_in_ato,heuristic_special_range
9005,171,postcode_not_in_ato,heuristic_special_range
9007,161,postcode_not_in_ato,heuristic_special_range
9009,134,postcode_not_in_ato,heuristic_special_range
9010,167,postcode_not_in_ato,heuristic_special_range
9013,137,postcode_not_in_ato,heuristic_special_range
9015,136,postcode_not_in_ato,heuristic_special_range
9464,165,postcode_not_in_ato,heuristic_special_range
9999,149,postcode_not_in_ato,heuristic_special_range
