postcode,ato_income_year,ato_state,ato_sa4_name,ato_sa4_is_state_other,ato_individual_count,ato_taxable_income_reporter_count,ato_taxable_income_or_loss_total,ato_salary_recipient_count,ato_salary_or_wages_total,ato_net_tax_count,ato_net_tax_total,ato_taxable_income_or_loss_per_reporter,ato_salary_or_wages_per_recipient,ato_salary_recipient_share,ato_net_tax_payer_share,ato_min_derived_denominator,ato_small_denominator,ato_nonpositive_taxable_income_total,ato_any_feature_missing,ato_quality_issue
2011,2021-22,NSW,Sydney - City and Inner South,False,12968,12830,1779908328,10288,1077894689,10767,581374872,138730.18924395947,104772.03431181959,0.7933374460209747,0.8302745219000617,10288,False,False,False,False
2012,2021-22,NSW,NSW other,True,73,73,7972480,52,4742492,58,2312653,109212.05479452055,91201.76923076923,0.7123287671232876,0.7945205479452054,52,True,False,False,False
2014,2021-22,NSW,NSW other,True,52,51,7065845,40,4453976,42,2312380,138545.98039215687,111349.4,0.7692307692307693,0.8076923076923077,40,True,False,False,False
2015,2021-22,NSW,Sydney - City and Inner South,False,8369,8301,972480710,7437,746791015,7264,287888614,117152.23587519577,100415.626596746,0.8886366352013383,0.8679651093320588,7437,False,False,False,False
2016,2021-22,NSW,Sydney - City and Inner South,False,8532,8433,815532526,7296,662309556,6892,222910914,96707.2840033203,90777.07730263157,0.8551336146272855,0.8077824660103141,7296,False,False,False,False
2017,2021-22,NSW,Sydney - City and Inner South,False,18874,18572,1527701337,16307,1375395054,15195,376551872,82258.31019814775,84343.8433801435,0.8639927943202289,0.8050757656034757,16307,False,False,False,False
2018,2021-22,NSW,Sydney - City and Inner South,False,12453,12287,921908492,10502,805853418,9659,217376899,75031.21119882802,76733.32869929537,0.843330924275275,0.7756363928370674,10502,False,False,False,False
2019,2021-22,NSW,Sydney - City and Inner South,False,8498,8437,680837387,7429,608224443,7048,162538252,80696.6204812137,81871.64396284829,0.8742056954577547,0.8293716168510238,7429,False,False,False,False
2020,2021-22,NSW,Sydney - City and Inner South,False,14886,14649,981969570,12866,889877481,11422,214622972,67033.21523653492,69165.04593502254,0.8643020287518474,0.767298132473465,12866,False,False,False,False
2021,2021-22,NSW,Sydney - Eastern Suburbs,False,10317,10216,1824091046,7980,1074443565,8550,639078819,178552.37333594362,134642.0507518797,0.7734806629834254,0.8287292817679558,7980,False,False,False,False
2022,2021-22,NSW,Sydney - Eastern Suburbs,False,9548,9450,1112662166,7403,804752347,7551,342114199,117742.02814814815,108706.24706200189,0.7753456221198156,0.7908462505236699,7403,False,False,False,False
2023,2021-22,NSW,Sydney - Eastern Suburbs,False,7193,7103,1767524263,4929,694426355,5921,671669797,248841.93481627482,140885.85007100832,0.6852495481718337,0.8231614069233978,4929,False,False,False,False
2024,2021-22,NSW,Sydney - Eastern Suburbs,False,7339,7273,1301720263,5679,758645678,5974,461014158,178979.8244190843,133587.89892586722,0.7738111459326884,0.8140073579506745,5679,False,False,False,False
2025,2021-22,NSW,Sydney - Eastern Suburbs,False,4978,4908,1070880893,3357,476656365,3991,395457984,218190.89099429504,141988.78909740841,0.6743672157492969,0.801727601446364,3357,False,False,False,False
2026,2021-22,NSW,Sydney - Eastern Suburbs,False,22939,22660,3373218615,18589,2083569744,18929,1126606937,148862.2513239188,112086.16622733875,0.8103666245259166,0.8251885435284886,18589,False,False,False,False
2027,2021-22,NSW,Sydney - Eastern Suburbs,False,5703,5624,1538539905,3583,509844522,4566,603145084,273566.83943812235,142295.42897013677,0.6282658250043837,0.8006312467122567,3583,False,False,False,False
2028,2021-22,NSW,Sydney - Eastern Suburbs,False,3304,3255,1170635041,2241,299672530,2715,481792151,359642.1016897081,133722.68183846498,0.6782687651331719,0.8217312348668281,2241,False,False,False,False
2029,2021-22,NSW,Sydney - Eastern Suburbs,False,6790,6702,1100354583,4764,547890443,5512,383017813,164183.0174574754,115006.39021830395,0.701620029455081,0.8117820324005891,4764,False,False,False,False
2030,2021-22,NSW,Sydney - Eastern Suburbs,False,9590,9431,2301353942,6179,801964065,7647,873817372,244020.14017601527,129788.64945784108,0.6443169968717414,0.797393117831074,6179,False,False,False,False
2031,2021-22,NSW,Sydney - Eastern Suburbs,False,23035,22819,2775377857,18772,1968184581,18857,853858503,121625.74420439107,104846.82404645217,0.8149337963967875,0.8186238332971565,18772,False,False,False,False
2032,2021-22,NSW,Sydney - Eastern Suburbs,False,9145,9010,708686821,7243,531108526,6557,183164042,78655.58501664817,73327.14703851995,0.7920174958993986,0.7170038272279934,7243,False,False,False,False
2033,2021-22,NSW,Sydney - Eastern Suburbs,False,7548,7449,665201462,6053,490540297,5654,182807165,89300.77352664787,81040.85527837437,0.8019342872284049,0.7490726020137785,6053,False,False,False,False
2034,2021-22,NSW,Sydney - Eastern Suburbs,False,13832,13700,1807348828,11249,1210102016,11429,571515422,131923.2721167883,107574.18579429283,0.8132591093117408,0.8262724117987276,11249,False,False,False,False
2035,2021-22,NSW,Sydney - Eastern Suburbs,False,22148,21891,2201753728,17291,1546034301,17047,634510404,100578.03334703759,89412.65982302932,0.7807025465053278,0.7696857504063572,17291,False,False,False,False
2036,2021-22,NSW,Sydney - Eastern Suburbs,False,19897,19667,1620442277,16150,1303859947,15295,414011668,82393.97350892358,80734.36204334366,0.8116801527868522,0.7687088505804895,16150,False,False,False,False
2037,2021-22,NSW,Sydney - City and Inner South,False,10658,10518,1053125892,8620,794441636,8214,301964887,100126.05932686823,92162.60278422273,0.8087821354850816,0.7706886845562019,8620,False,False,False,False
2038,2021-22,NSW,Sydney - Inner West,False,6159,6103,747289047,5068,549902090,5043,228802519,122446.1817139112,108504.75335438043,0.8228608540347458,0.8188017535314175,5068,False,False,False,False
2039,2021-22,NSW,Sydney - Inner West,False,5796,5732,758024703,4634,562781312,4763,237834464,132244.36549197487,121446.118256366,0.7995169082125604,0.8217736369910283,4634,False,False,False,False
2040,2021-22,NSW,Sydney - Inner West,False,14163,14054,1561998353,11908,1257930616,11685,452457243,111142.61797353067,105637.43836076587,0.8407823201299159,0.8250370684177081,11908,False,False,False,False
2041,2021-22,NSW,Sydney - Inner West,False,10322,10208,1680004826,7757,1046261335,8291,575316543,164577.27527429466,134879.63581281423,0.7515016469676419,0.8032358070141445,7757,False,False,False,False
2042,2021-22,NSW,Sydney - City and Inner South,False,12923,12808,1222649291,11274,996249771,10709,329581066,95459.81347595253,88367.0188930282,0.8723980499883928,0.8286775516520931,11274,False,False,False,False
2043,2021-22,NSW,Sydney - City and Inner South,False,7096,7059,754075836,6394,664329372,6246,207520831,106824.73948151297,103898.86956521739,0.9010710259301015,0.8802142051860203,6394,False,False,False,False
2044,2021-22,NSW,Sydney - City and Inner South,False,5418,5381,470128436,4773,419772351,4574,117336281,87368.22821036982,87947.27655562539,0.8809523809523809,0.8442229605020303,4773,False,False,False,False
2045,2021-22,NSW,Sydney - Inner West,False,4091,4064,499240418,3079,324532028,3110,158695192,122844.59104330708,105401.76291003573,0.7526277193840137,0.7602053287704718,3079,False,False,False,False
2046,2021-22,NSW,Sydney - Inner West,False,16723,16573,1779826373,13136,1277522353,13189,521461748,107393.13178060701,97253.5286997564,0.7855049931232434,0.7886742809304551,13136,False,False,False,False
2047,2021-22,NSW,Sydney - Inner West,False,7729,7661,928656596,5891,630673953,6138,287280806,121218.71766087977,107057.1979290443,0.76219433303144,0.7941518954586622,5891,False,False,False,False
2048,2021-22,NSW,Sydney - City and Inner South,False,5045,5012,514162412,4293,404254378,4140,144467517,102586.27533918596,94165.93943629164,0.8509415262636274,0.8206144697720515,4293,False,False,False,False
2049,2021-22,NSW,Sydney - City and Inner South,False,8078,8019,753232781,6957,619361379,6632,201937618,93931.01147275222,89027.07761966364,0.8612280267392919,0.8209952958653132,6957,False,False,False,False
2050,2021-22,NSW,Sydney - City and Inner South,False,5798,5734,548505512,5089,462327159,4729,147922801,95658.44297174747,90848.33149931225,0.8777164539496378,0.8156260779579165,5089,False,False,False,False
2052,2021-22,NSW,NSW other,True,140,135,2924819,120,2295782,31,434079,21665.325925925925,19131.516666666666,0.8571428571428571,0.22142857142857142,120,False,False,False,False
2057,2021-22,NSW,NSW other,True,153,149,15902576,91,10611647,110,5011804,106728.69798657719,116611.5054945055,0.5947712418300654,0.7189542483660131,91,True,False,False,False
2059,2021-22,NSW,NSW other,True,116,111,14977277,73,8602120,84,4817025,134930.42342342343,117837.2602739726,0.6293103448275862,0.7241379310344828,73,True,False,False,False
2060,2021-22,NSW,Sydney - North Sydney and Hornsby,False,10891,10758,1496264205,8452,939210022,8855,485021587,139083.86363636365,111122.81377188831,0.7760536222569093,0.8130566522817004,8452,False,False,False,False
2061,2021-22,NSW,Sydney - North Sydney and Hornsby,False,4302,4229,729452328,3143,394913041,3521,254125446,172488.13620241193,125648.43811644925,0.7305904230590423,0.8184565318456531,3143,False,False,False,False
2062,2021-22,NSW,Sydney - North Sydney and Hornsby,False,4726,4688,701038481,3662,481834520,3841,231005147,149538.92512798635,131576.8760240306,0.7748624629707999,0.8127380448582311,3662,False,False,False,False
2063,2021-22,NSW,Sydney - North Sydney and Hornsby,False,4275,4222,908332792,2751,419620072,3290,338936227,215142.774040739,152533.65030897854,0.6435087719298246,0.7695906432748538,2751,False,False,False,False
2064,2021-22,NSW,Sydney - North Sydney and Hornsby,False,6216,6117,627685683,4920,476296537,4824,180587711,102613.32074546347,96808.23922764228,0.7915057915057915,0.7760617760617761,4920,False,False,False,False
2065,2021-22,NSW,Sydney - North Sydney and Hornsby,False,22640,22372,2697973142,18289,2031733412,18625,815521020,120595.97452172358,111090.45940182623,0.8078180212014134,0.8226590106007067,18289,False,False,False,False
2066,2021-22,NSW,Sydney - North Sydney and Hornsby,False,22382,22167,2836749510,17740,1964201740,17971,893793121,127971.73771822981,110721.6313416009,0.7926011973907604,0.8029219908855331,17740,False,False,False,False
2067,2021-22,NSW,Sydney - North Sydney and Hornsby,False,17726,17335,1494211677,12859,1122426718,12544,404954857,86196.23172771849,87287.24768644529,0.7254315694460115,0.7076610628455376,12859,False,False,False,False
2068,2021-22,NSW,Sydney - North Sydney and Hornsby,False,10963,10835,1672682858,7981,964453985,8434,574905249,154377.74416243655,120843.7520360857,0.7279941621818845,0.7693149685305117,7981,False,False,False,False
2069,2021-22,NSW,Sydney - North Sydney and Hornsby,False,9568,9421,1407986016,6667,834336185,7222,472066911,149451.86455790256,125144.17054147292,0.6968018394648829,0.7548076923076923,6667,False,False,False,False
2070,2021-22,NSW,Sydney - North Sydney and Hornsby,False,9774,9599,1333416841,6690,754180001,7300,446345144,138912.0576101677,112732.43662182362,0.6844689993861265,0.7468794761612442,6690,False,False,False,False
2071,2021-22,NSW,Sydney - North Sydney and Hornsby,False,9034,8869,1174245579,6020,649146407,6605,388469347,132398.87010936972,107831.62906976744,0.6663714854992252,0.731126854106708,6020,False,False,False,False
2072,2021-22,NSW,Sydney - North Sydney and Hornsby,False,5937,5817,630982482,4173,406055081,4300,192203621,108472.14749871068,97305.3153606518,0.7028802425467408,0.7242715176014822,4173,False,False,False,False
2073,2021-22,NSW,Sydney - North Sydney and Hornsby,False,11308,11155,1393137253,8266,915043147,8517,441648348,124889.04105782161,110699.63065569804,0.730986911920764,0.7531835868411744,8266,False,False,False,False
2074,2021-22,NSW,Sydney - North Sydney and Hornsby,False,15052,14875,1876038450,10385,1173993842,11083,601863301,126120.23193277311,113047.07193066923,0.6899415360085038,0.7363141110815838,10385,False,False,False,False
2075,2021-22,NSW,Sydney - North Sydney and Hornsby,False,13881,13684,1517730229,9544,1024795701,10054,462726837,110912.76154633149,107375.91167225482,0.6875585332468842,0.7242994020603702,9544,False,False,False,False
2076,2021-22,NSW,Sydney - North Sydney and Hornsby,False,15900,15700,1790528986,11434,1198675414,11744,548259081,114046.43222929936,104834.30243134512,0.7191194968553459,0.7386163522012579,11434,False,False,False,False
2077,2021-22,NSW,Sydney - North Sydney and Hornsby,False,26955,26599,1997245337,22115,1750587387,20352,474231046,75087.23399375916,79158.37155776622,0.8204414765349657,0.7550361713967724,22115,False,False,False,False
2079,2021-22,NSW,Sydney - North Sydney and Hornsby,False,5075,5021,397326989,4188,342311958,3931,96923818,79133.03903604859,81736.37965616045,0.8252216748768473,0.7745812807881773,4188,False,False,False,False
2080,2021-22,NSW,Sydney - North Sydney and Hornsby,False,1143,1129,81508966,912,71174398,838,19061381,72195.71833480957,78042.10307017544,0.7979002624671916,0.7331583552055994,912,False,False,False,False
2081,2021-22,NSW,Sydney - North Sydney and Hornsby,False,3456,3434,286553834,2855,240362769,2659,72934713,83446.0786255096,84190.11173380035,0.8260995370370371,0.7693865740740741,2855,False,False,False,False
2082,2021-22,NSW,Sydney - North Sydney and Hornsby,False,3414,3399,278773691,2789,227386125,2618,70256223,82016.38452486026,81529.62531373253,0.81693028705331,0.7668424135910955,2789,False,False,False,False
2083,2021-22,NSW,Sydney - North Sydney and Hornsby,False,1034,1028,77670853,744,58420995,749,18654131,75555.30447470817,78522.84274193548,0.7195357833655706,0.7243713733075435,744,False,False,False,False
2084,2021-22,NSW,Sydney - Northern Beaches,False,2425,2401,339706225,1715,169294239,1836,115458803,141485.30820491462,98713.84198250729,0.7072164948453609,0.7571134020618556,1715,False,False,False,False
2085,2021-22,NSW,Sydney - Northern Beaches,False,7295,7240,675462853,5435,518109252,5389,187446094,93295.97417127072,95328.28923643054,0.7450308430431802,0.7387251542152159,5435,False,False,False,False
2086,2021-22,NSW,Sydney - Northern Beaches,False,8915,8845,849283273,7092,665893619,6782,236967349,96018.45935556812,93893.62930062042,0.7955131800336511,0.7607403252944476,7092,False,False,False,False
2087,2021-22,NSW,Sydney - Northern Beaches,False,8096,8027,831909877,6044,603584602,6021,244318510,103638.95315809145,99865.08967571145,0.7465415019762845,0.7437005928853755,6044,False,False,False,False
2088,2021-22,NSW,Sydney - North Sydney and Hornsby,False,19568,19305,4148399961,13116,2035154503,15411,1541280906,214887.33286713288,155165.79010369015,0.6702780049059689,0.7875613246116108,13116,False,False,False,False
2089,2021-22,NSW,Sydney - North Sydney and Hornsby,False,8415,8323,1088602794,6522,751633982,6856,344809301,130794.5204854019,115245.9340693039,0.7750445632798574,0.8147355912061794,6522,False,False,False,False
2090,2021-22,NSW,Sydney - North Sydney and Hornsby,False,9321,9221,1360825353,7053,849036114,7456,451260254,147578.93428044682,120379.42917907273,0.7566784679755391,0.7999141722991095,7053,False,False,False,False
2092,2021-22,NSW,Sydney - Northern Beaches,False,4527,4477,740428290,3314,466047445,3527,257620767,165384.9207058298,140629.8868436934,0.7320521316545173,0.7791031588248288,3314,False,False,False,False
2093,2021-22,NSW,Sydney - Northern Beaches,False,15369,15218,2194571982,11840,1372493289,12152,731937887,144208.9618872388,115920.04130067567,0.7703819376667317,0.7906825427809226,11840,False,False,False,False
2094,2021-22,NSW,Sydney - Northern Beaches,False,4261,4214,561155770,3251,384603881,3395,179853282,133164.63455149502,118303.25469086436,0.7629664398028632,0.79676132363295,3251,False,False,False,False
2095,2021-22,NSW,Sydney - Northern Beaches,False,11707,11582,1785226310,9001,1070052700,9548,597901619,154137.99948195476,118881.53538495723,0.7688562398564961,0.8155804219697617,9001,False,False,False,False
2096,2021-22,NSW,Sydney - Northern Beaches,False,10220,10147,1452232135,8181,958784955,8317,481209011,143119.35892381985,117196.54748808214,0.8004892367906067,0.8137964774951076,8181,False,False,False,False
2097,2021-22,NSW,Sydney - Northern Beaches,False,10457,10386,1076042703,8095,736418614,8075,313861968,103605.11294049682,90972.03384805436,0.7741225973032418,0.7722100028688916,8095,False,False,False,False
2099,2021-22,NSW,Sydney - Northern Beaches,False,28118,27889,2512840966,23003,1880002750,22157,676741283,90101.50833662017,81728.58974916315,0.8180880574720819,0.7880005690305143,23003,False,False,False,False
2100,2021-22,NSW,Sydney - Northern Beaches,False,14277,14170,1368450247,11459,1047960834,11141,384796989,96573.76478475652,91453.07915175844,0.8026195979547524,0.7803460110667507,11459,False,False,False,False
2101,2021-22,NSW,Sydney - Northern Beaches,False,12616,12526,1123259123,9493,790360200,9668,301911822,89674.20748842407,83257.15790582534,0.7524571972098922,0.7663284717818643,9493,False,False,False,False
2102,2021-22,NSW,Sydney - Northern Beaches,False,5163,5126,506142728,4111,362949504,4011,143704434,98740.29028482248,88287.40063244953,0.7962424946736394,0.7768739105171412,4111,False,False,False,False
2103,2021-22,NSW,Sydney - Northern Beaches,False,7323,7262,679363082,5251,436475141,5465,189135909,93550.41063068026,83122.28927823271,0.7170558514270108,0.7462788474668851,5251,False,False,False,False
2104,2021-22,NSW,Sydney - Northern Beaches,False,2337,2310,334533918,1416,133434546,1648,115459979,144819.87792207793,94233.43644067796,0.6059050064184852,0.7051775780915703,1416,False,False,False,False
2105,2021-22,NSW,Sydney - Northern Beaches,False,1370,1352,165194732,881,82055711,995,53036752,122185.45266272189,93139.2860385925,0.6430656934306569,0.7262773722627737,881,False,False,False,False
2106,2021-22,NSW,Sydney - Northern Beaches,False,6726,6666,718787177,4928,432757890,5142,215242826,107828.8594359436,87816.13027597402,0.7326791555159085,0.7644959857270295,4928,False,False,False,False
2107,2021-22,NSW,Sydney - Northern Beaches,False,10186,10070,1153386213,6872,619789437,7390,359636631,114536.8632571996,90190.5467112922,0.6746514824268603,0.7255055959159631,6872,False,False,False,False
2108,2021-22,NSW,Sydney - Northern Beaches,False,1283,1254,277464114,682,65404368,909,108512572,221263.24880382774,95900.83284457478,0.5315666406858924,0.7084957131722526,682,False,False,False,False
2109,2021-22,NSW,NSW other,True,53,51,2537890,43,2156587,24,659953,49762.549019607846,50153.186046511626,0.8113207547169812,0.4528301886792453,43,True,False,False,False
2110,2021-22,NSW,Sydney - Ryde,False,6062,5975,1306091642,4170,536834959,4721,492540322,218592.74343096235,128737.40023980815,0.6878917848894754,0.778785879247773,4170,False,False,False,False
2111,2021-22,NSW,Sydney - Ryde,False,9957,9861,1130080112,7944,778387400,7979,340955833,114600.96460805192,97984.31520644511,0.7978306718891233,0.8013457868835995,7944,False,False,False,False
2112,2021-22,NSW,Sydney - Ryde,False,24261,23895,1938687720,19431,1563847451,18476,489709984,81133.61456371626,80482.08795224126,0.8009150488438235,0.761551461192861,19431,False,False,False,False
