merchant_abn,merchant_name,consumer_exposure_percentile,knn_score,knn_merchant_risk_percentile,knn_mean_neighbor_distance,knn_max_neighbor_distance,knn_distance_percentile,knn_confidence_score,knn_out_of_distribution,knn_score_source,fraud_risk_index,risk_safety_score
10955677986,Arcu Iaculis Corporation,0.7242238839791525,0.6611129205483852,0.8602126215788283,1.35522844125741,2.045665671727516,0.5573770491803278,0.4426229508196722,False,full_model_for_unlabelled_merchant,0.7922182527789904,20.77817472210096
10959028715,Ante Maecenas Ltd,0.613414910491729,0.36302521205104377,0.17643067179371183,4.338132434077423,5.167661217713576,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.39492279114272044,60.507720885727956
10995883576,Non Feugiat Incorporated,0.9213686834353048,0.656850367070671,0.6713413254919701,1.0991998085551409,1.4102107310354253,0.4262295081967213,0.5737704918032787,False,full_model_for_unlabelled_merchant,0.7963550044636374,20.36449955363626
11017796471,Sodales Mauris Consulting,0.6279175164287333,0.44902879494596776,0.2569554399457136,4.932206811946928,5.383763983772948,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.4424364781872234,55.756352181277656
11024352823,Aliquet Metus Urna LLP,0.21799229549059596,0.6555859210122134,0.6369599638090929,1.1748651579391793,1.6128617101507938,0.45901639344262296,0.540983606557377,False,full_model_for_unlabelled_merchant,0.42747612964984444,57.25238703501556
11029341140,,0.16474053931565827,0.37383311613072284,0.18366885320063334,4.86442974919306,6.312808411805757,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.1742046962581458,82.57953037418542
11076688542,Amet Diam Industries,0.8570133695898482,0.67907318978445,0.9787378421171681,3.586637686285873,4.669641748455722,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.9178756058535081,8.212439414649186
11089768124,Rutrum Corp.,0.49150237933378654,0.6620888837229623,0.8755937570685365,1.3888048886895457,1.975280710660448,0.5573770491803278,0.4426229508196722,False,full_model_for_unlabelled_merchant,0.6835480682011615,31.645193179883847
11093673306,Ac Mi Corp.,0.8329934285066848,0.6594410893370221,0.7941642162406696,2.242645991524695,3.1376151925578584,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.8135788223736772,18.64211776263228
11121775571,Egestas Nunc Associates,0.6077498300475866,0.2943447953496662,0.04840533815878761,2.9184298013501317,3.2538952206840217,0.9016393442622951,0.09836065573770492,False,full_model_for_unlabelled_merchant,0.3280775841031871,67.19224158968129
11134994590,Quis Massa Mauris Ltd,0.03127124405166554,0.628338113268179,0.4858629269396064,1.705565326364693,1.9752425936932516,0.639344262295082,0.360655737704918,False,full_model_for_unlabelled_merchant,0.258567085495636,74.1432914504364
11137507330,,0.7036029911624745,0.6590152172580647,0.7704139334992083,3.090156077572592,4.025307399899206,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.7370084623308414,26.29915376691586
11149063370,Et Arcu Limited,0.05982324949014276,0.5069901325691919,0.329563447183895,0.5339159639503195,0.6732665982595464,0.16393442622950818,0.8360655737704918,False,leave_one_out_for_labelled_merchant,0.1946933483370189,80.5306651662981
11173270682,Feugiat Tellus LLP,0.7457511896668932,0.5047664645556948,0.3268491291562995,4.486615448214256,5.0927576763551174,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.5363001594115964,46.369984058840366
11199348915,Orci Luctus PC,0.6276909132109676,0.5219050977543737,0.3548970821081203,4.255743865776828,4.811876128314327,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.49129399765954396,50.870600234045604
11208869091,Cursus Et Eros LLP,0.6791298436437797,0.6438645104262245,0.5154942320741913,3.517264347352202,4.282826823334936,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.5973120378589856,40.26879621410144
11215815177,Scelerisque Scelerisque Ltd,0.7117607070020394,0.5618487434673405,0.4053381587876046,3.849935641696687,4.4261252000474185,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.558549432894822,44.14505671051781
11237511112,Magna Institute,0.684115114434625,0.29484035316267265,0.06356028047952952,1.2819629514386495,1.6035906406721672,0.5409836065573771,0.4590163934426229,False,full_model_for_unlabelled_merchant,0.3738376974570773,62.61623025429227
11240426404,,0.5615227736233854,0.29302569532127565,0.03166704365528161,0.755189306652744,0.9439537522015848,0.2786885245901639,0.7213114754098361,False,full_model_for_unlabelled_merchant,0.2965949086393335,70.34050913606664
11243046390,Ornare Placerat Foundation,0.7815544980738727,0.6526599814490396,0.5776973535399231,1.0860010277047085,1.6340351780752824,0.4098360655737705,0.5901639344262295,False,full_model_for_unlabelled_merchant,0.679625925806898,32.037407419310206
11285988014,Tincidunt Pede Company,0.40018128257421254,0.36379172929693293,0.1789187966523411,4.677882406824987,5.157654680394931,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.2895500396132768,71.04499603867231
11304124014,Nostra Per Inceptos Ltd,0.5567641060503059,0.6672288714671851,0.9364397195204704,2.240843079985528,3.33378109898704,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.7466019127853882,25.339808721461175
11355018654,Interdum Inc.,0.41083163380920007,0.5947139955423311,0.44175525899117846,4.277407941621667,4.994571662321163,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.4262934464001893,57.37065535998107
11358147682,,0.44482211647405395,0.5305189383883385,0.37005202442886226,0.7120370430687457,1.1281720694958972,0.2459016393442623,0.7540983606557377,False,full_model_for_unlabelled_merchant,0.4074370704514581,59.256292954854196
11400713351,,0.13414910491728982,0.5040889147106011,0.3241348111287039,0.9824334221886233,1.7772366716841665,0.36065573770491804,0.639344262295082,False,full_model_for_unlabelled_merchant,0.22914195802299686,77.08580419770031
11411018019,Ipsum Sodales Industries,0.9274869703149785,0.317224521178696,0.12644198145216015,3.4834589445344597,4.8362812781535665,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.5269644758835693,47.30355241164307
11422053652,Aptent Taciti Consulting,0.35010197144799454,0.6601543300011548,0.830355123275277,1.8356799880330767,2.717046463787785,0.6885245901639344,0.3114754098360656,False,full_model_for_unlabelled_merchant,0.5902285473616358,40.97714526383642
11422618712,Praesent Luctus Inc.,0.5961930659415363,0.659358315005396,0.7887355801854784,1.963400853236966,2.8102563530308236,0.7377049180327869,0.2622950819672131,False,full_model_for_unlabelled_merchant,0.6924643230635074,30.753567693649263
11437621158,Nam Foundation,0.2635395422615001,0.6312792388230042,0.4940058810223931,4.075287888265793,4.849868970782848,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.3787727116419466,62.12272883580534
11439466003,Blandit At LLC,0.40335372762293226,0.2948009754256521,0.06265550780366433,1.030863644814994,1.2816968356537535,0.3770491803278688,0.6229508196721312,False,full_model_for_unlabelled_merchant,0.23300461771329828,76.69953822867018
11452293720,Sed Neque Sed Inc.,0.6492182188987083,0.6554115623723714,0.6324361004297671,1.2145037270260781,1.5693784454375952,0.5081967213114754,0.4918032786885246,False,full_model_for_unlabelled_merchant,0.6408271596642376,35.91728403357624
11470993597,Sed Associates,0.42329481078631315,0.6675256407501565,0.9389278443790997,1.3238062515167455,2.112157315204657,0.5573770491803278,0.4426229508196722,False,leave_one_out_for_labelled_merchant,0.6811113275827064,31.888867241729358
11563852275,Proin Vel Incorporated,0.3702696578291412,0.6590193486040116,0.7706401266681746,3.328293342046792,4.2796712666878225,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.5704548922486579,42.95451077513421
11566786699,Euismod Et Institute,0.4946748243825062,0.293582361941033,0.03777425921737163,2.551887284914394,2.8122528089462184,0.7868852459016393,0.21311475409836067,False,full_model_for_unlabelled_merchant,0.26622454179993893,73.3775458200061
11588046517,Dolor Industries,0.41536369816451396,0.6572686784156685,0.6912463243610043,3.350752158168745,4.084581304502725,0.9508196721311475,0.049180327868852514,True,full_model_for_unlabelled_merchant,0.5533050112627591,44.66949887372409
11590404675,Arcu Sed PC,0.08633582596872875,0.6365666986571553,0.5082560506672699,0.8546990182603682,1.0973645979459563,0.3442622950819672,0.6557377049180328,False,leave_one_out_for_labelled_merchant,0.29729593831799933,70.27040616820005
11633090957,Cum Sociis Incorporated,0.8332200317244505,0.6576546076915302,0.705496494005881,1.0976138713680421,1.3361296365734932,0.4262295081967213,0.5737704918032787,False,full_model_for_unlabelled_merchant,0.7693582628651657,23.064173713483427
11700214701,Vitae Aliquam Incorporated,0.7054158169046001,0.5946051889998335,0.4415290658222122,3.7517852980397524,4.457686795643858,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.5734724413634061,42.65275586365939
11766327188,Ante Maecenas Mi Incorporated,0.8089734874235214,0.6564533308092464,0.6541506446505315,1.3347319037451475,2.154102388872622,0.5573770491803278,0.4426229508196722,False,full_model_for_unlabelled_merchant,0.7315620660370264,26.843793396297354
11788487195,Id Magna LLP,0.6861545433945162,0.657397367616576,0.6957701877403303,2.4054174312098384,3.248430353986963,0.7868852459016393,0.21311475409836067,False,full_model_for_unlabelled_merchant,0.6909623655674233,30.90376344325767
11791943985,Nulla Magna Incorporated,0.8067074552458645,0.6605245178870749,0.8450576792580864,2.1043198830832175,3.0249614401134037,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.8258825672519754,17.41174327480246
11800043583,Morbi Vehicula Inc.,0.05914343983684568,0.4017923375566739,0.2044786247455327,2.495808289488786,3.9016372169730893,0.7868852459016393,0.21311475409836067,False,full_model_for_unlabelled_merchant,0.13181103229118918,86.81889677088108
11802512399,At Egestas A Corp.,0.45637888058010423,0.6493263469319587,0.5358516172811582,3.22342121000483,3.8956809138994206,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.4961152489306312,50.38847510693688
11839682616,,0.2895989123045547,0.5205035456166067,0.3517303777425922,3.49109231857351,3.920444839963448,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.32066464502357345,67.93353549764265
11841065357,Eu Tellus Industries,0.6102424654430093,0.3608064665291295,0.17054964940058812,4.431839321605452,4.991958568683904,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.3903960574217987,60.96039425782013
11848576000,Aenean Eget Corporation,0.08769544527532291,0.607535803223956,0.4632436100429767,2.1431562813488787,2.346977957304108,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.2754695276591498,72.45304723408502
11895748930,Gravida Inc.,0.395422615001133,0.47113914829979886,0.2924677674734223,3.595774573641151,4.050248296640831,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.3439451912372776,65.60548087627224
11944993446,Tincidunt Dui Corp.,0.7140267391796964,0.2964339686336815,0.08640579054512554,3.813742761221052,4.196906438638772,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.40021626486241096,59.978373513758896
11961681734,Dui Cras Pellentesque Company,0.8103331067301156,0.6604650224727606,0.8425695543994571,1.3453014413146742,1.9684992414351523,0.5573770491803278,0.4426229508196722,False,full_model_for_unlabelled_merchant,0.8264513305647864,17.354866943521362
11974270529,Dui Fusce Corp.,0.1697258101065035,0.4660532858027659,0.2847771997285682,3.1482018981600532,3.826574112355175,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.22725150491753585,77.27484950824642
11975295389,Tortor Corp.,0.15159755268524813,0.2813368718789421,0.02827414612078715,4.775197743523279,7.030150939046092,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.08993584940301765,91.00641505969823
11981237946,Sed Molestie Sed Institute,0.8506684794924088,0.6565229402623833,0.6566387695091608,1.120407631867244,1.9908389761647478,0.4262295081967213,0.5737704918032787,False,full_model_for_unlabelled_merchant,0.7536536245007848,24.63463754992152
12014115545,In Lobortis Company,0.2848402447314752,0.6586615606958468,0.7516399004750056,3.6048186819498906,4.550764721848547,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.5182400726032403,48.17599273967596
12031655138,Tincidunt Aliquam Arcu Corp.,0.22932245637888057,0.6760695512686654,0.9708210812033476,1.9999045102319486,2.9403078813806482,0.7377049180327869,0.2622950819672131,False,full_model_for_unlabelled_merchant,0.6000717687911141,39.99282312088859
12034469787,Pede Suspendisse Corp.,0.4566054837978699,0.5036555363329979,0.3232300384528387,4.597217867866223,5.183257030805811,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.3899177611253543,61.00822388746457
12037481016,Consequat LLP,0.11851348289145706,0.6599906862062613,0.8213073965166252,2.857100139141785,4.059980170326659,0.9016393442622951,0.09836065573770492,False,full_model_for_unlabelled_merchant,0.4699104397040411,53.008956029595886
12042198256,Donec Nibh LLP,0.4076591887604804,0.6593823499559215,0.7907713187061751,3.0433663730945293,3.9947442977355596,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.5992152537333277,40.07847462666723
12103450178,Tincidunt Tempus Incorporated,0.9771130750056651,0.6143050074221367,0.4713865641257634,3.773166966564938,4.298240199521099,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.7242498195657143,27.575018043428567
12133839110,Et Eros Limited,0.06322229775662815,0.5519123483600592,0.3888260574530649,3.81363371127398,4.311543138307376,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.22602417760484653,77.39758223951534
12161076724,Eu Ultrices Ltd,0.38771810559709946,0.4135461711530472,0.2293598733318254,3.149053738759362,3.9364789732275822,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.30853898946446245,69.14610105355375
12171241826,Interdum Sed Foundation,0.10627690913210967,0.6686969389498457,0.9461660257860213,2.1852009731272197,3.269159006905765,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.5262214674590655,47.37785325409345
12173100693,Quam Quis Diam Foundation,0.4640833899841378,0.2963918120760435,0.08482243836236146,3.699033382061044,4.068397900193417,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.27445291417324963,72.55470858267503
12182018430,Integer In Ltd,0.09336052571946522,0.27412742129223877,0.02601221443112418,5.118715038026701,7.799644276782904,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.059686370075294704,94.03136299247052
12183270048,Risus Consulting,0.7067754362111942,0.6576942252589213,0.7064012666817462,0.9211251831092355,1.7944184566567631,0.36065573770491804,0.639344262295082,False,full_model_for_unlabelled_merchant,0.7065883514464701,29.341164855352986
12185659961,Aliquam Ornare Libero LLP,0.19465216406072966,0.6607540357519982,0.8541054060167383,2.510922468291832,3.6719291829217937,0.7868852459016393,0.21311475409836067,False,full_model_for_unlabelled_merchant,0.524378785038734,47.56212149612659
12208064492,Nullam Ut Industries,0.8529345116700657,0.634086294435936,0.5041845736258765,2.9403865410557066,3.4979379645504114,0.9016393442622951,0.09836065573770492,False,full_model_for_unlabelled_merchant,0.6785595426479711,32.14404573520289
12219088747,Velit Corp.,0.4140040788579198,0.6590115359213038,0.7697353539923094,1.2624781202503301,1.7311430782769448,0.5245901639344263,0.47540983606557374,False,full_model_for_unlabelled_merchant,0.5918697164251145,40.81302835748855
12240378188,Ut Ipsum Corp.,0.016315431679129844,0.24570261993414053,0.014250169644876725,4.428535245048408,6.996691377562523,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.015282800662003285,98.47171993379968
12296390138,Montes Nascetur Ridiculus Industries,0.2757761160208475,0.664358743545036,0.9122370504410767,2.066276033073077,2.8312724063127646,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.5940065832309621,40.59934167690379
12353567572,Quam Curabitur Company,0.831407205982325,0.6596810674328166,0.8054738746889843,3.475777063443982,4.767370613562056,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.8184405403356547,18.15594596643453
12374632228,Posuere Enim Incorporated,0.13573532744164968,0.5298262781952833,0.36914725175299706,3.0125065694787256,3.4284986476883192,0.9016393442622951,0.09836065573770492,False,full_model_for_unlabelled_merchant,0.25244128959732337,74.75587104026766
12380299397,Neque Morbi Foundation,0.2227509630636755,0.6533883916230566,0.5935308753675639,1.9332608624007617,2.714106824001739,0.7213114754098361,0.2786885245901639,False,full_model_for_unlabelled_merchant,0.4081409192156197,59.18590807843803
12395011633,Luctus Sit Corporation,0.9061862678450034,0.6855711392901526,0.9950237502827415,0.9461036858884249,1.6555128491065043,0.36065573770491804,0.639344262295082,False,full_model_for_unlabelled_merchant,0.9506050090638725,4.939499093612754
12404803031,Porttitor Scelerisque Neque Limited,0.18309539995467936,0.6759344505287759,0.9701425016964488,3.4534845050146967,4.319715859268197,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.576618950825564,42.338104917443594
12426913844,Diam Proin Industries,0.6934058463630184,0.6644029930875271,0.9126894367790093,1.29588868941175,1.7961556041561029,0.5409836065573771,0.4590163934426229,False,full_model_for_unlabelled_merchant,0.8030476415710138,19.69523584289862
12434006854,Feugiat Non Associates,0.4978472694312259,0.656553070124617,0.6579959285229586,3.3151006154020193,3.999472615858696,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.5779215989770923,42.207840102290774
12438697459,At Arcu Industries,0.44164967142533423,0.40729803812899396,0.21601447636281385,4.5635266951468925,5.10977953131275,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.32883207389407404,67.1167926105926
12476477880,Egestas A Scelerisque Limited,0.04418762746430999,0.6789114812988177,0.9769282967654377,3.870498310391412,5.135651064466474,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.5105579621148738,48.94420378851262
12483082042,Sed PC,0.7414457285293451,0.6267920019441544,0.48337480208097716,4.325883546377198,5.183996514931388,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.6124102653051611,38.75897346948389
