model,candidate_id,parameters,cv_folds,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_spearman_mean,cv_spearman_std,fit_seconds
KNN,knn_130,"{""n_features"": 8, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.095221229121075,0.03358091054085305,0.13898910933338443,0.0434722398642742,0.2667945325434967,0.652867038332371,0.19656321245439565,0.9510957000020426
KNN,knn_22,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.09534387122572445,0.03242941847276298,0.1427946464771341,0.044384012759283685,0.2578028675514616,0.6330262168161623,0.22397314796174594,0.9984297000046354
KNN,knn_11,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.09552602511691485,0.03650974959671946,0.14034775662512164,0.048347258760766836,0.25316554865861457,0.6536499099769102,0.21671452935382174,1.0137491000059526
KNN,knn_47,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.09648990547702894,0.035549882181397714,0.1435262926039279,0.047587513238625034,0.22040868837690605,0.6501552630811015,0.20393563130437833,1.008836799999699
KNN,knn_142,"{""n_features"": 8, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.09659364504841646,0.03423995183401443,0.14113908497998753,0.04452336185914398,0.24199191574976356,0.660777817539228,0.19956084259253876,0.9420460999826901
KNN,knn_131,"{""n_features"": 11, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.09684042940799963,0.03351272644788318,0.14082484317505956,0.04363082703849524,0.2556871717461423,0.6431996336906565,0.20209554727962545,0.9800070000055712
KNN,knn_21,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.09702127202930527,0.03428365176527792,0.14517275697567197,0.0475131886402346,0.2021594470272354,0.6054516446492098,0.2488988235594699,0.946965299983276
KNN,knn_37,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.09734513912631794,0.035666530059813545,0.14116321764116843,0.04875358423847301,0.27943648156421913,0.6306431748817761,0.22243639377835803,0.47540460000163876
KNN,knn_23,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.09738832327038613,0.03630595605788467,0.14288295771942175,0.04755351217460894,0.23034690107189662,0.6414793975696312,0.21491053718603478,1.0605752999836113
KNN,knn_13,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.09792324517250343,0.03635190650823588,0.1408537429210204,0.04928543497966625,0.2800609540830859,0.611124821649023,0.2472588749142567,0.48272599998745136
KNN,knn_95,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.09822460377822084,0.03450722765058782,0.14395562808435694,0.045084666553784784,0.22545073339574423,0.6470870221721654,0.22501911735189986,1.0506653999909759
KNN,knn_143,"{""n_features"": 11, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.09900503572011965,0.03374529003458448,0.14283281442888976,0.04455569849703883,0.235725919522881,0.6203657977566179,0.20883704890550772,0.9615806000074372
KNN,knn_25,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.09911551901511052,0.03264336514107245,0.14622487102521817,0.043645823298622474,0.24871141252704376,0.6043661763986153,0.22372742249058009,0.48206799998297356
KNN,knn_29,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.09992276146067125,0.033697924153638134,0.14647331471960776,0.043820850769579076,0.24765980062559453,0.5928968253897703,0.20379574311638254,0.5025069999974221
KNN,knn_26,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.09997308894948925,0.032736986299643396,0.14645282644972854,0.041518006609435394,0.2261760990269409,0.6276906079780314,0.18172286683170102,0.4905834000092
KNN,knn_38,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.09997508732138234,0.03438410212871631,0.14592308719295446,0.04487292638771261,0.22973687832591277,0.6403598672118389,0.18322320876194123,0.48561719999997877
KNN,knn_57,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10008623473293886,0.03493855082711152,0.14598344628917215,0.04300788814094487,0.17983114831754862,0.6368778367341394,0.20781553226096036,0.9500148999795783
KNN,knn_84,"{""n_features"": 14, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.10036328293980318,0.03255870770867518,0.14353867586966976,0.03994670838934812,0.2527780928929615,0.6510019457421489,0.1892167952372704,0.9727752999751829
KNN,knn_73,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10040719501272148,0.03369291575992039,0.14628815389902963,0.042670424487551394,0.20322290401772186,0.6142539112555389,0.23329946011507752,0.43750440000439994
KNN,knn_41,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10042263770415405,0.03534400662705338,0.1450960610763567,0.04684366925163293,0.2577367534989796,0.6014909217552132,0.2234288844791444,0.5209100999927614
KNN,knn_59,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10075042809927978,0.035499512571555474,0.1450158112305905,0.04472420465072905,0.19457330812686272,0.6296244761810551,0.25205295011533807,0.970122500002617
KNN,knn_58,"{""n_features"": 8, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10097367047513435,0.03547757210425839,0.14688990394934207,0.043223163175799044,0.15843007926236857,0.641952221655031,0.233348315683942,0.9602781999856234
KNN,knn_69,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10143615979713416,0.03540880806313782,0.1473156001970742,0.0443161100298112,0.17044291386119703,0.6251236417906072,0.22346520075566617,0.9325775999750476
KNN,knn_121,"{""n_features"": 5, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10145179540843087,0.0325611549259833,0.14647692017999916,0.04159355248279156,0.2043592664424037,0.5983596259007474,0.21913441697801816,0.4666735999926459
KNN,knn_17,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""uniform""}",50,0.10147142394360037,0.0366330195534156,0.14496356043527858,0.04744913140501141,0.26228377428190874,0.5937709137993449,0.2253886298620511,0.4913539999979548
KNN,knn_01,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10152547482426776,0.032510920050049553,0.14892063026465058,0.043348342536141525,0.2229671634729889,0.5983395463987549,0.21946733962941814,0.4867303000064567
KNN,knn_05,"{""n_features"": 5, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""uniform""}",50,0.10175713705670608,0.03373302281132784,0.14757434004072667,0.04380120488755205,0.24179615931302956,0.5742174129515538,0.20388271727740234,0.5371968999970704
KNN,knn_36,"{""n_features"": 14, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.10181324218555866,0.03319506949342088,0.14552778757839485,0.041278352386339666,0.21877816541846443,0.6442658237931205,0.20242292128085823,1.005547500011744
KNN,knn_85,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.1018220475316451,0.033637004046859445,0.14780768778963269,0.04250855518249338,0.21252653625393456,0.6041649585178842,0.22296643191062457,0.4717778999765869
KNN,knn_70,"{""n_features"": 8, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10198578942642278,0.036460968282157266,0.14764935289971393,0.044917944920014774,0.15034073939154463,0.6345347766714806,0.23579147567332764,0.9333699999842793
KNN,knn_74,"{""n_features"": 8, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10216489166142814,0.03316605548803079,0.14654062737716766,0.04189248792646203,0.19645717524308076,0.6342692060383454,0.19801957291532016,0.4496013000025414
KNN,knn_14,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10227508722269879,0.034471940922968736,0.14865888181987238,0.04387157768013496,0.20998421866646538,0.6183608638882475,0.2000375519969492,0.47748269999283366
KNN,knn_77,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10233345454261412,0.03459147706056945,0.1477526380837994,0.043023273197674905,0.1921675399818708,0.6087934620006111,0.23345109938546496,0.4783748000045307
KNN,knn_86,"{""n_features"": 8, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10247485570217561,0.032976006986383956,0.14680694564994115,0.04222950034359078,0.216181351554946,0.6180727397712062,0.18915076311762208,0.4811504999815952
KNN,knn_133,"{""n_features"": 5, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10276532304178072,0.033341012320822705,0.14744500272014446,0.042411718586500016,0.2003504111009538,0.584102932215,0.21896888989570584,0.44425430000410415
KNN,knn_30,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10283713623795782,0.03253941436326585,0.14957144462568941,0.040748731532550646,0.2009037699275673,0.6364795904253197,0.16757791805647249,0.5271875000034925
KNN,knn_27,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10296331677022431,0.03495468104307739,0.1484363932142916,0.04291160888706464,0.17446214196649001,0.6148479163434195,0.2119562534868718,0.48042530001839623
KNN,knn_87,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10300235196218857,0.03330836022813226,0.14591797769849804,0.04171983839046926,0.19833882867203045,0.6457843091536226,0.19867105722504366,0.48397480000858195
KNN,knn_122,"{""n_features"": 8, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10319312951413964,0.0326608114375585,0.1457535164742942,0.04161820724454898,0.21085405176877278,0.6128391058670646,0.18845052991098785,0.4674513000063598
KNN,knn_134,"{""n_features"": 8, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.1032327210446215,0.032699028696515996,0.14467652153901,0.04235344020001855,0.22362246651323606,0.6181012535717072,0.1778855128469531,0.4483516999753192
KNN,knn_75,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10327461114918313,0.03434516473712576,0.14665609957451609,0.04178001314495444,0.17604980914356694,0.6432871992817414,0.20948317996675722,0.44726889999583364
KNN,knn_125,"{""n_features"": 5, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10335095748473036,0.03386859274866357,0.14799540236423167,0.04147894920477673,0.19357492771534474,0.5910115984287496,0.21738736504095152,0.5108308999915607
KNN,knn_60,"{""n_features"": 14, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10341860548838482,0.03372478788304177,0.14759888074152777,0.03958500364649739,0.20759048605467242,0.6306991669233812,0.2025823893696295,0.9567444999993313
KNN,knn_132,"{""n_features"": 14, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.10360219128131472,0.03232227264699121,0.1448141947920695,0.04046012809687533,0.23805637590304826,0.6072844919958036,0.19426067611027834,0.9109372000093572
KNN,knn_02,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.1036071284704669,0.03193453330921233,0.1512716138566128,0.03946313083043401,0.19053230276398866,0.6032560427951507,0.19135899591911087,0.5094440999964718
KNN,knn_71,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.1037152981556131,0.03455194786519385,0.1477334304623753,0.04398497828641516,0.19851117155107667,0.6114165011730407,0.22290321120732906,0.9364934000186622
KNN,knn_42,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10438122017965426,0.03388107932266691,0.14740491495816183,0.04367797855458724,0.21691921940529454,0.6361357688014643,0.20256906320359117,0.5357656000123825
KNN,knn_89,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10442402946354506,0.03590663063987185,0.1490939968454509,0.04454281821538055,0.201790824030333,0.5983958980937238,0.23562708389032677,0.5087955000053626
KNN,knn_78,"{""n_features"": 8, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10456060972438604,0.03361760559114225,0.14681375748316813,0.04249791422444465,0.1944803958112173,0.6185958975962486,0.1972270848650862,0.46182120000594296
KNN,knn_12,"{""n_features"": 14, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10530782349466783,0.03447461841341793,0.15046005698643555,0.0409732740952524,0.160880877147028,0.6260393239520412,0.19823969877601424,1.0238261999911629
KNN,knn_117,"{""n_features"": 5, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10559585514490234,0.0352249902324957,0.14904491948999546,0.043954093743333734,0.15799724191129438,0.6374899584853653,0.22704085580886915,0.9995573999767657
KNN,knn_39,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10568058953244136,0.03681648115703385,0.15163707155591538,0.04456830991479611,0.14796573634343857,0.6075197488354207,0.21513089389835993,0.4763814000179991
KNN,knn_135,"{""n_features"": 11, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10571705642779777,0.033762363876427184,0.14616857113909118,0.042949791197027076,0.19546836796646963,0.6197783666078398,0.2149627115245586,0.43672220001462847
KNN,knn_123,"{""n_features"": 11, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10575615128900347,0.03421877293752517,0.14731458748275378,0.043016971923734215,0.17078615531008437,0.6081756268894943,0.21947166880343294,0.4915499000053387
KNN,knn_137,"{""n_features"": 5, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10595196526235265,0.03456929080926189,0.15005060644307583,0.04238081142417727,0.17915775667841607,0.5830404255089571,0.22948216435710575,0.4789142000081483
KNN,knn_03,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10657703177843908,0.03509713509922122,0.1530103802635428,0.04198376415362361,0.1445463164961261,0.5969709125614113,0.2108407144132157,0.4779920000000857
KNN,knn_31,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10677122221724547,0.035546734236138286,0.15269744167548044,0.04385570657429971,0.13084531337562702,0.5891126825304744,0.2353897097452025,0.5153438999841455
KNN,knn_79,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.1068343041758647,0.034076435831092315,0.14845290666064623,0.04092001847130022,0.15367007119554685,0.6018363437024348,0.21994558203308884,0.470800600014627
KNN,knn_96,"{""n_features"": 14, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.10686119471411332,0.03259809002644498,0.15181079305237183,0.040059234234611905,0.15740088197254468,0.569679717604277,0.20060648551610386,1.0203438999888021
KNN,knn_61,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10687477745746436,0.033792551223398894,0.15279584592175235,0.04158696071741873,0.16578378708089572,0.5630524565451536,0.24938274209184844,0.43374340000445955
KNN,knn_49,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10706800754377342,0.03479374142654786,0.15303333326743465,0.04235425719088297,0.13126473326533994,0.5687667191147072,0.2502422839597398,0.48461630000383593
KNN,knn_18,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""uniform""}",50,0.107264145536003,0.03557402788659666,0.14943091598231045,0.042993944933242365,0.205572352477486,0.6204496055939651,0.20441554326045297,0.47574039999744855
KNN,knn_06,"{""n_features"": 8, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""uniform""}",50,0.10749396500814738,0.03309229553617615,0.15467006533860955,0.0392742667672963,0.16107005685758238,0.614567981819803,0.18689180170356837,0.5302020000235643
KNN,knn_48,"{""n_features"": 14, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.10751659396684714,0.03312272019990303,0.15360465877732277,0.04211882537368099,0.14596412151197385,0.5639617026608099,0.20892026667586125,1.0231728999933694
KNN,knn_63,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10779822502645105,0.03361746129465372,0.15105118838919412,0.041618213918097835,0.15331190532920527,0.6166231463716862,0.20955441050663637,0.4357698999810964
KNN,knn_126,"{""n_features"": 8, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10809981702294437,0.03421197452244739,0.1476978184184087,0.04204781340375697,0.18748572596607313,0.596477043911523,0.18866212976560864,0.5200900000054389
KNN,knn_62,"{""n_features"": 8, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10812843035453813,0.03359256689712045,0.15322834882575065,0.042071417547033786,0.15911625865857565,0.5739977311029985,0.2268338535950547,0.42957720000413246
KNN,knn_72,"{""n_features"": 14, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10819778223655137,0.0325164403843898,0.1541743357404162,0.039175564273016064,0.13469776606041345,0.5740042276591735,0.2104368490806462,0.9202831999864429
KNN,knn_43,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.108324985185386,0.03539860565328501,0.15360748400401958,0.04334146523084699,0.12488203951825852,0.5964093261559271,0.22265641150213555,0.5164158999978099
KNN,knn_15,"{""n_features"": 11, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10837237123899253,0.03618183197403246,0.1548960007883249,0.043149851296380916,0.12817118832966,0.589520258041103,0.19794014340840552,0.4842293999972753
KNN,knn_144,"{""n_features"": 14, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""power"", ""weights"": ""distance""}",50,0.10842726355493407,0.033533351952284254,0.15019277274681841,0.0413413441149817,0.1754917020364278,0.5689507824945093,0.25365834599543075,0.945291800017003
KNN,knn_118,"{""n_features"": 8, ""n_neighbors"": 11, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10879157974656727,0.035156121556367985,0.15151721805187932,0.04324625862271531,0.1305731292220644,0.6219380051835164,0.23190324855841926,0.9998525999835692
KNN,knn_32,"{""n_features"": 14, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.10893600187284305,0.037292014919350434,0.15426258152444494,0.04482728058984572,0.12134470313954973,0.5571818180543119,0.23334975230553162,0.5157418999879155
KNN,knn_53,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""uniform""}",50,0.10921787901667476,0.035718521384131174,0.1542935085795204,0.042939111805141775,0.11984360013989154,0.558118502436076,0.25255900830245387,0.4654819999996107
KNN,knn_105,"{""n_features"": 5, ""n_neighbors"": 11, ""p"": 1, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10925418012975877,0.035094710040685685,0.1522130444019753,0.04389984738218114,0.12241599668238684,0.612460099886602,0.24185536324117118,0.9613977000117302
KNN,knn_24,"{""n_features"": 14, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""power"", ""weights"": ""uniform""}",50,0.10935791112753285,0.03376542436419298,0.15706488143173122,0.04171297473284446,0.11083583553186466,0.5576429788579033,0.21822717447541698,0.9986831000132952
KNN,knn_50,"{""n_features"": 8, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10940018902125251,0.034724481228643016,0.15551754468627027,0.041994613781410076,0.10815369100502804,0.5875238181606606,0.21648576334425532,0.48110669999732636
KNN,knn_51,"{""n_features"": 11, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""uniform""}",50,0.10942138254983455,0.03637651236588032,0.1547974402025545,0.042851392237520505,0.09858214947764743,0.6007893671665224,0.21420211801754438,0.44418989997939207
KNN,knn_76,"{""n_features"": 14, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10944546416842617,0.03354108050404969,0.15406526763114842,0.0392741677037368,0.11083767360416096,0.599166059001638,0.20081854497715332,0.43711339999572374
KNN,knn_28,"{""n_features"": 14, ""n_neighbors"": 5, ""p"": 1, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10969215160794082,0.03646979305139996,0.1560442999985237,0.04268218814139449,0.08431501462555836,0.5965426559819544,0.21848104746476396,0.48977479999302886
KNN,knn_65,"{""n_features"": 5, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""robust"", ""weights"": ""uniform""}",50,0.1099162098987226,0.036739490610417876,0.15337332562787795,0.043935304997609094,0.16396280497776267,0.5623312300134242,0.2435310669487136,0.4661101000092458
KNN,knn_88,"{""n_features"": 14, ""n_neighbors"": 8, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.10998912269705657,0.03391136735380993,0.15295845516085504,0.0419974025167989,0.1317252922189584,0.5666810926223368,0.20806721446991988,0.4753188000177033
KNN,knn_40,"{""n_features"": 14, ""n_neighbors"": 5, ""p"": 2, ""transformer"": ""standard"", ""weights"": ""distance""}",50,0.1103934452378536,0.03254724563075081,0.15704790635880916,0.040655095943101946,0.10844263562963011,0.5888377937372591,0.20165522247156858,0.49635529998340644
KNN,knn_80,"{""n_features"": 14, ""n_neighbors"": 8, ""p"": 1, ""transformer"": ""robust"", ""weights"": ""distance""}",50,0.11056306683325168,0.033491990361631405,0.14932717561379866,0.03883853786492222,0.185098753512592,0.6092041930946507,0.17774234426046023,0.5028782000008505
