merchant_abn,merchant_name,merchant_category,merchant_pricing_level,merchant_take_rate_pct,has_merchant_master_record,total_transactions,total_revenue,avg_transaction_value,unique_consumers,repeat_consumer_share,first_order_date,last_order_date,active_months_all_time,potential_months_in_window,active_months_in_window,transactions_in_window,normalized_monthly_revenue_trend,monthly_revenue_cv,low_sample_short_window,low_sample_few_transactions,low_sample_few_active_months,low_sample_growth_estimate,estimated_bnpl_revenue,regional_data_coverage_rate_all_sources,census_data_coverage_rate,seifa_data_coverage_rate,ato_data_coverage_rate,regional_data_coverage_rate_all_sources_by_count,census_data_coverage_rate_by_count,seifa_data_coverage_rate_by_count,ato_data_coverage_rate_by_count,ato_small_denominator_share_of_matched,census_population,census_median_household_income_weekly,census_avg_household_size,census_single_parent_family_share,census_couple_with_children_family_share,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,seifa_irsd_national_decile,seifa_irsad_national_decile,seifa_ier_national_decile,ato_taxable_income_or_loss_per_reporter,ato_salary_or_wages_per_recipient,ato_net_tax_payer_share,value_score,customer_score,growth_score,market_score,stability_score,preliminary_score,preliminary_rank,balanced_score,balanced_rank,value_focused_score,value_focused_rank,growth_focused_score,growth_focused_rank,best_rank,worst_rank,rank_range,fraud_risk_index,risk_safety_score,fraud_risk_70c_30knn,risk_safety_70c_30knn,fraud_risk_50c_50knn,risk_safety_50c_50knn,fraud_risk_30c_70knn,risk_safety_30c_70knn,consumer_exposure_percentile,knn_merchant_risk_percentile,knn_confidence_score,knn_out_of_distribution,final_score,final_rank,rank_change_after_fraud,final_score_70c_30knn,final_score_50c_50knn,final_score_30c_70knn,fraud_5_score,fraud_5_rank,fraud_10_score,fraud_10_rank,fraud_15_score,fraud_15_rank,fraud_weight_best_rank,fraud_weight_worst_rank,fraud_weight_rank_range,industry_group,segment_rank
27326652377,Tellus Aenean Corporation,"music shops - musical instruments, pianos, and sheet music",A,6.33,True,6405,6479939.749639606,1011.7001951037636,5607,0.1319778847868735,2021-02-28,2022-10-26,21,19,19,6049,0.0204550100415169,0.1947996651397372,False,False,False,False,410180.18615218706,0.8123881476603826,0.841980906403335,0.841980906403335,0.8290678995448267,0.8076502732240437,0.8385636221701795,0.8385636221701795,0.8263856362217018,0.1035329680710372,9639.655185254143,1601.6829268292684,2.4587017347509805,0.1362636652292845,0.3962898006794723,4.535412399925524,59.149636939117485,5.491083161253989,5.504599211563732,5.519992491083161,68662.2197980018,64408.0527801608,0.7350117067495695,99.40387481371089,89.19523099850969,75.2674794725056,61.54992548435171,86.16571286389649,86.25331556626146,3,86.25331556626146,3,89.35283279978968,13,84.35010822290099,2,2,13,11,0.3263974604037658,67.36025395962342,0.3961557207471314,60.38442792528686,0.3263974604037658,67.36025395962342,0.2566392000604002,74.33607999395998,0.50079311126218,0.1520018095453517,0.2459016393442623,False,84.36400940559766,5,-2,83.666426802164,84.36400940559766,85.06159200903132,85.30866248592956,3,84.36400940559766,5,83.41935632526575,10,3,10,7,"Creative, Books & Leisure",1
40515428545,Elit Sed Consequat Associates,artist supply and craft shops,A,5.89,True,13019,7780713.037594009,597.6429094088646,10024,0.2483040702314445,2021-02-28,2022-10-26,21,19,19,12349,0.014442643949368,0.1815527252598447,False,False,False,False,458283.99791428715,0.8139222491221307,0.8371770433945465,0.8371770433945465,0.83423765188408,0.8158844765342961,0.8399262616176357,0.8399262616176357,0.8350871802749827,0.0928072111846946,9960.611522633744,1610.248102423411,2.462321363136682,0.1375617400607874,0.3977156411630014,4.545505258344768,59.16139917695479,5.52019876690899,5.52369559215975,5.508235943682709,68840.80882252028,64599.44050676675,0.7357035322530733,99.652260307998,94.5851962245405,50.684249813386415,67.75956284153006,94.70017417267977,84.65980952126678,26,84.65980952126678,26,88.70284491932075,35,80.0163616759785,72,26,72,46,0.1917380241275789,80.8261975872421,0.2324232812791759,76.75767187208241,0.1917380241275789,80.8261975872421,0.1510527669759818,84.89472330240181,0.2934511670065715,0.0900248812485862,0.5573770491803278,False,84.27644832786432,6,20,83.86959575634835,84.27644832786432,84.68330089938028,84.46812892456553,12,84.27644832786432,6,84.08476773116307,2,2,12,10,"Creative, Books & Leisure",2
63123845164,Odio Phasellus Institute,artist supply and craft shops,A,6.59,True,11446,8630515.159852488,754.0201956886675,9090,0.2223322332233223,2021-02-28,2022-10-26,21,19,19,10826,0.0155633332500412,0.1935223917077619,False,False,False,False,568750.9490342789,0.8083398126457116,0.8347161633649818,0.8347161633649818,0.8280060255030592,0.810326751703652,0.8362746811113052,0.8362746811113052,0.8300716407478596,0.0980949373750131,9759.908483075636,1610.455390722942,2.464508368200838,0.1368038434592566,0.3975736392012011,4.5642707898036,59.26692436272459,5.532786022523945,5.5319440058941165,5.550889380065256,68845.98575642493,64590.92762883368,0.7362274427408236,99.8012916045703,93.61649279682068,57.32769345608361,69.6969696969697,87.16098531973128,84.85389413944964,20,84.85389413944964,20,88.482790142254,41,80.91577426498846,36,20,41,21,0.2486101011523755,75.13898988476244,0.3096917801566416,69.03082198433583,0.2486101011523755,75.13898988476244,0.1875284221481093,81.24715778518907,0.401314298663041,0.09590590364171,0.4918032786885246,False,83.88240371398092,11,9,83.27158692393826,83.88240371398092,84.49322050402358,84.36814892671528,15,83.88240371398092,11,83.39665850124656,11,11,15,4,"Creative, Books & Leisure",3
63290521567,Vehicula Pellentesque Corporation,artist supply and craft shops,A,6.48,True,181876,4402170.601100571,24.20424135730152,24068,0.99596975236829,2021-02-28,2022-10-26,21,19,19,172016,0.0156829322400392,0.188548373418975,False,False,False,False,285260.65495131706,0.8095594704283509,0.8365763335221394,0.8365763335221394,0.8302091217784704,0.8087323231212474,0.835855198047021,0.835855198047021,0.8299005916118675,0.0978872259654562,9682.486048071987,1606.952118772283,2.4632824960784667,0.1376953380831715,0.3964100280973751,4.581186933470149,59.1873307810717,5.483835049906549,5.484305616309434,5.49988732917114,68765.12237061728,64454.17564489321,0.735836575082014,98.65871833084948,99.77645305514156,58.02438417516795,53.87481371087929,90.04727544165215,85.04117828540959,15,85.04117828540959,15,89.31209022419216,16,80.92185813362683,35,15,35,20,0.300330786366472,69.96692136335281,0.4064391244371503,59.35608755628496,0.300330786366472,69.96692136335281,0.1942224482957936,80.57775517042064,0.5656016315431679,0.035059941189776,0.360655737704918,False,83.53375259320391,22,-7,82.47266921249712,83.53375259320391,84.59483597391069,84.28746543930674,18,83.53375259320391,22,82.78003974710107,28,18,28,10,"Creative, Books & Leisure",4
98973094975,Ornare Fusce Inc.,"hobby, toy and game shops",A,5.98,True,54613,6820457.860496933,124.88707561380866,21561,0.7397616066045174,2021-02-28,2022-10-26,21,19,19,51698,0.0149405872279156,0.1855914564074163,False,False,False,False,407863.38005771657,0.8084360749575579,0.8361352839036911,0.8361352839036911,0.828309058834038,0.8083240254151942,0.8358266346840496,0.8358266346840496,0.8280079834471646,0.0972578505086245,9539.49814883782,1605.083357066182,2.4620186185395,0.1375909058167788,0.3961400307012028,4.558417858785881,59.153525971038306,5.487633055077072,5.485049246941389,5.5077072567466105,68711.80889630446,64388.34345377159,0.7354752901387777,99.37903626428216,99.30452061599604,53.819358049265986,54.09836065573771,92.1373475989052,84.63415084854641,29,84.63415084854641,29,89.17616853972444,19,80.0819088094591,67,19,67,48,0.2673632985719589,73.2636701428041,0.3617322778062163,63.82677221937837,0.2673632985719589,73.2636701428041,0.1729943193377014,82.70056806622985,0.5032857466576025,0.0314408504863153,0.7213114754098361,False,83.49710277797217,24,5,82.5534129856296,83.49710277797217,84.44079257031476,84.06562681325929,24,83.49710277797217,24,82.92857874268506,24,24,24,0,"Creative, Books & Leisure",5
35223308778,Euismod In Corp.,"books, periodicals, and newspapers",B,4.19,True,44988,7298181.783053957,162.22507742184487,20417,0.6555321545770681,2021-02-28,2022-10-26,21,19,19,42584,0.0159812355057929,0.18323393585563,False,False,False,False,305793.8167099608,0.8039665411791609,0.8333262417163362,0.8333262417163362,0.8242528525283188,0.804036631990753,0.832155241397706,0.832155241397706,0.8248421801369255,0.0965829470734073,9703.715361807836,1600.8077570318137,2.46431707447662,0.1380980009140936,0.3961608613929567,4.597013649597996,59.09379757993409,5.450833580220313,5.449190659592232,5.4898058121683855,68528.02533193176,64313.83212358653,0.735423449713635,98.80774962742176,99.15548931942376,59.965165464045775,40.23845007451565,93.55561084846975,84.48141694561365,33,84.48141694561365,33,89.35201113142774,14,80.57977154467595,47,14,47,33,0.2656572136579259,73.43427863420742,0.3564484863638015,64.35515136361984,0.2656572136579259,73.43427863420742,0.1748659409520502,82.51340590479496,0.492635395422615,0.0386790318932368,0.7540983606557377,False,83.37670311447303,27,6,82.46879038741427,83.37670311447303,84.28461584153179,83.92906003004333,28,83.37670311447303,27,82.82434619890272,26,26,28,2,"Creative, Books & Leisure",6
64403598239,Lobortis Ultrices Company,"music shops - musical instruments, pianos, and sheet music",A,6.31,True,113541,8873434.486727137,78.15180848087596,23875,0.957151832460733,2021-02-28,2022-10-26,21,19,19,107421,0.0144008417507864,0.1809905491527878,False,False,False,False,559913.7161124824,0.8085460322676209,0.8358866662329156,0.8358866662329156,0.829483843631947,0.8080341022185819,0.8353634369963273,0.8353634369963273,0.8290573449238601,0.097873199337101,9638.1228386471,1605.0086875843456,2.4620518833048517,0.1378432716639737,0.3964559274103675,4.591026695344108,59.12842653508762,5.468424741917668,5.468339776541059,5.48655422915162,68693.75486707647,64423.81580976973,0.7359324333862131,99.77645305514156,99.70193740685544,50.36078626524011,47.41679085941381,95.02363772082607,83.92580226536964,52,83.92580226536964,52,89.0145687146511,27,78.98796136879382,115,27,115,88,0.276873867912928,72.3126132087072,0.3720613250532179,62.79386749467821,0.276873867912928,72.3126132087072,0.181686410772638,81.8313589227362,0.5148425107636528,0.0389052250622031,0.7540983606557377,False,82.76448335970339,44,8,81.8126087883005,82.76448335970339,83.7163579311063,83.34514281253651,46,82.76448335970339,44,82.18382390687027,44,44,46,2,"Creative, Books & Leisure",7
57699602880,Tellus Id Institute,"stationery, office supplies and printing and writing paper",A,5.96,True,3402,2533926.861427783,744.8344683797128,3204,0.0589887640449438,2021-02-28,2022-10-26,21,19,19,3209,0.0174690959834971,0.1722172957976685,False,False,False,False,151022.04094109588,0.8068766022639505,0.8302428278556341,0.8302428278556341,0.8303788178063204,0.80217519106408,0.828042328042328,0.828042328042328,0.826278659611993,0.0964069726076129,9637.247426340078,1618.4341498047568,2.466121578386064,0.1372634615842818,0.3964935844816552,4.518814341498047,59.30198793042242,5.559400642169105,5.5715305030324656,5.582946842668569,68797.02485262984,64745.749601094205,0.7363558811620835,97.44162940884252,82.10382513661202,66.85742722070167,76.775956284153,97.88504603135108,85.49028308406406,9,85.49028308406406,9,88.05277684970557,52,83.1987530788615,3,3,52,49,0.4543114914177042,54.56885085822958,0.5736972506176744,42.63027493823256,0.4543114914177042,54.56885085822958,0.334925732217734,66.5074267782266,0.7527758894176297,0.1558470934177787,0.0327868852459016,True,82.39813986148062,53,-44,81.20428226948091,82.39813986148062,83.59199745348032,83.94421147277234,27,82.39813986148062,53,80.85206825018889,89,27,89,62,"Creative, Books & Leisure",8
67978471888,Magna Malesuada Corp.,artist supply and craft shops,A,5.56,True,12417,8056017.776108244,648.7893835957352,9693,0.237387805632931,2021-02-28,2022-10-26,21,19,19,11800,0.0160508380194433,0.1831843841913838,False,False,False,False,447914.5883516183,0.8097133468809605,0.8375963257145915,0.8375963257145915,0.8291851633664671,0.8072803414673432,0.8359507127325441,0.8359507127325441,0.8273334944028348,0.1000681397838995,9400.64479768786,1598.9055876685934,2.4597934163529316,0.1371595238882315,0.3968818232546131,4.5539210019267875,59.10917148362235,5.441416100872939,5.435693501454898,5.466052376333657,68279.54864642378,64033.81542556724,0.7348451990466011,99.55290611028316,94.31197218082464,60.3632744463797,35.767511177347245,93.58049265986564,83.13034478428162,75,83.13034478428162,75,88.27909611412358,45,79.4734283143642,93,45,93,48,0.2736511918862824,72.63488081137176,0.3453826480572169,65.4617351942783,0.2736511918862824,72.63488081137176,0.2019197357153478,79.80802642846521,0.4529798323136189,0.0943225514589459,0.5573770491803278,False,82.08079838699064,64,11,81.36348382528128,82.08079838699064,82.79811294869998,82.60557158563613,68,82.08079838699064,64,81.55602518834513,56,56,68,12,"Creative, Books & Leisure",9
46298404088,Feugiat Sed Nec Institute,"books, periodicals, and newspapers",A,6.16,True,41732,2697559.4544335306,64.64007127464609,19804,0.6268935568572006,2021-02-28,2022-10-26,21,19,19,39570,0.0150593999377677,0.1865004991112547,False,False,False,False,166169.6623931055,0.8065085206232013,0.8343469383786778,0.8343469383786778,0.826459054213453,0.8064794402377072,0.8339883063356657,0.8339883063356657,0.8267276909805426,0.0984319295092895,9626.955838409378,1599.6552982415817,2.4596460940871703,0.1380507632197587,0.3950414781215803,4.596704401792894,59.08219170210315,5.44414870533777,5.442094604368581,5.4614494430782585,68536.29816225589,64251.80911555821,0.7347133482703051,97.5906607054148,98.98161947342275,54.51604876835033,37.68007948335817,91.46553869121672,82.41365158566853,105,82.41365158566853,105,87.56291124362458,71,78.03664245356168,160,71,160,89,0.2384662626968407,76.15337373031593,0.3190144958913878,68.09855041086121,0.2384662626968407,76.15337373031593,0.1579180295022935,84.20819704977065,0.4398368456832087,0.0370956797104727,0.3114754098360656,False,81.78762380013328,78,27,80.9821414681878,81.78762380013328,82.59310613207874,82.1006376929009,93,81.78762380013328,78,81.47460990736565,62,62,93,31,"Creative, Books & Leisure",10
